GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022001005,53,1628890,Diamond DeShields,1611661329,Chicago Sky,1,6,26,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,10,51,1,1,20200726,LVA,CHI,2020,102200100553,2140,validated,202664,1,matched,playbyplayv2,1611661319,201516|202664|203828|1628890|1628922,complete,playbyplay_inferred,201881|202670|203825|204324|1628263,complete,playbyplay_inferred
Shot Chart Detail,1022001005,103,1628890,Diamond DeShields,1611661329,Chicago Sky,1,3,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-7,145,1,0,20200726,LVA,CHI,2020,1022001005103,3940,validated,,0,matched,playbyplayv2,1611661319,202664|204323|1628890|1628922|1628931,complete,playbyplay_inferred,201881|202658|204324|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022001005,239,1628890,Diamond DeShields,1611661329,Chicago Sky,2,5,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,17,1,0,20200726,LVA,CHI,2020,1022001005239,8760,validated,,0,matched,playbyplayv2,1611661319,201516|204323|1628890|1628922|1628931,complete,playbyplay_inferred,201881|202658|203069|204324|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022001005,314,1628890,Diamond DeShields,1611661329,Chicago Sky,2,0,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,9,1,1,20200726,LVA,CHI,2020,1022001005314,11820,validated,,0,matched,playbyplayv2,1611661319,201516|202664|203828|204323|1628890,complete,playbyplay_inferred,202658|203069|203825|204324|1628932,complete,playbyplay_inferred
Shot Chart Detail,1022001005,390,1628890,Diamond DeShields,1611661329,Chicago Sky,3,5,17,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,17,157,1,0,20200726,LVA,CHI,2020,1022001005390,14830,validated,,0,matched,playbyplayv2,1611661319,202664|204323|1628890|1628931|1630113,complete,playbyplay_inferred,202658|202670|204324|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022001008,72,1628890,Diamond DeShields,1611661329,Chicago Sky,1,4,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-133,227,1,0,20200728,CHI,LAS,2020,102200100872,3470,validated,,0,matched,playbyplayv2,1611661320,201516|202664|204323|1628890|1628931,complete,playbyplay_inferred,203014|203029|203833|1628279|1629485,complete,playbyplay_inferred
Shot Chart Detail,1022001008,114,1628890,Diamond DeShields,1611661329,Chicago Sky,1,1,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,206,49,1,0,20200728,CHI,LAS,2020,1022001008114,5050,validated,,0,matched,playbyplayv2,1611661320,202664|1627674|1628890|1628922|1628931,complete,playbyplay_inferred,200671|201496|1628279|1628282|1629485,complete,playbyplay_inferred
Shot Chart Detail,1022001008,213,1628890,Diamond DeShields,1611661329,Chicago Sky,2,4,41,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,7,1,1,20200728,CHI,LAS,2020,1022001008213,9190,validated,1628922,1,matched,playbyplayv2,1611661320,201516|202664|1628890|1628922|1630113,complete,playbyplay_inferred,201496|203014|203029|203437|203833,complete,playbyplay_inferred
Shot Chart Detail,1022001008,218,1628890,Diamond DeShields,1611661329,Chicago Sky,2,3,52,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,1,1,0,20200728,CHI,LAS,2020,1022001008218,9680,validated,,0,matched,playbyplayv2,1611661320,201516|202664|1628890|1628922|1630113,complete,playbyplay_inferred,201496|203014|203029|203437|203833,complete,playbyplay_inferred
Shot Chart Detail,1022001008,234,1628890,Diamond DeShields,1611661329,Chicago Sky,2,2,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-119,139,1,0,20200728,CHI,LAS,2020,1022001008234,10260,validated,,0,matched,playbyplayv2,1611661320,202664|204323|1627674|1628890|1628931,complete,playbyplay_inferred,200671|201496|203029|203437|203833,complete,playbyplay_inferred
Shot Chart Detail,1022001008,269,1628890,Diamond DeShields,1611661329,Chicago Sky,2,1,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,9,1,1,20200728,CHI,LAS,2020,1022001008269,11130,validated,,0,matched,playbyplayv2,1611661320,202664|204323|1627674|1628890|1628931,complete,playbyplay_inferred,200671|201496|203029|203833|1628279,complete,playbyplay_inferred
