GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1041500122,99,201904,Renee Montgomery,1611661324,Minnesota Lynx,1,0,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,24,241,55,1,0,20150920,LAS,MIN,2015,104150012299,5620,validated,,0,matched,playbyplayv2,1611661320,100723|200671|201480|201904|203813,complete,playbyplay_inferred,100949|201911|202650|203014|204302,complete,playbyplay_inferred
Shot Chart Detail,1041500301,241,201904,Renee Montgomery,1611661324,Minnesota Lynx,3,5,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,212,105,1,0,20151004,MIN,IND,2015,1041500301241,14850,validated,,0,matched,playbyplayv2,1611661325,100944|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201896|201919|203018|203041,complete,playbyplay_inferred
Shot Chart Detail,1041500301,274,201904,Renee Montgomery,1611661324,Minnesota Lynx,3,1,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-172,167,1,1,20151004,MIN,IND,2015,1041500301274,16900,validated,201480,1,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201896|201919|203018|203831,complete,playbyplay_inferred
Shot Chart Detail,1041500302,256,201904,Renee Montgomery,1611661324,Minnesota Lynx,3,5,34,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,9,1,1,20151006,MIN,IND,2015,1041500302256,14660,validated,,0,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201889|201896|201919|203831,complete,playbyplay_inferred
Shot Chart Detail,1041500302,357,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,7,12,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,12,1,0,20151006,MIN,IND,2015,1041500302357,19680,validated,,0,matched,playbyplayv2,1611661325,100915|201480|201904|202632|203016,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500303,98,201904,Renee Montgomery,1611661324,Minnesota Lynx,2,9,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,23,48,225,1,1,20151009,IND,MIN,2015,104150030398,6210,validated,,0,matched,playbyplayv2,1611661325,100944|201480|201904|202632|203834,complete,playbyplay_inferred,201919|203018|203041|203406|203827,complete,playbyplay_inferred
Shot Chart Detail,1041500303,167,201904,Renee Montgomery,1611661324,Minnesota Lynx,2,0,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,170,-10,1,1,20151009,IND,MIN,2015,1041500303167,11520,validated,200671,1,matched,playbyplayv2,1611661325,100944|200671|201480|201904|203016,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500303,230,201904,Renee Montgomery,1611661324,Minnesota Lynx,3,2,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-228,72,1,0,20151009,IND,MIN,2015,1041500303230,16250,validated,,0,matched,playbyplayv2,1611661325,100944|200671|201904|203016|203813,complete,playbyplay_inferred,201896|201919|203041|203406|203827,complete,playbyplay_inferred
Shot Chart Detail,1041500303,311,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,4,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-4,149,1,1,20151009,IND,MIN,2015,1041500303311,21170,validated,,0,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500303,314,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,4,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,129,1,0,20151009,IND,MIN,2015,1041500303314,21400,validated,,0,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500303,318,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,3,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,-22,1,0,20151009,IND,MIN,2015,1041500303318,21890,validated,,0,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500303,339,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,1,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,77,231,1,1,20151009,IND,MIN,2015,1041500303339,23290,validated,203813,1,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500303,348,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,0,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,0,1,0,20151009,IND,MIN,2015,1041500303348,23740,validated,,0,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500304,101,201904,Renee Montgomery,1611661324,Minnesota Lynx,2,8,52,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-56,116,1,1,20151011,IND,MIN,2015,1041500304101,6680,validated,,0,matched,playbyplayv2,1611661325,100915|201480|201904|202632|203016,complete,playbyplay_inferred,201889|201896|201919|203041|203827,complete,playbyplay_inferred
Shot Chart Detail,1041500304,311,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,7,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22,77,213,1,0,20151011,IND,MIN,2015,1041500304311,19800,validated,,0,matched,playbyplayv2,1611661325,200671|201480|201904|202632|203813,complete,playbyplay_inferred,100646|201503|201889|201896|203018,complete,playbyplay_inferred
Shot Chart Detail,1041500304,326,201904,Renee Montgomery,1611661324,Minnesota Lynx,4,5,40,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,-13,1,1,20151011,IND,MIN,2015,1041500304326,20600,validated,200671,1,matched,playbyplayv2,1611661325,200671|201904|202632|203016|203813,complete,playbyplay_inferred,100646|201889|201896|201919|203827,complete,playbyplay_inferred
