GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1042200131,387,202259,Epiphanny Prince,1611661328,Seattle Storm,4,8,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,28,1,1,20220818,SEA,WAS,2022,1042200131387,19020,validated,,0,matched,playbyplayv2,1611661322,201896|202259|203855|1627668|1629496,complete,playbyplay_inferred,203399|204333|1628278|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1042200201,162,202259,Epiphanny Prince,1611661328,Seattle Storm,2,8,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,105,210,1,0,20220828,LVA,SEA,2022,1042200201162,7180,validated,,0,matched,playbyplayv2,1611661319,100720|201896|202250|202259|1629496,complete,playbyplay_inferred,203029|203833|1628276|1628932|1630387,complete,playbyplay_inferred
Shot Chart Detail,1042200201,408,202259,Epiphanny Prince,1611661328,Seattle Storm,4,8,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,175,1,0,20220828,LVA,SEA,2022,1042200201408,19190,validated,,0,matched,playbyplayv2,1611661319,100720|202259|204319|1627668|1629496,complete,playbyplay_inferred,203029|203833|204329|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1042200202,107,202259,Epiphanny Prince,1611661328,Seattle Storm,1,0,48,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,21,55,1,0,20220831,LVA,SEA,2022,1042200202107,5520,validated,,0,matched,playbyplayv2,1611661319,100720|202259|204319|1627668|1629496,complete,playbyplay_inferred,203029|204329|1628276|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1042200203,136,202259,Epiphanny Prince,1611661328,Seattle Storm,2,8,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,91,240,1,0,20220904,SEA,LVA,2022,1042200203136,6640,validated,,0,matched,playbyplayv2,1611661319,201896|202259|203855|1627668|1629496,complete,playbyplay_inferred,203029|203833|204324|1628932|1629498,complete,playbyplay_inferred
