GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021200006,277,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,6,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,3,1,1,20120520,MIN,PHO,2012,1021200006277,14310,validated,201501,1,matched,playbyplayv2,1611661324,200676|201487|201501|202280|203069,complete,playbyplay_inferred,100412|100915|100944|200671|202632,complete,playbyplay_inferred
Shot Chart Detail,1021200006,350,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,0,50,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,33,1,0,20120520,MIN,PHO,2012,1021200006350,17500,validated,,0,matched,playbyplayv2,1611661324,200676|201501|201886|203019|203069,complete,playbyplay_inferred,100915|201499|201882|202632|203016,complete,playbyplay_inferred
Shot Chart Detail,1021200010,170,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,2,5,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,15,1,1,20120522,TUL,PHO,2012,1021200010170,8610,validated,,0,matched,playbyplayv2,1611661321,100556|201501|202280|203019|203069,complete,playbyplay_inferred,101024|200684|201056|202653|203017,complete,playbyplay_inferred
Shot Chart Detail,1021200010,313,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,3,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,12,1,1,20120522,TUL,PHO,2012,1021200010313,15680,validated,,0,matched,playbyplayv2,1611661321,200676|201487|201886|203019|203069,complete,playbyplay_inferred,101080|200684|201056|202265|203017,complete,playbyplay_inferred
Shot Chart Detail,1021200017,51,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,1,4,57,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,34,1,0,20120526,PHO,LAS,2012,102120001751,3030,validated,,0,matched,playbyplayv2,1611661320,100940|200676|201886|203019|203069,complete,playbyplay_inferred,100949|201496|201889|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200017,54,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,1,4,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,0,20120526,PHO,LAS,2012,102120001754,3050,validated,,0,matched,playbyplayv2,1611661320,100940|200676|201886|203019|203069,complete,playbyplay_inferred,100949|201496|201889|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200017,87,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,1,3,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,4,1,1,20120526,PHO,LAS,2012,102120001787,4190,validated,100940,1,matched,playbyplayv2,1611661320,100940|201501|201886|203019|203069,complete,playbyplay_inferred,100928|100949|201496|201889|201911,complete,playbyplay_inferred
Shot Chart Detail,1021200017,191,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,2,5,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,1,20120526,PHO,LAS,2012,1021200017191,8680,validated,203019,1,matched,playbyplayv2,1611661320,200676|201501|201886|203019|203069,complete,playbyplay_inferred,100396|100949|202650|203014|203040,complete,playbyplay_inferred
Shot Chart Detail,1021200017,342,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,3,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,1,20120526,PHO,LAS,2012,1021200017342,15970,validated,,0,matched,playbyplayv2,1611661320,100940|200676|201886|203019|203069,complete,playbyplay_inferred,100396|100949|201496|201889|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200017,352,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,2,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,12,1,1,20120526,PHO,LAS,2012,1021200017352,16290,validated,,0,matched,playbyplayv2,1611661320,100940|200676|201886|203019|203069,complete,playbyplay_inferred,100396|201496|201889|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200017,360,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,2,24,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,11,1,0,20120526,PHO,LAS,2012,1021200017360,16560,validated,,0,matched,playbyplayv2,1611661320,100940|200676|201487|203019|203069,complete,playbyplay_inferred,100396|201889|201911|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200022,180,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,2,5,37,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,33,1,0,20120531,ATL,PHO,2012,1021200022180,8630,validated,,0,matched,playbyplayv2,1611661330,200676|201886|202280|203019|203069,complete,playbyplay_inferred,101049|201048|201484|202623|203026,complete,playbyplay_inferred
Shot Chart Detail,1021200022,210,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,2,3,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,4,1,1,20120531,ATL,PHO,2012,1021200022210,9880,validated,202280,1,matched,playbyplayv2,1611661330,200676|201501|201886|202280|203069,complete,playbyplay_inferred,101049|101084|201046|201048|202623,complete,playbyplay_inferred
Shot Chart Detail,1021200022,305,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,3,7,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,51,41,1,0,20120531,ATL,PHO,2012,1021200022305,13790,validated,,0,matched,playbyplayv2,1611661330,200676|201501|201886|203019|203069,complete,playbyplay_inferred,101023|200715|201046|201048|201881,complete,playbyplay_inferred
Shot Chart Detail,1021200022,434,203069,Avery Warley-Talbert,1611661317,Phoenix Mercury,4,6,6,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,75,44,1,0,20120531,ATL,PHO,2012,1021200022434,20340,validated,,0,matched,playbyplayv2,1611661330,200676|201487|201886|203019|203069,complete,playbyplay_inferred,101049|101084|201046|202623|203026,complete,playbyplay_inferred
