GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021200026,474,202252,Alysha Clark,1611661328,Seattle Storm,4,3,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,21,-210,55,1,0,20120601,SEA,TUL,2012,1021200026474,22090,validated,,0,matched,playbyplayv2,1611661321,100445|100720|101030|201067|202252,complete,playbyplay_inferred,101080|201056|202265|202640|203017,complete,playbyplay_inferred
Shot Chart Detail,1021200035,412,202252,Alysha Clark,1611661328,Seattle Storm,4,0,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,4,1,1,20120606,MIN,SEA,2012,1021200035412,23730,validated,,0,matched,playbyplayv2,1611661324,101030|202252|202318|202643|203015,complete,playbyplay_inferred,100835|201499|201882|202257|203016,complete,playbyplay_inferred
Shot Chart Detail,1021200050,381,202252,Alysha Clark,1611661328,Seattle Storm,4,0,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,201,3,1,0,20120615,TUL,SEA,2012,1021200050381,23470,validated,,0,matched,playbyplayv2,1611661321,100445|101030|202252|202643|203015,complete,playbyplay_inferred,202265|202640|202653|203029|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200093,344,202252,Alysha Clark,1611661328,Seattle Storm,4,8,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),16-24 ft.,21,-217,3,1,0,20120707,LAS,SEA,2012,1021200093344,18850,validated,,0,matched,playbyplayv2,1611661320,100076|100658|202252|202318|203015,complete,playbyplay_inferred,100396|100949|201496|201889|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200093,387,202252,Alysha Clark,1611661328,Seattle Storm,4,4,19,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,23,1,1,20120707,LAS,SEA,2012,1021200093387,21410,validated,201067,1,matched,playbyplayv2,1611661320,100658|201067|202252|202318|203015,complete,playbyplay_inferred,201889|201911|202315|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200093,429,202252,Alysha Clark,1611661328,Seattle Storm,4,0,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,28,1,0,20120707,LAS,SEA,2012,1021200093429,23920,validated,,0,matched,playbyplayv2,1611661320,100658|201067|202252|202318|203015,complete,playbyplay_inferred,201889|201911|202315|202650|203040,complete,playbyplay_inferred
Shot Chart Detail,1021200098,102,202252,Alysha Clark,1611661328,Seattle Storm,2,9,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,21,-149,148,1,1,20120708,SEA,PHO,2012,1021200098102,6320,validated,100404,1,matched,playbyplayv2,1611661317,100404|100658|202252|202318|203015,complete,playbyplay_inferred,100556|201487|201501|202280|203069,complete,playbyplay_inferred
Shot Chart Detail,1021200098,308,202252,Alysha Clark,1611661328,Seattle Storm,3,4,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,15,1,0,20120708,SEA,PHO,2012,1021200098308,15440,validated,,0,matched,playbyplayv2,1611661317,100720|101030|201067|202252|203015,complete,playbyplay_inferred,201487|201886|202663|203019|203069,complete,playbyplay_inferred
Shot Chart Detail,1021200098,381,202252,Alysha Clark,1611661328,Seattle Storm,4,9,0,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,23,1,1,20120708,SEA,PHO,2012,1021200098381,18600,validated,,0,matched,playbyplayv2,1611661317,100404|100658|201067|202252|203015,complete,playbyplay_inferred,100556|201886|202280|203019|203069,complete,playbyplay_inferred
Shot Chart Detail,1021200104,90,202252,Alysha Clark,1611661328,Seattle Storm,1,0,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,125,208,1,0,20120711,SEA,ATL,2012,102120010490,5640,validated,,0,matched,playbyplayv2,1611661330,100404|100720|202252|202318|203015,complete,playbyplay_inferred,101023|201046|201048|202623|203026,complete,playbyplay_inferred
Shot Chart Detail,1021200104,179,202252,Alysha Clark,1611661328,Seattle Storm,2,1,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-150,173,1,0,20120711,SEA,ATL,2012,1021200104179,11070,validated,,0,matched,playbyplayv2,1611661330,100404|100720|101030|202252|203015,complete,playbyplay_inferred,101023|101049|101084|201484|202623,complete,playbyplay_inferred
Shot Chart Detail,1021200104,188,202252,Alysha Clark,1611661328,Seattle Storm,2,0,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,26,1,0,20120711,SEA,ATL,2012,1021200104188,11610,validated,,0,matched,playbyplayv2,1611661330,100404|100720|101030|202252|203015,complete,playbyplay_inferred,101023|101049|101084|201484|202623,complete,playbyplay_inferred
Shot Chart Detail,1021200104,257,202252,Alysha Clark,1611661328,Seattle Storm,3,3,29,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,14,1,1,20120711,SEA,ATL,2012,1021200104257,15910,validated,100720,1,matched,playbyplayv2,1611661330,100658|100720|202252|202318|203015,complete,playbyplay_inferred,101049|200715|201046|201048|202623,complete,playbyplay_inferred
Shot Chart Detail,1021200104,275,202252,Alysha Clark,1611661328,Seattle Storm,3,0,26,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,26,1,1,20120711,SEA,ATL,2012,1021200104275,17740,validated,,0,matched,playbyplayv2,1611661330,100404|100720|202252|202318|203015,complete,playbyplay_inferred,101049|200715|201046|201048|202623,complete,playbyplay_inferred
Shot Chart Detail,1021200104,301,202252,Alysha Clark,1611661328,Seattle Storm,4,7,30,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-49,14,1,1,20120711,SEA,ATL,2012,1021200104301,19500,validated,,0,matched,playbyplayv2,1611661330,100720|101030|201067|202252|203015,complete,playbyplay_inferred,101023|201046|201048|202623|203026,complete,playbyplay_inferred
Shot Chart Detail,1021200104,306,202252,Alysha Clark,1611661328,Seattle Storm,4,7,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,21,-150,160,1,0,20120711,SEA,ATL,2012,1021200104306,19800,validated,,0,matched,playbyplayv2,1611661330,100720|101030|201067|202252|203015,complete,playbyplay_inferred,101023|201046|201048|202623|203026,complete,playbyplay_inferred
Shot Chart Detail,1021200111,36,202252,Alysha Clark,1611661328,Seattle Storm,1,5,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,21,-183,119,1,1,20120713,PHO,SEA,2012,102120011136,2800,validated,100720,1,matched,playbyplayv2,1611661317,100404|100720|101030|202252|202318,complete,playbyplay_inferred,201487|201886|202663|203019|203069,complete,playbyplay_inferred
Shot Chart Detail,1021200111,130,202252,Alysha Clark,1611661328,Seattle Storm,2,6,15,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,75,137,1,1,20120713,PHO,SEA,2012,1021200111130,8250,validated,100404,1,matched,playbyplayv2,1611661317,100404|100720|202252|202318|203015,complete,playbyplay_inferred,100556|201487|202280|203019|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200111,184,202252,Alysha Clark,1611661328,Seattle Storm,2,0,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,21,-119,183,1,0,20120713,PHO,SEA,2012,1021200111184,11660,validated,,0,matched,playbyplayv2,1611661317,100404|100720|201067|202252|203015,complete,playbyplay_inferred,100556|201487|201886|202280|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200111,405,202252,Alysha Clark,1611661328,Seattle Storm,4,2,30,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,0,20120713,PHO,SEA,2012,1021200111405,22500,validated,,0,matched,playbyplayv2,1611661317,100658|101030|202252|202318|203015,complete,playbyplay_inferred,201487|202280|202663|203019|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200111,408,202252,Alysha Clark,1611661328,Seattle Storm,4,1,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,14,1,1,20120713,PHO,SEA,2012,1021200111408,22810,validated,203015,1,matched,playbyplayv2,1611661317,100658|101030|202252|202318|203015,complete,playbyplay_inferred,201487|202280|202663|203019|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200111,420,202252,Alysha Clark,1611661328,Seattle Storm,4,0,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20120713,PHO,SEA,2012,1021200111420,23610,validated,101030,1,matched,playbyplayv2,1611661317,100658|101030|202252|202318|203015,complete,playbyplay_inferred,201487|202280|202663|203019|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200114,111,202252,Alysha Clark,1611661328,Seattle Storm,2,8,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,-8,1,1,20120816,SEA,PHO,2012,1021200114111,6810,validated,101030,1,matched,playbyplayv2,1611661317,100404|101030|202252|202318|203015,complete,playbyplay_inferred,100556|201487|201886|202663|203041,complete,playbyplay_inferred
Shot Chart Detail,1021200114,249,202252,Alysha Clark,1611661328,Seattle Storm,3,4,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,33,1,0,20120816,SEA,PHO,2012,1021200114249,15170,validated,,0,matched,playbyplayv2,1611661317,100658|101030|201067|202252|203015,complete,playbyplay_inferred,100556|201487|201886|202663|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200114,257,202252,Alysha Clark,1611661328,Seattle Storm,3,3,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,15,1,1,20120816,SEA,PHO,2012,1021200114257,15730,validated,101030,1,matched,playbyplayv2,1611661317,100658|101030|201067|202252|203015,complete,playbyplay_inferred,100556|201487|201886|202663|203019,complete,playbyplay_inferred
