GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021200120,118,202999,Dawn Evans,1611661320,Los Angeles Sparks,2,9,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,21,43,211,1,0,20120818,SEA,LAS,2012,1021200120118,6440,validated,,0,matched,playbyplayv2,1611661328,100928|100949|201500|201889|202999,complete,playbyplay_inferred,100076|100658|101030|202252|203015,complete,playbyplay_inferred
Shot Chart Detail,1021200128,193,202999,Dawn Evans,1611661320,Los Angeles Sparks,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,62,244,1,0,20120821,LAS,IND,2012,1021200128193,11990,validated,,0,matched,playbyplayv2,1611661325,201496|201500|201889|202999|203040,complete,playbyplay_inferred,100646|100666|101039|201919|203067,complete,playbyplay_inferred
Shot Chart Detail,1021200132,331,202999,Dawn Evans,1611661320,Los Angeles Sparks,4,8,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,22,190,126,1,0,20120823,LAS,SAN,2012,1021200132331,18650,validated,,0,matched,playbyplayv2,1611661319,100928|201500|201889|202999|203040,complete,playbyplay_inferred,100236|100284|100952|202634|203018,complete,playbyplay_inferred
Shot Chart Detail,1021200132,350,202999,Dawn Evans,1611661320,Los Angeles Sparks,4,7,49,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-125,-10,1,1,20120823,LAS,SAN,2012,1021200132350,19310,validated,100928,1,matched,playbyplayv2,1611661319,100928|100949|201500|202999|203040,complete,playbyplay_inferred,100236|100284|100952|202634|203018,complete,playbyplay_inferred
Shot Chart Detail,1021200132,405,202999,Dawn Evans,1611661320,Los Angeles Sparks,4,1,58,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,220,-8,1,0,20120823,LAS,SAN,2012,1021200132405,22820,validated,,0,matched,playbyplayv2,1611661319,100928|201500|201889|202999|203040,complete,playbyplay_inferred,100236|100284|100952|203001|203018,complete,playbyplay_inferred
