GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021200015,60,203041,Lynetta Kizer,1611661321,Tulsa Shock,1,3,29,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,-25,1,0,20120526,WAS,TUL,2012,102120001560,3910,validated,,0,matched,playbyplayv2,1611661322,101024|200684|202653|203029|203041,complete,playbyplay_inferred,100729|200673|201492|201518|202662,complete,playbyplay_inferred
Shot Chart Detail,1021200015,395,203041,Lynetta Kizer,1611661321,Tulsa Shock,4,8,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,6,1,0,20120526,WAS,TUL,2012,1021200015395,19080,validated,,0,matched,playbyplayv2,1611661322,101024|101080|202265|203029|203041,complete,playbyplay_inferred,100384|100942|200673|201049|201518,complete,playbyplay_inferred
Shot Chart Detail,1021200015,458,203041,Lynetta Kizer,1611661321,Tulsa Shock,4,1,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,-17,1,0,20120526,WAS,TUL,2012,1021200015458,22880,validated,,0,matched,playbyplayv2,1611661322,101024|101080|201056|203029|203041,complete,playbyplay_inferred,100942|200673|201049|201492|201518,complete,playbyplay_inferred
Shot Chart Detail,1021200019,93,203041,Lynetta Kizer,1611661321,Tulsa Shock,1,1,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,20,50,1,0,20120529,LAS,TUL,2012,102120001993,4810,validated,,0,matched,playbyplayv2,1611661320,101024|202640|203017|203029|203041,complete,playbyplay_inferred,100396|201889|201911|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200019,104,203041,Lynetta Kizer,1611661321,Tulsa Shock,1,1,41,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,33,1,0,20120529,LAS,TUL,2012,1021200019104,4990,validated,,0,matched,playbyplayv2,1611661320,101024|202640|203017|203029|203041,complete,playbyplay_inferred,100396|201889|201911|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021200019,367,203041,Lynetta Kizer,1611661321,Tulsa Shock,4,7,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-76,219,1,0,20120529,LAS,TUL,2012,1021200019367,19320,validated,,0,matched,playbyplayv2,1611661320,101024|101080|201056|202640|203041,complete,playbyplay_inferred,100396|100949|201496|203014|203040,complete,playbyplay_inferred
Shot Chart Detail,1021200026,386,203041,Lynetta Kizer,1611661321,Tulsa Shock,4,8,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,1,20120601,SEA,TUL,2012,1021200026386,19040,validated,,0,matched,playbyplayv2,1611661328,101080|201056|202265|203029|203041,complete,playbyplay_inferred,100076|100404|101030|202318|203015,complete,playbyplay_inferred
Shot Chart Detail,1021200026,510,203041,Lynetta Kizer,1611661321,Tulsa Shock,4,1,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,20,1,0,20120601,SEA,TUL,2012,1021200026510,23320,validated,,0,matched,playbyplayv2,1611661328,101080|201056|202265|202640|203041,complete,playbyplay_inferred,100445|101030|201067|202252|203015,complete,playbyplay_inferred
Shot Chart Detail,1021200030,148,203041,Lynetta Kizer,1611661321,Tulsa Shock,2,7,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-111,22,1,0,20120603,PHO,TUL,2012,1021200030148,7800,validated,,0,matched,playbyplayv2,1611661317,101024|101080|200684|201056|203041,complete,playbyplay_inferred,100556|200676|201487|202280|202315,complete,playbyplay_inferred
Shot Chart Detail,1021200030,340,203041,Lynetta Kizer,1611661321,Tulsa Shock,3,2,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-54,48,1,0,20120603,PHO,TUL,2012,1021200030340,16690,validated,,0,matched,playbyplayv2,1611661317,101024|101080|200684|203029|203041,complete,playbyplay_inferred,100556|200676|201886|202280|202315,complete,playbyplay_inferred
Shot Chart Detail,1021200042,79,203041,Lynetta Kizer,1611661321,Tulsa Shock,1,1,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,23,1,0,20120609,TUL,MIN,2012,102120004279,5220,validated,,0,matched,playbyplayv2,1611661324,101080|201056|203017|203029|203041,complete,playbyplay_inferred,100412|201499|202257|202632|203016,complete,playbyplay_inferred
Shot Chart Detail,1021200042,96,203041,Lynetta Kizer,1611661321,Tulsa Shock,2,9,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,14,1,0,20120609,TUL,MIN,2012,102120004296,6050,validated,,0,matched,playbyplayv2,1611661324,201056|202640|202653|203029|203041,complete,playbyplay_inferred,100835|100944|201499|202632|203016,complete,playbyplay_inferred
Shot Chart Detail,1021200042,195,203041,Lynetta Kizer,1611661321,Tulsa Shock,2,1,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,147,15,1,0,20120609,TUL,MIN,2012,1021200042195,11080,validated,,0,matched,playbyplayv2,1611661324,101024|101080|202640|203029|203041,complete,playbyplay_inferred,100412|100944|201499|202257|202632,complete,playbyplay_inferred
Shot Chart Detail,1021200042,201,203041,Lynetta Kizer,1611661321,Tulsa Shock,2,0,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,15,1,1,20120609,TUL,MIN,2012,1021200042201,11450,validated,203029,1,matched,playbyplayv2,1611661324,101024|101080|201056|203029|203041,complete,playbyplay_inferred,100412|100944|201499|202257|202632,complete,playbyplay_inferred
Shot Chart Detail,1021200050,80,203041,Lynetta Kizer,1611661321,Tulsa Shock,2,8,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,17,1,0,20120615,TUL,SEA,2012,102120005080,7020,validated,,0,matched,playbyplayv2,1611661328,101080|201056|202640|203029|203041,complete,playbyplay_inferred,100076|101030|201067|202318|203015,complete,playbyplay_inferred
Shot Chart Detail,1021200050,249,203041,Lynetta Kizer,1611661321,Tulsa Shock,3,2,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-101,11,1,0,20120615,TUL,SEA,2012,1021200050249,16310,validated,,0,matched,playbyplayv2,1611661328,101024|201056|202640|203017|203041,complete,playbyplay_inferred,100076|100404|100720|202318|203015,complete,playbyplay_inferred
Shot Chart Detail,1021200050,261,203041,Lynetta Kizer,1611661321,Tulsa Shock,3,1,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-123,132,1,1,20120615,TUL,SEA,2012,1021200050261,17280,validated,201056,1,matched,playbyplayv2,1611661328,201056|202640|203017|203029|203041,complete,playbyplay_inferred,100076|100404|100720|202318|203015,complete,playbyplay_inferred
Shot Chart Detail,1021200094,364,203041,Lynetta Kizer,1611661317,Phoenix Mercury,3,0,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,17,1,0,20120707,PHO,ATL,2012,1021200094364,17860,validated,,0,matched,playbyplayv2,1611661330,201501|201886|202663|203019|203041,complete,playbyplay_inferred,101023|101049|201484|202623|203026,complete,playbyplay_inferred
Shot Chart Detail,1021200098,423,203041,Lynetta Kizer,1611661317,Phoenix Mercury,4,5,20,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,31,47,1,1,20120708,SEA,PHO,2012,1021200098423,20800,validated,,0,matched,playbyplayv2,1611661328,201501|202280|203019|203041|203069,complete,playbyplay_inferred,100720|101030|201067|202318|203015,complete,playbyplay_inferred
