GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021200006,94,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,1,1,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,53,181,1,0,20120520,MIN,PHO,2012,102120000694,5200,validated,,0,matched,playbyplayv2,1611661317,100944|200671|201499|202257|203016,complete,playbyplay_inferred,100556|200676|201501|201886|202280,complete,playbyplay_inferred
Shot Chart Detail,1021200006,136,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,8,14,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,1,1,1,20120520,MIN,PHO,2012,1021200006136,7060,validated,,0,matched,playbyplayv2,1611661317,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100556|200676|201501|201886|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200006,158,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,6,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,1,20120520,MIN,PHO,2012,1021200006158,8090,validated,100412,1,matched,playbyplayv2,1611661317,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100556|200676|201501|201886|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200006,164,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,5,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,14,1,1,20120520,MIN,PHO,2012,1021200006164,8620,validated,100915,1,matched,playbyplayv2,1611661317,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100556|200676|201501|201886|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200006,211,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,1,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,0,20120520,MIN,PHO,2012,1021200006211,11070,validated,,0,matched,playbyplayv2,1611661317,100412|100944|200671|201499|202257,complete,playbyplay_inferred,100556|200676|201886|202280|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200006,241,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,3,9,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-68,164,1,0,20120520,MIN,PHO,2012,1021200006241,12140,validated,,0,matched,playbyplayv2,1611661317,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100556|200676|201501|201886|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200006,380,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,4,7,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,6,1,1,20120520,MIN,PHO,2012,1021200006380,19630,validated,,0,matched,playbyplayv2,1611661317,100412|100915|100944|201499|202632,complete,playbyplay_inferred,200676|201501|201886|202280|203069,complete,playbyplay_inferred
Shot Chart Detail,1021200006,394,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,4,6,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,17,1,1,20120520,MIN,PHO,2012,1021200006394,19920,validated,202257,1,matched,playbyplayv2,1611661317,100412|100915|100944|202257|202632,complete,playbyplay_inferred,100556|200676|201886|202280|203019,complete,playbyplay_inferred
Shot Chart Detail,1021200009,37,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,1,9,38,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,50,1,1,20120522,NYL,MIN,2012,102120000937,220,validated,202632,1,matched,playbyplayv2,1611661313,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100888|100919|101025|200665|201507,complete,playbyplay_inferred
Shot Chart Detail,1021200009,6,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,1,7,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,17,1,1,20120522,NYL,MIN,2012,10212000096,1360,validated,,0,matched,playbyplayv2,1611661313,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100888|100919|101025|200665|201507,complete,playbyplay_inferred
Shot Chart Detail,1021200009,23,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,1,5,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,116,129,1,0,20120522,NYL,MIN,2012,102120000923,2630,validated,,0,matched,playbyplayv2,1611661313,100412|100915|100944|200671|202632,complete,playbyplay_inferred,100888|100919|200665|201507|201913,complete,playbyplay_inferred
Shot Chart Detail,1021200009,142,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,4,51,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,58,64,1,1,20120522,NYL,MIN,2012,1021200009142,9090,validated,,0,matched,playbyplayv2,1611661313,100915|100944|200671|201882|202632,complete,playbyplay_inferred,100888|101025|200665|201502|201507,complete,playbyplay_inferred
Shot Chart Detail,1021200009,157,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,3,20,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,6,94,1,0,20120522,NYL,MIN,2012,1021200009157,10000,validated,,0,matched,playbyplayv2,1611661313,100915|100944|200671|201882|202632,complete,playbyplay_inferred,100888|101025|200665|201502|201507,complete,playbyplay_inferred
Shot Chart Detail,1021200009,163,100944,Rebekkah Brunson,1611661324,Minnesota Lynx,2,2,50,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,28,1,1,20120522,NYL,MIN,2012,1021200009163,10300,validated,,0,matched,playbyplayv2,1611661313,100915|100944|200671|201882|202632,complete,playbyplay_inferred,100888|101025|200665|201502|201507,complete,playbyplay_inferred
