GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021200004,68,201477,Tamera Young,1611661329,Chicago Sky,1,2,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-101,33,1,0,20120519,WAS,CHI,2012,102120000468,4270,validated,,0,matched,playbyplayv2,1611661322,100234|100973|201062|201477|201480,complete,playbyplay_inferred,100384|100729|201049|201918|203021,complete,playbyplay_inferred
Shot Chart Detail,1021200004,286,201477,Tamera Young,1611661329,Chicago Sky,3,2,27,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-5,1,1,20120519,WAS,CHI,2012,1021200004286,16530,validated,,0,matched,playbyplayv2,1611661322,100721|100973|201477|201480|202664,complete,playbyplay_inferred,100729|200673|201490|201918|202662,complete,playbyplay_inferred
Shot Chart Detail,1021200004,325,201477,Tamera Young,1611661329,Chicago Sky,4,8,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-175,52,1,1,20120519,WAS,CHI,2012,1021200004325,18780,validated,201062,1,matched,playbyplayv2,1611661322,100973|201062|201477|201480|202259,complete,playbyplay_inferred,100384|100729|201049|201918|202662,complete,playbyplay_inferred
Shot Chart Detail,1021200004,350,201477,Tamera Young,1611661329,Chicago Sky,4,6,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-188,-28,1,0,20120519,WAS,CHI,2012,1021200004350,20200,validated,,0,matched,playbyplayv2,1611661322,100721|100973|201477|201480|202259,complete,playbyplay_inferred,100942|200673|201049|201490|201518,complete,playbyplay_inferred
Shot Chart Detail,1021200004,356,201477,Tamera Young,1611661329,Chicago Sky,4,5,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,162,-27,1,1,20120519,WAS,CHI,2012,1021200004356,20950,validated,202259,1,matched,playbyplayv2,1611661322,100721|100973|201477|201480|202259,complete,playbyplay_inferred,100942|200673|201049|201490|201518,complete,playbyplay_inferred
Shot Chart Detail,1021200004,389,201477,Tamera Young,1611661329,Chicago Sky,4,2,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-155,37,1,0,20120519,WAS,CHI,2012,1021200004389,22730,validated,,0,matched,playbyplayv2,1611661322,100721|100973|201477|201480|202259,complete,playbyplay_inferred,100942|200673|201049|201518|202662,complete,playbyplay_inferred
Shot Chart Detail,1021200014,65,201477,Tamera Young,1611661329,Chicago Sky,1,3,13,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,19,1,1,20120525,CHI,IND,2012,102120001465,4070,validated,,0,matched,playbyplayv2,1611661325,100721|100973|201477|201480|202259,complete,playbyplay_inferred,100646|100666|201047|201896|202656,complete,playbyplay_inferred
Shot Chart Detail,1021200014,75,201477,Tamera Young,1611661329,Chicago Sky,1,2,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,103,142,1,0,20120525,CHI,IND,2012,102120001475,4460,validated,,0,matched,playbyplayv2,1611661325,100656|100973|201062|201477|202259,complete,playbyplay_inferred,100666|201047|201503|201896|202656,complete,playbyplay_inferred
Shot Chart Detail,1021200014,118,201477,Tamera Young,1611661329,Chicago Sky,2,7,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,192,-5,1,0,20120525,CHI,IND,2012,1021200014118,7470,validated,,0,matched,playbyplayv2,1611661325,100656|100721|100973|201477|202259,complete,playbyplay_inferred,100628|100646|101033|101039|201503,complete,playbyplay_inferred
Shot Chart Detail,1021200014,130,201477,Tamera Young,1611661329,Chicago Sky,2,6,30,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,37,1,0,20120525,CHI,IND,2012,1021200014130,8100,validated,,0,matched,playbyplayv2,1611661325,100656|100721|100973|201477|202259,complete,playbyplay_inferred,100628|100646|101033|101039|201047,complete,playbyplay_inferred
Shot Chart Detail,1021200014,426,201477,Tamera Young,1611661329,Chicago Sky,4,2,56,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,114,153,1,1,20120525,CHI,IND,2012,1021200014426,22240,validated,,0,matched,playbyplayv2,1611661325,100973|201062|201477|201480|202259,complete,playbyplay_inferred,100646|100666|101039|201047|201919,complete,playbyplay_inferred
Shot Chart Detail,1021200014,441,201477,Tamera Young,1611661329,Chicago Sky,4,1,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,-5,1,1,20120525,CHI,IND,2012,1021200014441,22870,validated,201062,1,matched,playbyplayv2,1611661325,100721|201062|201477|201480|202259,complete,playbyplay_inferred,100646|100666|101039|201047|201919,complete,playbyplay_inferred
Shot Chart Detail,1021200021,80,201477,Tamera Young,1611661329,Chicago Sky,1,2,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,0,1,1,20120530,SAN,CHI,2012,102120002180,4760,validated,,0,matched,playbyplayv2,1611661319,100973|201062|201477|201480|202259,complete,playbyplay_inferred,100937|100952|200674|202251|202658,complete,playbyplay_inferred
Shot Chart Detail,1021200021,118,201477,Tamera Young,1611661329,Chicago Sky,2,8,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,165,-5,1,0,20120530,SAN,CHI,2012,1021200021118,6720,validated,,0,matched,playbyplayv2,1611661319,100721|201477|201480|202259|202664,complete,playbyplay_inferred,100342|100952|202634|203001|203018,complete,playbyplay_inferred
