GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1041100121,107,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,2,8,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,21,-139,170,1,1,20110916,MIN,SAN,2011,1041100121107,6840,validated,,0,matched,playbyplayv2,1611661324,100284|100952|200674|202251|202634,complete,playbyplay_inferred,100915|201499|201882|202257|202644,complete,playbyplay_inferred
Shot Chart Detail,1041100122,66,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,1,3,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-220,7,1,0,20110918,SAN,MIN,2011,104110012266,4170,validated,,0,matched,playbyplayv2,1611661324,100284|100342|200674|202251|202634,complete,playbyplay_inferred,100412|200671|201499|201882|202257,complete,playbyplay_inferred
Shot Chart Detail,1041100122,343,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,4,9,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-172,140,1,0,20110918,SAN,MIN,2011,1041100122343,18590,validated,,0,matched,playbyplayv2,1611661324,100284|100342|100656|100952|202634,complete,playbyplay_inferred,100412|100915|100944|200671|202632,complete,playbyplay_inferred
Shot Chart Detail,1041100123,78,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,2,9,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22,138,175,1,1,20110920,MIN,SAN,2011,104110012378,6140,validated,200674,1,matched,playbyplayv2,1611661324,100284|100952|200674|202251|202634,complete,playbyplay_inferred,100412|100915|201499|201882|202632,complete,playbyplay_inferred
Shot Chart Detail,1041100123,83,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,2,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,21,192,94,1,0,20110920,MIN,SAN,2011,104110012383,6880,validated,,0,matched,playbyplayv2,1611661324,100284|100952|200674|202251|202634,complete,playbyplay_inferred,100412|100915|201499|201882|202632,complete,playbyplay_inferred
Shot Chart Detail,1041100123,167,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,2,0,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-142,136,1,1,20110920,MIN,SAN,2011,1041100123167,11500,validated,200674,1,matched,playbyplayv2,1611661324,100284|100342|100952|200674|202634,complete,playbyplay_inferred,100412|100915|100944|200671|202632,complete,playbyplay_inferred
Shot Chart Detail,1041100123,220,100284,Tully Bevilaqua,1611661319,San Antonio Silver Stars,3,5,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,21,-213,30,1,0,20110920,MIN,SAN,2011,1041100123220,14790,validated,,0,matched,playbyplayv2,1611661324,100284|100342|100952|200674|202634,complete,playbyplay_inferred,100412|100915|100944|200671|201499,complete,playbyplay_inferred
