GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021900016,239,1629485,Kristine Anigwe,1611661323,Connecticut Sun,2,5,3,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,50,46,1,0,20190602,LVA,CON,2019,1021900016239,8970,validated,,0,matched,playbyplayv2,1611661319,203406|203826|1627675|1627678|1629485,complete,playbyplay_inferred,203825|1628276|1628917|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1021900037,417,1629485,Kristine Anigwe,1611661323,Connecticut Sun,3,0,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,58,10,1,0,20190614,MIN,CON,2019,1021900037417,17700,validated,,0,matched,playbyplayv2,1611661324,203406|203826|1627671|1627678|1629485,complete,playbyplay_inferred,202640|203824|1628268|1628882|1629483,complete,playbyplay_inferred
Shot Chart Detail,1021900043,134,1629485,Kristine Anigwe,1611661323,Connecticut Sun,2,9,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-37,181,1,0,20190616,CON,SEA,2019,1021900043134,6340,validated,,0,matched,playbyplayv2,1611661328,203406|1627670|1627671|1627678|1629485,complete,playbyplay_inferred,201518|201907|201919|204321|1628244,complete,playbyplay_inferred
Shot Chart Detail,1021900043,139,1629485,Kristine Anigwe,1611661323,Connecticut Sun,2,8,56,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-39,38,1,0,20190616,CON,SEA,2019,1021900043139,6640,validated,,0,matched,playbyplayv2,1611661328,203406|1627670|1627671|1627678|1629485,complete,playbyplay_inferred,201518|201907|201919|204321|1628244,complete,playbyplay_inferred
Shot Chart Detail,1021900043,233,1629485,Kristine Anigwe,1611661323,Connecticut Sun,2,2,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,39,1,1,20190616,CON,SEA,2019,1021900043233,10720,validated,203826,1,matched,playbyplayv2,1611661328,202662|203015|203826|1627675|1629485,complete,playbyplay_inferred,202252|203827|204319|204355|1628920,complete,playbyplay_inferred
Shot Chart Detail,1021900043,335,1629485,Kristine Anigwe,1611661323,Connecticut Sun,3,4,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-142,61,1,1,20190616,CON,SEA,2019,1021900043335,15400,validated,203015,1,matched,playbyplayv2,1611661328,202662|203015|203826|1627675|1629485,complete,playbyplay_inferred,202252|203827|204319|204355|1628920,complete,playbyplay_inferred
Shot Chart Detail,1021900056,117,1629485,Kristine Anigwe,1611661323,Connecticut Sun,1,1,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,43,1,1,20190623,CHI,CON,2019,1021900056117,5150,validated,1627678,1,matched,playbyplayv2,1611661329,202662|203826|1627675|1627678|1629485,complete,playbyplay_inferred,202664|204323|1627674|1628890|1628931,complete,playbyplay_inferred
Shot Chart Detail,1021900056,121,1629485,Kristine Anigwe,1611661323,Connecticut Sun,1,0,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,14,31,1,1,20190623,CHI,CON,2019,1021900056121,5490,validated,,0,matched,playbyplayv2,1611661329,202662|203826|1627675|1627678|1629485,complete,playbyplay_inferred,202664|204323|1627674|1628890|1628931,complete,playbyplay_inferred
Shot Chart Detail,1021900056,142,1629485,Kristine Anigwe,1611661323,Connecticut Sun,2,9,11,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,54,1,0,20190623,CHI,CON,2019,1021900056142,6490,validated,,0,matched,playbyplayv2,1611661329,202662|203826|1627671|1627678|1629485,complete,playbyplay_inferred,201516|202650|204323|1627674|1628931,complete,playbyplay_inferred
Shot Chart Detail,1021900056,473,1629485,Kristine Anigwe,1611661323,Connecticut Sun,4,5,13,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,32,1,0,20190623,CHI,CON,2019,1021900056473,20870,validated,,0,matched,playbyplayv2,1611661329,1627670|1627671|1627678|1629485|1629524,complete,playbyplay_inferred,201516|202650|203828|1628890|1628931,complete,playbyplay_inferred
Shot Chart Detail,1021900062,113,1629485,Kristine Anigwe,1611661323,Connecticut Sun,1,1,15,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,31,1,0,20190626,DAL,CON,2019,1021900062113,5250,validated,,0,matched,playbyplayv2,1611661321,202662|203826|1627671|1627678|1629485,complete,playbyplay_inferred,203849|203866|1628273|1628907|1629484,complete,playbyplay_inferred
