GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1041300211,379,202644,Amber Harris,1611661324,Minnesota Lynx,4,4,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-56,172,1,1,20130926,MIN,PHO,2013,1041300211379,21240,validated,203409,1,matched,playbyplayv2,1611661317,202257|202644|202647|203016|203409,complete,playbyplay_inferred,201487|201501|202663|203041|203427,complete,playbyplay_inferred
Shot Chart Detail,1041300301,368,202644,Amber Harris,1611661324,Minnesota Lynx,4,4,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,4,1,0,20131006,MIN,ATL,2013,1041300301368,21280,validated,,0,matched,playbyplayv2,1611661330,202257|202644|202647|203016|203409,complete,playbyplay_inferred,100656|201048|202623|202662|203410,complete,playbyplay_inferred
Shot Chart Detail,1041300301,370,202644,Amber Harris,1611661324,Minnesota Lynx,4,4,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,19,1,0,20131006,MIN,ATL,2013,1041300301370,21410,validated,,0,matched,playbyplayv2,1611661330,202257|202644|202647|203016|203409,complete,playbyplay_inferred,100656|201048|202623|202662|203410,complete,playbyplay_inferred
Shot Chart Detail,1041300301,400,202644,Amber Harris,1611661324,Minnesota Lynx,4,1,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-56,20,1,0,20131006,MIN,ATL,2013,1041300301400,22830,validated,,0,matched,playbyplayv2,1611661330,202644|202647|203016|203409|203411,complete,playbyplay_inferred,100656|202623|202662|203410|203451,complete,playbyplay_inferred
Shot Chart Detail,1041300301,421,202644,Amber Harris,1611661324,Minnesota Lynx,4,0,41,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,9,1,0,20131006,MIN,ATL,2013,1041300301421,23590,validated,,0,matched,playbyplayv2,1611661330,202644|202647|203016|203409|203411,complete,playbyplay_inferred,100656|202623|202662|203410|203451,complete,playbyplay_inferred
Shot Chart Detail,1041300302,454,202644,Amber Harris,1611661324,Minnesota Lynx,4,1,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,0,183,1,1,20131008,MIN,ATL,2013,1041300302454,22970,validated,203409,1,matched,playbyplayv2,1611661330,202644|202647|203016|203409|203411,complete,playbyplay_inferred,100656|100973|202662|203410|203451,complete,playbyplay_inferred
