GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021400039,284,203069,Avery Warley-Talbert,1611661313,New York Liberty,3,2,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,7.0,4.0,1,0,20140605,NYL,SAN,2014,1021400039284,16570,validated,,0,matched,playbyplayv2,1611661319,100396|200665|202652|203069|203411,complete,playbyplay_inferred,100952|202251|202634|202658|203018,complete,playbyplay_inferred
Shot Chart Detail,1021400039,387,203069,Avery Warley-Talbert,1611661313,New York Liberty,4,3,44,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,9.0,44.0,1,1,20140605,NYL,SAN,2014,1021400039387,21760,validated,,0,matched,playbyplayv2,1611661319,202652|203069|203404|203421|203881,complete,playbyplay_inferred,100937|202634|202658|203405|203825,complete,playbyplay_inferred
Shot Chart Detail,1021400039,429,203069,Avery Warley-Talbert,1611661313,New York Liberty,4,0,50,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,6.0,1,1,20140605,NYL,SAN,2014,1021400039429,23500,validated,,0,matched,playbyplayv2,1611661319,202652|203069|203404|203421|203881,complete,playbyplay_inferred,100937|202634|203405|203825|203874,complete,playbyplay_inferred
Shot Chart Detail,1021400047,398,203069,Avery Warley-Talbert,1611661313,New York Liberty,4,3,20,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-8.0,56.0,1,0,20140608,NYL,WAS,2014,1021400047398,22000,validated,,0,matched,playbyplayv2,1611661322,203069|203404|203411|203421|203881,complete,playbyplay_inferred,201903|202253|203403|203416|203829,complete,playbyplay_inferred
Shot Chart Detail,1021400049,417,203069,Avery Warley-Talbert,1611661313,New York Liberty,4,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-29.0,9.0,1,0,20140610,TUL,NYL,2014,1021400049417,24000,validated,,0,matched,playbyplayv2,1611661321,203069|203404|203411|203421|203881,complete,playbyplay_inferred,201907|203017|203400|203824|203835,complete,playbyplay_inferred
Shot Chart Detail,1021400056,259,203069,Avery Warley-Talbert,1611661313,New York Liberty,3,8,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,20.0,12.0,1,1,20140613,NYL,CON,2014,1021400056259,12710,validated,202250,1,matched,playbyplayv2,1611661323,200665|201502|202250|203069|203813,complete,playbyplay_inferred,100666|203402|203410|203823|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400056,298,203069,Avery Warley-Talbert,1611661313,New York Liberty,3,6,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,4.0,1,1,20140613,NYL,CON,2014,1021400056298,14370,validated,202250,1,matched,playbyplayv2,1611661323,200665|202250|202652|203069|203813,complete,playbyplay_inferred,100666|201904|203402|203408|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400056,300,203069,Avery Warley-Talbert,1611661313,New York Liberty,3,5,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,4.0,1,1,20140613,NYL,CON,2014,1021400056300,14740,validated,200665,1,matched,playbyplayv2,1611661323,200665|202250|202652|203069|203813,complete,playbyplay_inferred,100666|201904|203402|203408|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400056,368,203069,Avery Warley-Talbert,1611661313,New York Liberty,4,9,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,21.0,6.0,1,1,20140613,NYL,CON,2014,1021400056368,18330,validated,202250,1,matched,playbyplayv2,1611661323,200665|202250|202652|203069|203411,complete,playbyplay_inferred,100666|202254|203410|203823|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400061,212,203069,Avery Warley-Talbert,1611661313,New York Liberty,2,1,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,1.0,17.0,1,1,20140615,CON,NYL,2014,1021400061212,10940,validated,202250,1,matched,playbyplayv2,1611661323,201502|202250|203069|203411|203421,complete,playbyplay_inferred,100666|202653|203402|203410|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400061,222,203069,Avery Warley-Talbert,1611661313,New York Liberty,2,1,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,-8.0,1,1,20140615,CON,NYL,2014,1021400061222,11230,validated,,0,matched,playbyplayv2,1611661323,100396|201502|203069|203411|203421,complete,playbyplay_inferred,100666|202653|203402|203410|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400061,238,203069,Avery Warley-Talbert,1611661313,New York Liberty,2,0,21,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,-2.0,1,1,20140615,CON,NYL,2014,1021400061238,11790,validated,,0,matched,playbyplayv2,1611661323,100396|201502|203069|203411|203421,complete,playbyplay_inferred,100666|202263|202653|203410|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400061,262,203069,Avery Warley-Talbert,1611661313,New York Liberty,3,8,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,15.0,7.0,1,1,20140615,CON,NYL,2014,1021400061262,13000,validated,202250,1,matched,playbyplayv2,1611661323,200665|202250|202652|203069|203813,complete,playbyplay_inferred,100666|202254|203402|203410|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400061,276,203069,Avery Warley-Talbert,1611661313,New York Liberty,3,7,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,17.0,-11.0,1,1,20140615,CON,NYL,2014,1021400061276,13570,validated,203813,1,matched,playbyplayv2,1611661323,200665|202250|202652|203069|203813,complete,playbyplay_inferred,100666|202254|203402|203410|203826,complete,playbyplay_inferred
