GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,2,0,0.0,2020-21
League Averages,Above the Break 3,Center(C),24+ ft.,116,45,0.388,2020-21
League Averages,Above the Break 3,Center(C),16-24 ft.,7,3,0.429,2020-21
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,178,60,0.337,2020-21
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,20,8,0.4,2020-21
League Averages,Above the Break 3,Left Side(L),16-24 ft.,10,5,0.5,2020-21
League Averages,Above the Break 3,Left Side(L),24+ ft.,14,7,0.5,2020-21
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,151,50,0.331,2020-21
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,14,6,0.429,2020-21
League Averages,Above the Break 3,Right Side(R),16-24 ft.,17,8,0.471,2020-21
League Averages,Above the Break 3,Right Side(R),24+ ft.,19,4,0.211,2020-21
League Averages,Backcourt,Back Court(BC),Back Court Shot,1,0,0.0,2020-21
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,90,42,0.467,2020-21
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,339,139,0.41,2020-21
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,37,15,0.405,2020-21
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,32,13,0.406,2020-21
League Averages,Left Corner 3,Left Side(L),24+ ft.,32,11,0.344,2020-21
League Averages,Mid-Range,Center(C),8-16 ft.,37,18,0.486,2020-21
League Averages,Mid-Range,Center(C),16-24 ft.,106,42,0.396,2020-21
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,79,36,0.456,2020-21
League Averages,Mid-Range,Left Side(L),16-24 ft.,18,4,0.222,2020-21
League Averages,Mid-Range,Left Side(L),8-16 ft.,97,30,0.309,2020-21
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,73,21,0.288,2020-21
League Averages,Mid-Range,Right Side(R),8-16 ft.,72,16,0.222,2020-21
League Averages,Mid-Range,Right Side(R),16-24 ft.,27,12,0.444,2020-21
League Averages,Restricted Area,Center(C),Less Than 8 ft.,470,300,0.638,2020-21
League Averages,Right Corner 3,Right Side(R),24+ ft.,12,4,0.333,2020-21
