GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021300012,179,203414,Nadirah McKenith,1611661322,Washington Mystics,2,5,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-187,7,1,0,20130602,WAS,ATL,2013,1021300012179,8950,validated,,0,matched,playbyplayv2,1611661330,100729|201056|203401|203414|203416,complete,playbyplay_inferred,100973|201881|202623|202662|203026,complete,playbyplay_inferred
Shot Chart Detail,1021300145,112,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,0,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,4,1,0,20130818,ATL,WAS,2013,1021300145112,6000,validated,,0,matched,playbyplayv2,1611661330,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100812|201048|201881|203026|203410,complete,playbyplay_inferred
Shot Chart Detail,1021300145,272,203414,Nadirah McKenith,1611661322,Washington Mystics,3,6,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7,156,1,0,20130818,ATL,WAS,2013,1021300145272,14130,validated,,0,matched,playbyplayv2,1611661330,200673|201518|201913|203401|203414,complete,playbyplay_inferred,100812|100973|201048|201881|202662,complete,playbyplay_inferred
Shot Chart Detail,1021300145,311,203414,Nadirah McKenith,1611661322,Washington Mystics,3,4,6,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,20,1,0,20130818,ATL,WAS,2013,1021300145311,15540,validated,,0,matched,playbyplayv2,1611661330,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100812|201048|201881|203026|203410,complete,playbyplay_inferred
Shot Chart Detail,1021300149,205,203414,Nadirah McKenith,1611661322,Washington Mystics,2,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,80,235,1,0,20130820,WAS,CHI,2013,1021300149205,10810,validated,,0,matched,playbyplayv2,1611661329,201518|201913|203401|203414|203437,complete,playbyplay_inferred,100721|201062|201480|202664|203399,complete,playbyplay_inferred
Shot Chart Detail,1021300149,212,203414,Nadirah McKenith,1611661322,Washington Mystics,2,1,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,15,1,0,20130820,WAS,CHI,2013,1021300149212,11110,validated,,0,matched,playbyplayv2,1611661329,201518|201913|203401|203414|203437,complete,playbyplay_inferred,100721|201062|201477|201480|202664,complete,playbyplay_inferred
Shot Chart Detail,1021300154,130,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-81,7,1,0,20130823,WAS,ATL,2013,1021300154130,5930,validated,,0,matched,playbyplayv2,1611661330,100729|203401|203414|203416|203437,complete,playbyplay_inferred,100973|201881|202623|203026|203410,complete,playbyplay_inferred
Shot Chart Detail,1021300154,133,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,34,-56,345,1,0,20130823,WAS,ATL,2013,1021300154133,6000,validated,,0,matched,playbyplayv2,1611661330,100729|203401|203414|203416|203437,complete,playbyplay_inferred,100973|201881|202623|203026|203410,complete,playbyplay_inferred
Shot Chart Detail,1021300166,78,203414,Nadirah McKenith,1611661322,Washington Mystics,1,2,6,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,14,1,0,20130828,ATL,WAS,2013,102130016678,4740,validated,,0,matched,playbyplayv2,1611661330,100729|200673|203401|203414|203416,complete,playbyplay_inferred,100812|202623|202662|203410|203451,complete,playbyplay_inferred
Shot Chart Detail,1021300178,58,203414,Nadirah McKenith,1611661322,Washington Mystics,1,3,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,0,20130906,CON,WAS,2013,102130017858,3840,validated,,0,matched,playbyplayv2,1611661323,100729|200673|203401|203414|203416,complete,playbyplay_inferred,100796|101020|200691|201904|202653,complete,playbyplay_inferred
Shot Chart Detail,1021300178,277,203414,Nadirah McKenith,1611661322,Washington Mystics,3,2,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-141,186,1,0,20130906,CON,WAS,2013,1021300178277,16780,validated,,0,matched,playbyplayv2,1611661323,100729|203401|203414|203416|203437,complete,playbyplay_inferred,100796|101020|202254|202653|203039,complete,playbyplay_inferred
Shot Chart Detail,1021300196,379,203414,Nadirah McKenith,1611661322,Washington Mystics,4,6,33,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,9,1,1,20130913,WAS,CON,2013,1021300196379,20070,validated,203401,1,matched,playbyplayv2,1611661323,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100796|200691|202253|202653|203039,complete,playbyplay_inferred
Shot Chart Detail,1021300196,443,203414,Nadirah McKenith,1611661322,Washington Mystics,4,1,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,0,20130913,WAS,CON,2013,1021300196443,23080,validated,,0,matched,playbyplayv2,1611661323,201895|203401|203414|203416|203437,complete,playbyplay_inferred,100796|201904|202253|202254|202653,complete,playbyplay_inferred
Shot Chart Detail,1021300202,148,203414,Nadirah McKenith,1611661322,Washington Mystics,2,8,7,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,9,1,1,20130915,WAS,NYL,2013,1021300202148,7130,validated,,0,matched,playbyplayv2,1611661313,100729|203401|203414|203416|203437,complete,gamerotation,100396|100888|202652|203402|203412,complete,playbyplay_inferred
Shot Chart Detail,1021300202,360,203414,Nadirah McKenith,1611661322,Washington Mystics,4,8,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,0,20130915,WAS,NYL,2013,1021300202360,19120,validated,,0,matched,playbyplayv2,1611661313,201913|203401|203414|203416|203437,complete,gamerotation,100396|101025|202652|203404|203412,complete,gamerotation
Shot Chart Detail,1021300202,422,203414,Nadirah McKenith,1611661322,Washington Mystics,4,2,37,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-75,113,1,1,20130915,WAS,NYL,2013,1021300202422,22430,validated,,0,matched,playbyplayv2,1611661313,201895|203401|203414|203416|203437,complete,gamerotation,100404|100888|201507|202652|203402,complete,gamerotation
Shot Chart Detail,1021300202,428,203414,Nadirah McKenith,1611661322,Washington Mystics,4,1,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,200,1,0,20130915,WAS,NYL,2013,1021300202428,23180,validated,,0,matched,playbyplayv2,1611661313,201895|203401|203414|203416|203437,complete,gamerotation,100404|100888|201507|202652|203402,complete,gamerotation
