GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021300004,130,202650,Jantel Lavender,1611661320,Los Angeles Sparks,2,6,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,0,1,0,20130526,LAS,SEA,2013,1021300004130,8160,validated,,0,matched,playbyplayv2,1611661328,100949|201046|201496|202626|202650,complete,playbyplay_inferred,101030|201049|201067|203015|203070,complete,playbyplay_inferred
Shot Chart Detail,1021300004,331,202650,Jantel Lavender,1611661320,Los Angeles Sparks,3,0,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,0,1,1,20130526,LAS,SEA,2013,1021300004331,17520,validated,100928,1,matched,playbyplayv2,1611661328,100928|201889|202650|203025|203407,complete,playbyplay_inferred,101030|202252|203015|203070|203403,complete,playbyplay_inferred
Shot Chart Detail,1021300004,363,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,8,4,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,17,1,0,20130526,LAS,SEA,2013,1021300004363,19160,validated,,0,matched,playbyplayv2,1611661328,100928|201889|202650|203025|203407,complete,playbyplay_inferred,101030|201049|202252|203070|203403,complete,playbyplay_inferred
Shot Chart Detail,1021300004,400,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,5,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,39,116,1,0,20130526,LAS,SEA,2013,1021300004400,20690,validated,,0,matched,playbyplayv2,1611661328,100928|202626|202650|203025|203407,complete,playbyplay_inferred,100556|101024|201049|203015|203403,complete,playbyplay_inferred
Shot Chart Detail,1021300004,443,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,2,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-8,80,1,0,20130526,LAS,SEA,2013,1021300004443,22700,validated,,0,matched,playbyplayv2,1611661328,100928|202626|202650|203025|203407,complete,playbyplay_inferred,100556|101024|202252|203015|203403,complete,playbyplay_inferred
Shot Chart Detail,1021300023,345,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,6,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,-6,1,0,20130608,LAS,TUL,2013,1021300023345,20100,validated,,0,matched,playbyplayv2,1611661321,201046|201496|201889|201911|202650,complete,playbyplay_inferred,100919|101080|203017|203400|203426,complete,playbyplay_inferred
Shot Chart Detail,1021300031,128,202650,Jantel Lavender,1611661320,Los Angeles Sparks,2,9,37,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,14,1,1,20130614,PHO,LAS,2013,1021300031128,6230,validated,,0,matched,playbyplayv2,1611661317,201046|201496|202650|203014|203025,complete,playbyplay_inferred,100940|203019|203041|203046|203398,complete,playbyplay_inferred
Shot Chart Detail,1021300031,347,202650,Jantel Lavender,1611661320,Los Angeles Sparks,3,2,2,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,28,1,1,20130614,PHO,LAS,2013,1021300031347,16780,validated,,0,matched,playbyplayv2,1611661317,100928|201046|201889|202650|203025,complete,playbyplay_inferred,100940|201886|202663|203041|203046,complete,playbyplay_inferred
Shot Chart Detail,1021300031,382,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,7,27,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,61,44,1,0,20130614,PHO,LAS,2013,1021300031382,19530,validated,,0,matched,playbyplayv2,1611661317,100928|201496|201889|202650|203407,complete,playbyplay_inferred,100940|201501|201886|202663|203046,complete,playbyplay_inferred
Shot Chart Detail,1021300031,403,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,6,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,1,1,1,20130614,PHO,LAS,2013,1021300031403,20310,validated,201496,1,matched,playbyplayv2,1611661317,201496|201889|201911|202650|203014,complete,playbyplay_inferred,100940|201501|201886|202663|203046,complete,playbyplay_inferred
Shot Chart Detail,1021300031,424,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,3,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,145,1,0,20130614,PHO,LAS,2013,1021300031424,21840,validated,,0,matched,playbyplayv2,1611661317,201496|201889|201911|202650|203014,complete,playbyplay_inferred,100940|201886|202663|203046|203398,complete,playbyplay_inferred
Shot Chart Detail,1021300031,469,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,0,43,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-23,83,1,0,20130614,PHO,LAS,2013,1021300031469,23570,validated,,0,matched,playbyplayv2,1611661317,100928|201889|202650|203025|203407,complete,playbyplay_inferred,201501|201886|202663|203041|203046,complete,playbyplay_inferred
Shot Chart Detail,1021300031,471,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,0,38,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,41,1,0,20130614,PHO,LAS,2013,1021300031471,23620,validated,,0,matched,playbyplayv2,1611661317,100928|201889|202650|203025|203407,complete,playbyplay_inferred,201501|201886|202663|203041|203046,complete,playbyplay_inferred
Shot Chart Detail,1021300032,108,202650,Jantel Lavender,1611661320,Los Angeles Sparks,1,0,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-5,1,1,20130615,LAS,SAN,2013,1021300032108,5830,validated,,0,matched,playbyplayv2,1611661319,100928|201889|201911|202650|203407,complete,playbyplay_inferred,100396|202634|202658|203018|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,115,202650,Jantel Lavender,1611661320,Los Angeles Sparks,2,9,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,23,1,1,20130615,LAS,SAN,2013,1021300032115,6310,validated,100949,1,matched,playbyplayv2,1611661319,100928|100949|201889|202650|203407,complete,playbyplay_inferred,100937|202658|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,123,202650,Jantel Lavender,1611661320,Los Angeles Sparks,2,8,40,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,15,1,0,20130615,LAS,SAN,2013,1021300032123,6800,validated,,0,matched,playbyplayv2,1611661319,100928|100949|201889|202650|203407,complete,playbyplay_inferred,100937|202658|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,316,202650,Jantel Lavender,1611661320,Los Angeles Sparks,3,0,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,-8,1,1,20130615,LAS,SAN,2013,1021300032316,17710,validated,100928,1,matched,playbyplayv2,1611661319,100928|201911|202650|203025|203407,complete,playbyplay_inferred,202634|202658|203018|203030|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,330,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,9,5,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,114,118,1,0,20130615,LAS,SAN,2013,1021300032330,18550,validated,,0,matched,playbyplayv2,1611661319,100928|201911|202650|203025|203407,complete,playbyplay_inferred,100937|202634|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,365,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,5,50,Made Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,0,1,1,20130615,LAS,SAN,2013,1021300032365,20500,validated,203025,1,matched,playbyplayv2,1611661319,100928|201911|202650|203025|203407,complete,playbyplay_inferred,100937|202634|203030|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,375,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,5,13,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,52,1,1,20130615,LAS,SAN,2013,1021300032375,20870,validated,203407,1,matched,playbyplayv2,1611661319,100928|201889|202650|203025|203407,complete,playbyplay_inferred,100937|202634|203030|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300032,407,202650,Jantel Lavender,1611661320,Los Angeles Sparks,4,1,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,0,1,1,20130615,LAS,SAN,2013,1021300032407,23340,validated,100928,1,matched,playbyplayv2,1611661319,100928|201889|202650|203025|203407,complete,playbyplay_inferred,100937|202634|203030|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300042,86,202650,Jantel Lavender,1611661320,Los Angeles Sparks,1,2,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20130621,LAS,MIN,2013,102130004286,4720,validated,201046,1,matched,playbyplayv2,1611661324,100949|201046|201889|202650|203014,complete,playbyplay_inferred,101019|200671|202257|202644|202647,complete,playbyplay_inferred
Shot Chart Detail,1021300042,96,202650,Jantel Lavender,1611661320,Los Angeles Sparks,1,0,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20130621,LAS,MIN,2013,102130004296,5680,validated,203014,1,matched,playbyplayv2,1611661324,100949|201046|201889|202650|203014,complete,playbyplay_inferred,101019|200671|202257|202644|202647,complete,playbyplay_inferred
Shot Chart Detail,1021300042,106,202650,Jantel Lavender,1611661320,Los Angeles Sparks,2,9,22,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-90,31,1,1,20130621,LAS,MIN,2013,1021300042106,6380,validated,201911,1,matched,playbyplayv2,1611661324,100928|201889|201911|202650|203025,complete,playbyplay_inferred,100915|101019|202257|202632|202644,complete,playbyplay_inferred
Shot Chart Detail,1021300042,319,202650,Jantel Lavender,1611661320,Los Angeles Sparks,3,2,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-84,175,1,0,20130621,LAS,MIN,2013,1021300042319,16560,validated,,0,matched,playbyplayv2,1611661324,100928|201046|201889|202650|203407,complete,playbyplay_inferred,202257|202644|203016|203409|203411,complete,playbyplay_inferred
Shot Chart Detail,1021300042,328,202650,Jantel Lavender,1611661320,Los Angeles Sparks,3,1,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-105,88,1,1,20130621,LAS,MIN,2013,1021300042328,16830,validated,100928,1,matched,playbyplayv2,1611661324,100928|201046|202626|202650|203407,complete,playbyplay_inferred,202257|202644|203016|203409|203411,complete,playbyplay_inferred
Shot Chart Detail,1021300042,332,202650,Jantel Lavender,1611661320,Los Angeles Sparks,3,1,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,1,1,1,20130621,LAS,MIN,2013,1021300042332,17160,validated,,0,matched,playbyplayv2,1611661324,100928|201046|202626|202650|203407,complete,playbyplay_inferred,202257|202644|203016|203409|203411,complete,playbyplay_inferred
