GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022100002,276,204325,Crystal Bradford,1611661330,Atlanta Dream,2,0,30,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,5,173,1,0,20210514,ATL,CON,2021,1022100002276,11700,validated,,0,matched,playbyplayv2,1611661323,203403|204325|1627675|1628881|1630150,complete,playbyplay_inferred,201886|201896|1627673|1629567|1630120,complete,playbyplay_inferred
Shot Chart Detail,1022100012,177,204325,Crystal Bradford,1611661330,Atlanta Dream,2,8,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,126,197,1,1,20210519,ATL,CHI,2021,1022100012177,6640,validated,1628881,1,matched,playbyplayv2,1611661329,203026|203824|204325|1628881|1630462,complete,playbyplay_inferred,202664|203838|1628890|1630113|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100012,309,204325,Crystal Bradford,1611661330,Atlanta Dream,2,1,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-104,64,1,1,20210519,ATL,CHI,2021,1022100012309,11010,validated,,0,matched,playbyplayv2,1611661329,203824|204322|204325|1627675|1630462,complete,playbyplay_inferred,202664|1627674|1630113|1630137|1630442,complete,playbyplay_inferred
Shot Chart Detail,1022100012,314,204325,Crystal Bradford,1611661330,Atlanta Dream,2,1,15,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20210519,ATL,CHI,2021,1022100012314,11250,validated,,0,matched,playbyplayv2,1611661329,203824|204322|204325|1627675|1630462,complete,playbyplay_inferred,202664|1627674|1630113|1630137|1630442,complete,playbyplay_inferred
Shot Chart Detail,1022100012,500,204325,Crystal Bradford,1611661330,Atlanta Dream,4,9,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-160,190,1,0,20210519,ATL,CHI,2021,1022100012500,18110,validated,,0,matched,playbyplayv2,1611661329,203824|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,528,204325,Crystal Bradford,1611661330,Atlanta Dream,4,7,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-63,243,1,0,20210519,ATL,CHI,2021,1022100012528,19490,validated,,0,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,572,204325,Crystal Bradford,1611661330,Atlanta Dream,4,4,25,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-114,227,1,1,20210519,ATL,CHI,2021,1022100012572,21350,validated,203026,1,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|1627674|1628890|1630113|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100012,576,204325,Crystal Bradford,1611661330,Atlanta Dream,4,3,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,25,1,0,20210519,ATL,CHI,2021,1022100012576,21670,validated,,0,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|1627674|1628890|1630113|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100012,658,204325,Crystal Bradford,1611661330,Atlanta Dream,4,0,22,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20210519,ATL,CHI,2021,1022100012658,23780,validated,,0,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100015,140,204325,Crystal Bradford,1611661330,Atlanta Dream,2,8,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,128,242,1,0,20210521,IND,ATL,2021,1022100015140,6790,validated,,0,matched,playbyplayv2,1611661325,203026|203824|204322|204325|1628881,complete,playbyplay_inferred,202650|1628263|1628927|1629479|1630438,complete,playbyplay_inferred
Shot Chart Detail,1022100015,168,204325,Crystal Bradford,1611661330,Atlanta Dream,2,6,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,-12,1,0,20210521,IND,ATL,2021,1022100015168,8070,validated,,0,matched,playbyplayv2,1611661325,203026|203403|203824|204322|204325,complete,playbyplay_inferred,202650|1628263|1628927|1630043|1630438,complete,playbyplay_inferred
