GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022100002,147,1630150,Chennedy Carter,1611661330,Atlanta Dream,1,0,2,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-117,151,1,0,20210514,ATL,CON,2021,1022100002147,5980,validated,,0,matched,playbyplayv2,1611661323,203403|204322|1627675|1630150|1630462,complete,playbyplay_inferred,1627673|1629492|1629567|1630096|1630097,complete,playbyplay_inferred
Shot Chart Detail,1022100002,170,1630150,Chennedy Carter,1611661330,Atlanta Dream,2,8,44,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,8,1,0,20210514,ATL,CON,2021,1022100002170,6760,validated,,0,matched,playbyplayv2,1611661323,203403|204322|1627675|1630150|1630462,complete,playbyplay_inferred,1628280|1629567|1630096|1630097|1630120,complete,playbyplay_inferred
Shot Chart Detail,1022100002,192,1630150,Chennedy Carter,1611661330,Atlanta Dream,2,7,30,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,81,-3,1,1,20210514,ATL,CON,2021,1022100002192,7500,validated,,0,matched,playbyplayv2,1611661323,203403|203824|204322|204325|1630150,complete,playbyplay_inferred,201886|1628280|1629567|1630096|1630120,complete,playbyplay_inferred
Shot Chart Detail,1022100002,267,1630150,Chennedy Carter,1611661330,Atlanta Dream,2,1,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-75,235,1,0,20210514,ATL,CON,2021,1022100002267,11200,validated,,0,matched,playbyplayv2,1611661323,203403|204325|1627675|1628881|1630150,complete,playbyplay_inferred,201886|201896|1627673|1629567|1630120,complete,playbyplay_inferred
Shot Chart Detail,1022100002,281,1630150,Chennedy Carter,1611661330,Atlanta Dream,2,0,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,12,1,1,20210514,ATL,CON,2021,1022100002281,11750,validated,1627675,1,matched,playbyplayv2,1611661323,203403|204325|1627675|1628881|1630150,complete,playbyplay_inferred,201886|201896|1627673|1629567|1630120,complete,playbyplay_inferred
Shot Chart Detail,1022100002,319,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,9,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,63,113,1,0,20210514,ATL,CON,2021,1022100002319,12290,validated,,0,matched,playbyplayv2,1611661323,203403|203824|204322|1627675|1630150,complete,playbyplay_inferred,201886|201896|1627673|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022100002,329,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,9,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,19,1,0,20210514,ATL,CON,2021,1022100002329,12560,validated,,0,matched,playbyplayv2,1611661323,203403|203824|204322|1627675|1630150,complete,playbyplay_inferred,201886|201896|1627673|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022100002,309,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,7,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,1,20210514,ATL,CON,2021,1022100002309,13350,validated,,0,matched,playbyplayv2,1611661323,203403|203824|204322|1627675|1630150,complete,playbyplay_inferred,201886|201896|1627673|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022100002,332,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,6,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20210514,ATL,CON,2021,1022100002332,14190,validated,,0,matched,playbyplayv2,1611661323,203403|203824|204322|1627675|1630150,complete,playbyplay_inferred,201886|201896|1627673|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022100002,346,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,4,51,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,7,102,1,0,20210514,ATL,CON,2021,1022100002346,15090,validated,,0,matched,playbyplayv2,1611661323,203403|203824|204322|1627675|1630150,complete,playbyplay_inferred,201886|201896|1627673|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022100002,370,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,2,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,23,71,222,1,0,20210514,ATL,CON,2021,1022100002370,16400,validated,,0,matched,playbyplayv2,1611661323,203015|1627675|1628881|1630150|1630462,complete,playbyplay_inferred,201886|201896|1627673|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022100002,519,1630150,Chennedy Carter,1611661330,Atlanta Dream,4,2,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-25,81,1,1,20210514,ATL,CON,2021,1022100002519,22720,validated,,0,matched,playbyplayv2,1611661323,203824|204325|1627675|1628881|1630150,complete,playbyplay_inferred,201886|201896|1627673|1630096|1630453,complete,playbyplay_inferred
Shot Chart Detail,1022100012,37,1630150,Chennedy Carter,1611661330,Atlanta Dream,1,7,52,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,-12,1,1,20210519,ATL,CHI,2021,102210001237,1280,validated,203403,1,matched,playbyplayv2,1611661329,203026|203403|204322|1627675|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,61,1630150,Chennedy Carter,1611661330,Atlanta Dream,1,5,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-4,1,0,20210519,ATL,CHI,2021,102210001261,2730,validated,,0,matched,playbyplayv2,1611661329,203026|203403|204322|1627675|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,91,1630150,Chennedy Carter,1611661330,Atlanta Dream,1,3,35,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,0,1,1,20210519,ATL,CHI,2021,102210001291,3850,validated,,0,matched,playbyplayv2,1611661329,203403|203824|1627675|1628881|1630150,complete,playbyplay_inferred,203838|204327|1628890|1630137|1630442,complete,playbyplay_inferred
Shot Chart Detail,1022100012,357,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,9,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,29,1,1,20210519,ATL,CHI,2021,1022100012357,12590,validated,,0,matched,playbyplayv2,1611661329,203026|203403|204322|1627675|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,359,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,8,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,14,1,1,20210519,ATL,CHI,2021,1022100012359,12820,validated,,0,matched,playbyplayv2,1611661329,203026|203403|204322|1627675|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,371,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,7,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,161,-10,1,0,20210519,ATL,CHI,2021,1022100012371,13360,validated,,0,matched,playbyplayv2,1611661329,203026|203403|204322|1627675|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,431,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,4,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-56,188,1,0,20210519,ATL,CHI,2021,1022100012431,15530,validated,,0,matched,playbyplayv2,1611661329,203026|203403|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1628890|1630113|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100012,469,1630150,Chennedy Carter,1611661330,Atlanta Dream,3,1,55,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,65,8,1,1,20210519,ATL,CHI,2021,1022100012469,16850,validated,203824,1,matched,playbyplayv2,1611661329,203403|203824|1627675|1628881|1630150,complete,playbyplay_inferred,203838|204327|1628890|1630113|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100012,504,1630150,Chennedy Carter,1611661330,Atlanta Dream,4,9,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,52,61,1,0,20210519,ATL,CHI,2021,1022100012504,18310,validated,,0,matched,playbyplayv2,1611661329,203824|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,531,1630150,Chennedy Carter,1611661330,Atlanta Dream,4,7,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-146,97,1,1,20210519,ATL,CHI,2021,1022100012531,19660,validated,,0,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,540,1630150,Chennedy Carter,1611661330,Atlanta Dream,4,6,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,9,1,1,20210519,ATL,CHI,2021,1022100012540,20020,validated,204325,1,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100012,552,1630150,Chennedy Carter,1611661330,Atlanta Dream,4,5,56,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-108,153,1,0,20210519,ATL,CHI,2021,1022100012552,20440,validated,,0,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|1627674|1628890|1630113|1630137,complete,playbyplay_inferred
Shot Chart Detail,1022100012,592,1630150,Chennedy Carter,1611661330,Atlanta Dream,4,2,45,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,138,137,1,0,20210519,ATL,CHI,2021,1022100012592,22350,validated,,0,matched,playbyplayv2,1611661329,203026|204325|1627675|1628881|1630150,complete,playbyplay_inferred,202664|203838|1627674|1628890|1630137,complete,playbyplay_inferred
