GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022100018,559,1628242,Emma Cannon,1611661319,Las Vegas Aces,4,1,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-148,197,1,0,20210521,LVA,LAS,2021,1022100018559,22970,validated,,0,matched,playbyplayv2,1611661320,203029|204324|1628242|1628917|1630435,complete,playbyplay_inferred,203823|1627678|1628269|1630099|1630441,complete,playbyplay_inferred
Shot Chart Detail,1022100032,233,1628242,Emma Cannon,1611661319,Las Vegas Aces,2,4,31,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-53,96,1,1,20210528,LVA,IND,2021,1022100032233,9290,validated,1628932,1,matched,playbyplayv2,1611661325,203029|203833|204324|1628242|1628932,complete,playbyplay_inferred,202658|1627676|1628909|1629479|1630100,complete,playbyplay_inferred
Shot Chart Detail,1022100032,288,1628242,Emma Cannon,1611661319,Las Vegas Aces,2,1,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,25,1,0,20210528,LVA,IND,2021,1022100032288,11310,validated,,0,matched,playbyplayv2,1611661325,203833|204324|1628242|1628932|1629498,complete,playbyplay_inferred,202650|1627676|1628263|1628909|1630100,complete,playbyplay_inferred
Shot Chart Detail,1022100032,524,1628242,Emma Cannon,1611661319,Las Vegas Aces,4,5,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-26,158,1,1,20210528,LVA,IND,2021,1022100032524,20960,validated,,0,matched,playbyplayv2,1611661325,203029|204324|1628242|1628917|1629498,complete,playbyplay_inferred,202650|1627676|1628909|1628927|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100032,571,1628242,Emma Cannon,1611661319,Las Vegas Aces,4,1,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-171,210,1,0,20210528,LVA,IND,2021,1022100032571,23080,validated,,0,matched,playbyplayv2,1611661325,203029|204324|1628242|1628917|1629498,complete,playbyplay_inferred,1627676|1628909|1628927|1629479|1630100,complete,playbyplay_inferred
Shot Chart Detail,1022100061,179,1628242,Emma Cannon,1611661323,Connecticut Sun,2,6,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-142,74,1,0,20210613,CON,SEA,2021,1022100061179,8400,validated,,0,matched,playbyplayv2,1611661328,201886|201896|1628242|1629567|1630097,complete,playbyplay_inferred,203855|204319|1627668|1628886|1628920,complete,playbyplay_inferred
Shot Chart Detail,1022100061,299,1628242,Emma Cannon,1611661323,Connecticut Sun,3,5,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,146,1,1,20210613,CON,SEA,2021,1022100061299,14550,validated,201896,1,matched,playbyplayv2,1611661328,201886|201896|202662|1628242|1628280,complete,playbyplay_inferred,100720|204319|1627668|1628920|1629478,complete,playbyplay_inferred
Shot Chart Detail,1022100061,352,1628242,Emma Cannon,1611661323,Connecticut Sun,3,0,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,29,1,1,20210613,CON,SEA,2021,1022100061352,17420,validated,,0,matched,playbyplayv2,1611661328,201896|1628242|1628280|1629567|1630097,complete,playbyplay_inferred,200676|203855|204319|1627668|1628886,complete,playbyplay_inferred
Shot Chart Detail,1022100071,107,1628242,Emma Cannon,1611661323,Connecticut Sun,1,1,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,68,1,0,20210617,CHI,CON,2021,1022100071107,5280,validated,,0,matched,playbyplayv2,1611661329,201886|202662|1628242|1628280|1629567,complete,playbyplay_inferred,201516|1627674|1628882|1628922|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100071,126,1628242,Emma Cannon,1611661323,Connecticut Sun,2,9,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-108,214,1,1,20210617,CHI,CON,2021,1022100071126,6200,validated,201896,1,matched,playbyplayv2,1611661329,201886|201896|1628242|1628280|1629567,complete,playbyplay_inferred,201516|1627674|1628882|1628922|1630113,complete,playbyplay_inferred
Shot Chart Detail,1022100071,155,1628242,Emma Cannon,1611661323,Connecticut Sun,2,6,51,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20210617,CHI,CON,2021,1022100071155,7890,validated,,0,matched,playbyplayv2,1611661329,201886|201896|1628242|1628280|1629567,complete,playbyplay_inferred,201516|202664|203828|1627674|1630113,complete,playbyplay_inferred
