team_name,team_id,year
Charlotte Sting,1611661314,2001ps
Cleveland Rockers,1611661315,2001ps
Houston Comets,1611661316,2001ps
Los Angeles Sparks,1611661320,2001ps
Miami Sol,1611661326,2001ps
New York Liberty,1611661313,2001ps
Sacramento Monarchs,1611661318,2001ps
Utah Starzz,1611661319,2001ps
Charlotte Sting,1611661314,2002ps
Houston Comets,1611661316,2002ps
Indiana Fever,1611661325,2002ps
Los Angeles Sparks,1611661320,2002ps
New York Liberty,1611661313,2002ps
Seattle Storm,1611661328,2002ps
Utah Starzz,1611661319,2002ps
Washington Mystics,1611661322,2002ps
Charlotte Sting,1611661314,2003ps
Cleveland Rockers,1611661315,2003ps
Connecticut Sun,1611661323,2003ps
Detroit Shock,1611661321,2003ps
Houston Comets,1611661316,2003ps
Los Angeles Sparks,1611661320,2003ps
Minnesota Lynx,1611661324,2003ps
Sacramento Monarchs,1611661318,2003ps
Connecticut Sun,1611661323,2004ps
Detroit Shock,1611661321,2004ps
Los Angeles Sparks,1611661320,2004ps
Minnesota Lynx,1611661324,2004ps
New York Liberty,1611661313,2004ps
Sacramento Monarchs,1611661318,2004ps
Seattle Storm,1611661328,2004ps
Washington Mystics,1611661322,2004ps
Connecticut Sun,1611661323,2005ps
Detroit Shock,1611661321,2005ps
Houston Comets,1611661316,2005ps
Indiana Fever,1611661325,2005ps
Los Angeles Sparks,1611661320,2005ps
New York Liberty,1611661313,2005ps
Sacramento Monarchs,1611661318,2005ps
Seattle Storm,1611661328,2005ps
Connecticut Sun,1611661323,2006ps
Detroit Shock,1611661321,2006ps
Houston Comets,1611661316,2006ps
Indiana Fever,1611661325,2006ps
Los Angeles Sparks,1611661320,2006ps
Sacramento Monarchs,1611661318,2006ps
Seattle Storm,1611661328,2006ps
Washington Mystics,1611661322,2006ps
Connecticut Sun,1611661323,2007ps
Detroit Shock,1611661321,2007ps
Indiana Fever,1611661325,2007ps
New York Liberty,1611661313,2007ps
Phoenix Mercury,1611661317,2007ps
Sacramento Monarchs,1611661318,2007ps
San Antonio Silver Stars,1611661319,2007ps
Seattle Storm,1611661328,2007ps
Connecticut Sun,1611661323,2008ps
Detroit Shock,1611661321,2008ps
Indiana Fever,1611661325,2008ps
Los Angeles Sparks,1611661320,2008ps
New York Liberty,1611661313,2008ps
Sacramento Monarchs,1611661318,2008ps
San Antonio Silver Stars,1611661319,2008ps
Seattle Storm,1611661328,2008ps
Atlanta Dream,1611661330,2009ps
Detroit Shock,1611661321,2009ps
Indiana Fever,1611661325,2009ps
Los Angeles Sparks,1611661320,2009ps
Phoenix Mercury,1611661317,2009ps
San Antonio Silver Stars,1611661319,2009ps
Seattle Storm,1611661328,2009ps
Washington Mystics,1611661322,2009ps
Atlanta Dream,1611661330,2010ps
Indiana Fever,1611661325,2010ps
Los Angeles Sparks,1611661320,2010ps
New York Liberty,1611661313,2010ps
Phoenix Mercury,1611661317,2010ps
San Antonio Silver Stars,1611661319,2010ps
Seattle Storm,1611661328,2010ps
Washington Mystics,1611661322,2010ps
Atlanta Dream,1611661330,2011ps
Connecticut Sun,1611661323,2011ps
Indiana Fever,1611661325,2011ps
Minnesota Lynx,1611661324,2011ps
New York Liberty,1611661313,2011ps
Phoenix Mercury,1611661317,2011ps
San Antonio Silver Stars,1611661319,2011ps
Seattle Storm,1611661328,2011ps
Atlanta Dream,1611661330,2012ps
Connecticut Sun,1611661323,2012ps
Indiana Fever,1611661325,2012ps
Los Angeles Sparks,1611661320,2012ps
Minnesota Lynx,1611661324,2012ps
New York Liberty,1611661313,2012ps
San Antonio Silver Stars,1611661319,2012ps
Seattle Storm,1611661328,2012ps
Atlanta Dream,1611661330,2013ps
Chicago Sky,1611661329,2013ps
Indiana Fever,1611661325,2013ps
Los Angeles Sparks,1611661320,2013ps
Minnesota Lynx,1611661324,2013ps
Phoenix Mercury,1611661317,2013ps
Seattle Storm,1611661328,2013ps
Washington Mystics,1611661322,2013ps
Atlanta Dream,1611661330,2014ps
Chicago Sky,1611661329,2014ps
Indiana Fever,1611661325,2014ps
Los Angeles Sparks,1611661320,2014ps
Minnesota Lynx,1611661324,2014ps
Phoenix Mercury,1611661317,2014ps
San Antonio Stars,1611661319,2014ps
Washington Mystics,1611661322,2014ps
Chicago Sky,1611661329,2015ps
Indiana Fever,1611661325,2015ps
Los Angeles Sparks,1611661320,2015ps
Minnesota Lynx,1611661324,2015ps
New York Liberty,1611661313,2015ps
Phoenix Mercury,1611661317,2015ps
Tulsa Shock,1611661321,2015ps
Washington Mystics,1611661322,2015ps
Atlanta Dream,1611661330,2016ps
Chicago Sky,1611661329,2016ps
Indiana Fever,1611661325,2016ps
Los Angeles Sparks,1611661320,2016ps
Minnesota Lynx,1611661324,2016ps
New York Liberty,1611661313,2016ps
Phoenix Mercury,1611661317,2016ps
Seattle Storm,1611661328,2016ps
Connecticut Sun,1611661323,2017ps
Dallas Wings,1611661321,2017ps
Los Angeles Sparks,1611661320,2017ps
Minnesota Lynx,1611661324,2017ps
New York Liberty,1611661313,2017ps
Phoenix Mercury,1611661317,2017ps
Seattle Storm,1611661328,2017ps
Washington Mystics,1611661322,2017ps
Atlanta Dream,1611661330,2018ps
Connecticut Sun,1611661323,2018ps
Dallas Wings,1611661321,2018ps
Los Angeles Sparks,1611661320,2018ps
Minnesota Lynx,1611661324,2018ps
Phoenix Mercury,1611661317,2018ps
Seattle Storm,1611661328,2018ps
Washington Mystics,1611661322,2018ps
Chicago Sky,1611661329,2019ps
Connecticut Sun,1611661323,2019ps
Las Vegas Aces,1611661319,2019ps
Los Angeles Sparks,1611661320,2019ps
Minnesota Lynx,1611661324,2019ps
Phoenix Mercury,1611661317,2019ps
Seattle Storm,1611661328,2019ps
Washington Mystics,1611661322,2019ps
Chicago Sky,1611661329,2020ps
Connecticut Sun,1611661323,2020ps
Las Vegas Aces,1611661319,2020ps
Los Angeles Sparks,1611661320,2020ps
Minnesota Lynx,1611661324,2020ps
Phoenix Mercury,1611661317,2020ps
Seattle Storm,1611661328,2020ps
Washington Mystics,1611661322,2020ps
Chicago Sky,1611661329,2021ps
Connecticut Sun,1611661323,2021ps
Dallas Wings,1611661321,2021ps
Las Vegas Aces,1611661319,2021ps
Minnesota Lynx,1611661324,2021ps
New York Liberty,1611661313,2021ps
Phoenix Mercury,1611661317,2021ps
Seattle Storm,1611661328,2021ps
Chicago Sky,1611661329,2022ps
Connecticut Sun,1611661323,2022ps
Dallas Wings,1611661321,2022ps
Las Vegas Aces,1611661319,2022ps
New York Liberty,1611661313,2022ps
Phoenix Mercury,1611661317,2022ps
Seattle Storm,1611661328,2022ps
Washington Mystics,1611661322,2022ps
Atlanta Dream,1611661330,2023ps
Chicago Sky,1611661329,2023ps
Connecticut Sun,1611661323,2023ps
Dallas Wings,1611661321,2023ps
Las Vegas Aces,1611661319,2023ps
Minnesota Lynx,1611661324,2023ps
New York Liberty,1611661313,2023ps
Washington Mystics,1611661322,2023ps
Atlanta Dream,1611661330,2024ps
Connecticut Sun,1611661323,2024ps
Indiana Fever,1611661325,2024ps
Las Vegas Aces,1611661319,2024ps
Minnesota Lynx,1611661324,2024ps
New York Liberty,1611661313,2024ps
Phoenix Mercury,1611661317,2024ps
Seattle Storm,1611661328,2024ps
Atlanta Dream,1611661330,2025ps
Golden State Valkyries,1611661331,2025ps
Indiana Fever,1611661325,2025ps
Las Vegas Aces,1611661319,2025ps
Minnesota Lynx,1611661324,2025ps
New York Liberty,1611661313,2025ps
Phoenix Mercury,1611661317,2025ps
Seattle Storm,1611661328,2025ps
