GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE,RAW_HTM,RAW_VTM
Shot Chart Detail,1020900037,63,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,3,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090621,PHO,SEA,2009,102090003763,3950,validated,200665,1,matched,playbyplayv2,1611661328,100932|100940|100973|101024|200665,complete,playbyplay_inferred,100682|100720|100721|101030|201067,complete,playbyplay_inferred,,
Shot Chart Detail,1020900037,295,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,3,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090621,PHO,SEA,2009,1020900037295,15810,validated,,0,matched,playbyplayv2,1611661328,100920|100932|200665|201484|201886,complete,playbyplay_inferred,100410|100660|100682|100720|201052,complete,playbyplay_inferred,,
Shot Chart Detail,1020900040,88,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,0,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,6,1,1,20090623,SAN,PHO,2009,102090004088,5660,validated,,0,matched,playbyplayv2,1611661319,100932|100940|200665|201484|201886,complete,playbyplay_inferred,100342|100659|101018|101026|200674,complete,playbyplay_inferred,,
Shot Chart Detail,1020900040,293,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,2,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,7,1,0,20090623,SAN,PHO,2009,1020900040293,16360,validated,,0,matched,playbyplayv2,1611661319,100920|100932|100940|201484|201886,complete,playbyplay_inferred,100656|100659|100696|101018|200674,complete,playbyplay_inferred,,
Shot Chart Detail,1020900040,334,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,0,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,12,1,0,20090623,SAN,PHO,2009,1020900040334,17990,validated,,0,matched,playbyplayv2,1611661319,100920|100932|200665|201484|201886,complete,playbyplay_inferred,100656|100659|100696|101018|201892,complete,playbyplay_inferred,,
Shot Chart Detail,1020900042,138,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,0,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-3,1,0,20090625,WAS,PHO,2009,1020900042138,6000,validated,,0,matched,playbyplayv2,1611661322,100932|100940|200665|201484|201886,complete,playbyplay_inferred,100433|200673|201046|201492|201518,complete,playbyplay_inferred,,
Shot Chart Detail,1020900042,223,100932,Nicole Ohlde,1611661317,Phoenix Mercury,2,2,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,17,1,0,20090625,WAS,PHO,2009,1020900042223,10800,validated,,0,matched,playbyplayv2,1611661322,100236|100932|100940|101024|200665,complete,playbyplay_inferred,100433|100556|100949|201046|201492,complete,playbyplay_inferred,,
Shot Chart Detail,1020900050,99,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,1,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-157,42,1,1,20090627,MIN,PHO,2009,102090005099,5220,validated,100920,1,matched,playbyplayv2,1611661324,100920|100932|200665|201484|201886,complete,playbyplay_inferred,101033|201499|201506|201895|201904,complete,playbyplay_inferred,,
Shot Chart Detail,1020900050,357,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,2,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-120,67,1,0,20090627,MIN,PHO,2009,1020900050357,16240,validated,,0,matched,playbyplayv2,1611661324,100920|100932|200665|201484|201886,complete,playbyplay_inferred,101033|201506|201895|201901|201904,complete,playbyplay_inferred,,
Shot Chart Detail,1020900056,183,100932,Nicole Ohlde,1611661317,Phoenix Mercury,2,1,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,86,1,0,20090701,PHO,SEA,2009,1020900056183,11270,validated,,0,matched,playbyplayv2,1611661328,100236|100932|100940|200665|201484,complete,playbyplay_inferred,100410|100682|100720|100721|201067,complete,playbyplay_inferred,,
Shot Chart Detail,1020900056,284,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,3,12,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20090701,PHO,SEA,2009,1020900056284,16080,validated,,0,matched,playbyplayv2,1611661328,100932|100940|200665|201484|201886,complete,playbyplay_inferred,100410|100682|100720|100721|201067,complete,playbyplay_inferred,,
Shot Chart Detail,1020900056,422,100932,Nicole Ohlde,1611661317,Phoenix Mercury,4,1,39,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,36,96,1,0,20090701,PHO,SEA,2009,1020900056422,23010,validated,,0,matched,playbyplayv2,1611661328,100236|100932|100940|101024|200665,complete,playbyplay_inferred,100410|100721|101030|201052|201067,complete,playbyplay_inferred,,
Shot Chart Detail,1020900064,69,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,3,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090705,LAS,PHO,2009,102090006469,3710,validated,101024,1,matched,playbyplayv2,1611661320,100236|100920|100932|100940|101024,complete,playbyplay_inferred,100076|100396|100685|201496|201497,complete,playbyplay_inferred,,
Shot Chart Detail,1020900064,86,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,2,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090705,LAS,PHO,2009,102090006486,4790,validated,,0,matched,playbyplayv2,1611661320,100920|100932|100940|201484|201886,complete,playbyplay_inferred,100076|100396|100484|201496|201497,complete,playbyplay_inferred,,
Shot Chart Detail,1020900064,103,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,0,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,6,1,0,20090705,LAS,PHO,2009,1020900064103,5590,validated,,0,matched,playbyplayv2,1611661320,100920|100932|100940|201484|201886,complete,playbyplay_inferred,100396|100484|201049|201496|201497,complete,playbyplay_inferred,,
Shot Chart Detail,1020900064,335,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,3,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-163,-13,1,0,20090705,LAS,PHO,2009,1020900064335,15820,validated,,0,matched,playbyplayv2,1611661320,100932|100940|101024|200665|201886,complete,playbyplay_inferred,100076|100396|100685|201496|201497,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,82,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,1,56,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,39,1,1,20090708,PHO,CHI,2009,102090006982,4840,validated,,0,matched,playbyplayv2,1611661329,100920|100932|100940|101024|201886,complete,playbyplay_inferred,100834|100952|101032|200676|201048,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,90,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,1,5,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,102,39,1,0,20090708,PHO,CHI,2009,102090006990,5350,validated,,0,matched,playbyplayv2,1611661329,100920|100932|100940|101024|201886,complete,playbyplay_inferred,100834|100952|101032|200676|201048,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,203,100932,Nicole Ohlde,1611661317,Phoenix Mercury,2,1,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20090708,PHO,CHI,2009,1020900069203,11100,validated,,0,matched,playbyplayv2,1611661329,100932|100940|101024|200665|201886,complete,playbyplay_inferred,100384|100835|100952|101032|200676,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,277,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,4,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090708,PHO,CHI,2009,1020900069277,15470,validated,,0,matched,playbyplayv2,1611661329,100920|100932|100940|201484|201886,complete,playbyplay_inferred,100384|100952|101075|200676|201048,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,293,100932,Nicole Ohlde,1611661317,Phoenix Mercury,3,2,37,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20090708,PHO,CHI,2009,1020900069293,16430,validated,,0,matched,playbyplayv2,1611661329,100920|100932|100940|201484|201886,complete,playbyplay_inferred,100952|101075|200676|201048|201911,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,420,100932,Nicole Ohlde,1611661317,Phoenix Mercury,4,4,32,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-48,42,1,0,20090708,PHO,CHI,2009,1020900069420,21280,validated,,0,matched,playbyplayv2,1611661329,100920|100932|201484|201516|201886,complete,playbyplay_inferred,100834|100835|101032|200676|201048,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,426,100932,Nicole Ohlde,1611661317,Phoenix Mercury,4,3,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090708,PHO,CHI,2009,1020900069426,21610,validated,,0,matched,playbyplayv2,1611661329,100920|100932|201484|201516|201886,complete,playbyplay_inferred,100834|100835|101032|200676|201048,complete,playbyplay_inferred,,
Shot Chart Detail,1020900069,443,100932,Nicole Ohlde,1611661317,Phoenix Mercury,4,2,16,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,42,1,1,20090708,PHO,CHI,2009,1020900069443,22640,validated,,0,matched,playbyplayv2,1611661329,100920|100932|201084|201516|201886,complete,playbyplay_inferred,100834|100835|101032|101075|201048,complete,playbyplay_inferred,,
Shot Chart Detail,1020900077,106,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,1,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20090711,SAC,PHO,2009,1020900077106,5290,validated,,0,matched,playbyplayv2,1611661318,100920|100932|101024|200665|201886,complete,playbyplay_inferred,100731|100874|100944|200684|201907,complete,playbyplay_inferred,,
Shot Chart Detail,1020900077,108,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,1,0,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,12,1,1,20090711,SAC,PHO,2009,1020900077108,5400,validated,200665,1,matched,playbyplayv2,1611661318,100920|100932|101024|200665|201886,complete,playbyplay_inferred,100731|100874|100944|200684|201907,complete,playbyplay_inferred,,
Shot Chart Detail,1020900077,246,100932,Nicole Ohlde,1611661317,Phoenix Mercury,2,0,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,26,1,0,20090711,SAC,PHO,2009,1020900077246,11530,validated,,0,matched,playbyplayv2,1611661318,100920|100932|100973|101024|200665,complete,playbyplay_inferred,100731|100874|100944|200684|201509,complete,playbyplay_inferred,,
Shot Chart Detail,1020900077,437,100932,Nicole Ohlde,1611661317,Phoenix Mercury,4,8,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-27,48,1,0,20090711,SAC,PHO,2009,1020900077437,18770,validated,,0,matched,playbyplayv2,1611661318,100920|100932|101024|200665|201886,complete,playbyplay_inferred,100234|100533|100919|200684|201509,complete,playbyplay_inferred,,
Shot Chart Detail,1020900084,98,100932,Nicole Ohlde,1611661317,Phoenix Mercury,1,0,48,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-67,50,1,1,20090715,PHO,SAC,2009,102090008498,5520,validated,,0,matched,playbyplayv2,1611661318,100920|100932|100940|200665|201886,complete,playbyplay_inferred,100234|100874|100919|100944|201509,complete,playbyplay_inferred,,
