GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE,RAW_HTM,RAW_VTM
Shot Chart Detail,1020900012,454,201914,Ashley Walker,1611661328,Seattle Storm,4,0,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,56,1,0,20090609,IND,SEA,2009,1020900012454,23790,validated,,0,matched,playbyplayv2,1611661325,100410|100660|100942|201052|201914,complete,playbyplay_inferred,100284|100628|100646|100666|100928,complete,playbyplay_inferred,,
Shot Chart Detail,1020900017,130,201914,Ashley Walker,1611661328,Seattle Storm,2,8,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20090612,MIN,SEA,2009,1020900017130,7130,validated,,0,matched,playbyplayv2,1611661324,100682|100720|100721|101030|201914,complete,playbyplay_inferred,100627|200671|201499|201500|201895,complete,playbyplay_inferred,,
Shot Chart Detail,1020900017,140,201914,Ashley Walker,1611661328,Seattle Storm,2,7,8,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20090612,MIN,SEA,2009,1020900017140,7720,validated,101030,1,matched,playbyplayv2,1611661324,100682|100720|100721|101030|201914,complete,playbyplay_inferred,100627|200671|201499|201500|201895,complete,playbyplay_inferred,,
Shot Chart Detail,1020900031,432,201914,Ashley Walker,1611661328,Seattle Storm,4,9,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-46,36,1,0,20090619,SEA,MIN,2009,1020900031432,18410,validated,,0,matched,playbyplayv2,1611661324,100410|100878|100942|201052|201914,complete,playbyplay_inferred,100627|100930|201499|201500|201901,complete,playbyplay_inferred,,
Shot Chart Detail,1020900031,473,201914,Ashley Walker,1611661328,Seattle Storm,4,5,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,59,31,1,0,20090619,SEA,MIN,2009,1020900031473,20820,validated,,0,matched,playbyplayv2,1611661324,100410|100878|100942|201052|201914,complete,playbyplay_inferred,100930|101033|201499|201895|201904,complete,playbyplay_inferred,,
Shot Chart Detail,1020900052,383,201914,Ashley Walker,1611661328,Seattle Storm,4,3,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,170,7,1,0,20090628,LAS,SEA,2009,1020900052383,21790,validated,,0,matched,playbyplayv2,1611661320,100410|100878|100942|201052|201914,complete,playbyplay_inferred,100484|100933|201049|201497|201918,complete,playbyplay_inferred,,
Shot Chart Detail,1020900176,336,201914,Ashley Walker,1611661328,Seattle Storm,3,2,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,21,212,37,1,0,20090825,SEA,WAS,2009,1020900176336,16660,validated,,0,matched,playbyplayv2,1611661322,100410|100660|100721|101030|201914,complete,playbyplay_inferred,100433|101029|200689|201492|201889,complete,playbyplay_inferred,,
Shot Chart Detail,1020900176,505,201914,Ashley Walker,1611661328,Seattle Storm,4,0,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,21,217,28,1,0,20090825,SEA,WAS,2009,1020900176505,23570,validated,,0,matched,playbyplayv2,1611661322,100410|100660|100721|201067|201914,complete,playbyplay_inferred,100556|101029|200673|200689|201889,complete,playbyplay_inferred,,
Shot Chart Detail,1020900196,364,201914,Ashley Walker,1611661328,Seattle Storm,3,2,2,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,17,1,0,20090903,WAS,SEA,2009,1020900196364,16780,validated,,0,matched,playbyplayv2,1611661322,100410|100721|100942|101030|201914,complete,playbyplay_inferred,100433|100556|201046|201492|201889,complete,playbyplay_inferred,,
Shot Chart Detail,1020900196,435,201914,Ashley Walker,1611661328,Seattle Storm,4,6,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,53,26,1,0,20090903,WAS,SEA,2009,1020900196435,19990,validated,,0,matched,playbyplayv2,1611661322,100720|100721|100878|101030|201914,complete,playbyplay_inferred,100433|200673|201046|201492|201518,complete,playbyplay_inferred,,
Shot Chart Detail,1020900196,446,201914,Ashley Walker,1611661328,Seattle Storm,4,5,11,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,62,119,1,1,20090903,WAS,SEA,2009,1020900196446,20890,validated,100720,1,matched,playbyplayv2,1611661322,100720|100721|100878|101030|201914,complete,playbyplay_inferred,100433|200673|201046|201492|201518,complete,playbyplay_inferred,,
