GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022500002,565,1642793,Aziaha James,1611661321,Dallas Wings,4,0,38,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,194,52,1,0,20250516,DAL,MIN,2025,1022500002565,23620,validated,,0,matched,playbyplayv2,1611661324,1629479|1630097|1631019|1642793|1642808,complete,playbyplay_inferred,1629524|1629567|1641649|1642293|1642797,complete,playbyplay_inferred
Shot Chart Detail,1022500027,161,1642793,Aziaha James,1611661321,Dallas Wings,2,7,52,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,-5,1,1,20250527,CON,DAL,2025,1022500027161,7280,validated,1629479,1,matched,playbyplayv2,1611661323,1629479|1630097|1630112|1641652|1642793,complete,playbyplay_inferred,202250|203829|1629497|1631135|1642292,complete,playbyplay_inferred
Shot Chart Detail,1022500027,224,1642793,Aziaha James,1611661321,Dallas Wings,2,3,59,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,18,1,1,20250527,CON,DAL,2025,1022500027224,9610,validated,1629481,1,matched,playbyplayv2,1611661323,1629479|1629481|1641652|1642784|1642793,complete,playbyplay_inferred,202250|1631135|1641641|1642292|1642809,complete,playbyplay_inferred
Shot Chart Detail,1022500027,590,1642793,Aziaha James,1611661321,Dallas Wings,4,0,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,198,1,0,20250527,CON,DAL,2025,1022500027590,23610,validated,,0,matched,playbyplayv2,1611661323,1630097|1630143|1641652|1642793|1642808,complete,playbyplay_inferred,1642292|1642773|1642796|1642800|1642809,complete,playbyplay_inferred
Shot Chart Detail,1022500040,232,1642793,Aziaha James,1611661321,Dallas Wings,2,5,54,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-7,167,1,1,20250531,DAL,CHI,2025,1022500040232,8460,validated,1631019,1,matched,playbyplayv2,1611661329,1628899|1629481|1630097|1631019|1642793,complete,playbyplay_inferred,202664|204296|1628878|1628915|1642291,complete,playbyplay_inferred
Shot Chart Detail,1022500040,275,1642793,Aziaha James,1611661321,Dallas Wings,2,3,24,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,40,1,0,20250531,DAL,CHI,2025,1022500040275,9960,validated,,0,matched,playbyplayv2,1611661329,1629481|1630097|1630143|1631019|1642793,complete,playbyplay_inferred,202664|204322|1628878|1628915|1642291,complete,playbyplay_inferred
Shot Chart Detail,1022500040,468,1642793,Aziaha James,1611661321,Dallas Wings,3,2,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,56,1,1,20250531,DAL,CHI,2025,1022500040468,16370,validated,,0,matched,playbyplayv2,1611661329,1629479|1629481|1630096|1641652|1642793,complete,playbyplay_inferred,202664|204296|1627671|1630446|1642289,complete,playbyplay_inferred
Shot Chart Detail,1022500040,476,1642793,Aziaha James,1611661321,Dallas Wings,3,2,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-66,235,1,0,20250531,DAL,CHI,2025,1022500040476,16580,validated,,0,matched,playbyplayv2,1611661329,1629479|1629481|1630096|1641652|1642793,complete,playbyplay_inferred,202664|204296|204322|1628878|1630446,complete,playbyplay_inferred
Shot Chart Detail,1022500040,509,1642793,Aziaha James,1611661321,Dallas Wings,3,0,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,133,97,1,0,20250531,DAL,CHI,2025,1022500040509,17420,validated,,0,matched,playbyplayv2,1611661329,1629479|1630097|1641652|1642793|1642808,complete,playbyplay_inferred,204296|204322|1628915|1630446|1642817,complete,playbyplay_inferred
Shot Chart Detail,1022500040,552,1642793,Aziaha James,1611661321,Dallas Wings,4,8,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-116,200,1,0,20250531,DAL,CHI,2025,1022500040552,18930,validated,,0,matched,playbyplayv2,1611661329,1629479|1630097|1641652|1642793|1642808,complete,playbyplay_inferred,204322|1628878|1628915|1630446|1642817,complete,playbyplay_inferred
Shot Chart Detail,1022500047,122,1642793,Aziaha James,1611661321,Dallas Wings,1,1,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-88,219,1,0,20250603,SEA,DAL,2025,1022500047122,5260,validated,,0,matched,playbyplayv2,1611661328,1629479|1629481|1630097|1630143|1642793,complete,playbyplay_inferred,204365|1628931|1629496|1629574|1641660,complete,playbyplay_inferred
