GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022600206,581,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,0,31,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-57,28,1,0,20260728,LVA,PDX,2026,1022600206581,23690,validated,,0,matched,playbyplayv2,1611661327,203855|204319|1629488|1642769|1643444,complete,playbyplay_inferred,1630143|1641683|1642296|1643436|1643494,complete,playbyplay_inferred
Shot Chart Detail,1022600239,440,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,7,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,142,251,1,0,20260809,NYL,LVA,2026,1022600239440,19530,validated,,0,matched,playbyplayv2,1611661313,1631006|1631019|1642769|1643444|1643495,complete,playbyplay_inferred,203822|1629546|1629566|1630384|1630469,complete,playbyplay_inferred
Shot Chart Detail,1022600239,504,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,2,26,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,16,1,1,20260809,NYL,LVA,2026,1022600239504,22540,validated,1643495,1,matched,playbyplayv2,1611661313,203855|1629488|1642769|1643444|1643495,complete,playbyplay_inferred,203822|204296|1629546|1630384|1630469,complete,playbyplay_inferred
Shot Chart Detail,1022600239,515,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,1,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-125,211,1,0,20260809,NYL,LVA,2026,1022600239515,23260,validated,,0,matched,playbyplayv2,1611661313,203855|1629488|1642769|1643444|1643495,complete,playbyplay_inferred,203822|204296|1629546|1630384|1630469,complete,playbyplay_inferred
Shot Chart Detail,1022600246,387,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,0,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-168,182,1,0,20260811,LVA,WAS,2026,1022600246387,17610,validated,,0,matched,playbyplayv2,1611661322,203833|204319|1629488|1631019|1642769,complete,playbyplay_inferred,204335|1631022|1642781|1642792|1643430,complete,playbyplay_inferred
Shot Chart Detail,1022600246,429,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,9,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,24,233,71,1,1,20260811,LVA,WAS,2026,1022600246429,18580,validated,1643444,1,matched,playbyplayv2,1611661322,203833|1629488|1631019|1642769|1643444,complete,playbyplay_inferred,1630446|1631022|1642781|1642785|1642792,complete,playbyplay_inferred
Shot Chart Detail,1022600253,159,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,8,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,0,1,0,20260813,LVA,WAS,2026,1022600253159,7120,validated,,0,matched,playbyplayv2,1611661322,203833|1629488|1631019|1642769|1643444,complete,playbyplay_inferred,204335|1631022|1642781|1642785|1642792,complete,playbyplay_inferred
Shot Chart Detail,1022600253,257,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,2,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,68,238,1,0,20260813,LVA,WAS,2026,1022600253257,10660,validated,,0,matched,playbyplayv2,1611661322,203855|1628932|1629488|1629498|1642769,complete,playbyplay_inferred,1630446|1631022|1642785|1642792|1643430,complete,playbyplay_inferred
Shot Chart Detail,1022600253,403,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,1,20,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,54,74,1,0,20260813,LVA,WAS,2026,1022600253403,17200,validated,,0,matched,playbyplayv2,1611661322,204319|1628932|1629498|1631019|1642769,complete,playbyplay_inferred,1630446|1643427|1643430|1643455|1643644,complete,playbyplay_inferred
Shot Chart Detail,1022600253,443,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,8,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,111,10,1,0,20260813,LVA,WAS,2026,1022600253443,18690,validated,,0,matched,playbyplayv2,1611661322,203833|204319|1629488|1631019|1642769,complete,playbyplay_inferred,204335|1631022|1642781|1642785|1643427,complete,playbyplay_inferred
Shot Chart Detail,1022600258,92,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,2,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-91,268,1,0,20260815,LVA,MIN,2026,102260025892,4760,validated,,0,matched,playbyplayv2,1611661324,204319|1628932|1629488|1629498|1642769,complete,playbyplay_inferred,203827|1627675|1628269|1629483|1630471,complete,playbyplay_inferred
Shot Chart Detail,1022600258,169,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,6,46,Made Shot,Step Back Bank Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,135,1,1,20260815,LVA,MIN,2026,1022600258169,7940,validated,203833,1,matched,playbyplayv2,1611661324,203833|1628932|1629498|1631019|1642769,complete,playbyplay_inferred,203825|203827|1628269|1629483|1643426,complete,playbyplay_inferred
Shot Chart Detail,1022600258,417,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,8,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,210,114,1,1,20260815,LVA,MIN,2026,1022600258417,19010,validated,203833,1,matched,playbyplayv2,1611661324,203833|204319|1629488|1631019|1642769,complete,playbyplay_inferred,203827|1627675|1629483|1630471|1643426,complete,playbyplay_inferred
Shot Chart Detail,1022600266,149,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,183,186,1,1,20260818,LVA,ATL,2026,1022600266149,5600,validated,203833,1,matched,playbyplayv2,1611661330,203833|204319|1629488|1631019|1642769,complete,playbyplay_inferred,1628277|1628886|1631009|1631044|1642291,complete,playbyplay_inferred
Shot Chart Detail,1022600266,183,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,8,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,36,68,1,0,20260818,LVA,ATL,2026,1022600266183,7120,validated,,0,matched,playbyplayv2,1611661330,203833|204323|1629488|1642769|1643444,complete,playbyplay_inferred,1628277|1631009|1631044|1642291|1642302,complete,playbyplay_inferred
Shot Chart Detail,1022600266,456,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,0,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-203,140,1,0,20260818,LVA,ATL,2026,1022600266456,17820,validated,,0,matched,playbyplayv2,1611661330,204319|1629488|1629498|1631019|1642769,complete,playbyplay_inferred,1628277|1631009|1642291|1642302|1643431,complete,playbyplay_inferred
Shot Chart Detail,1022600266,516,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,6,44,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-138,213,1,0,20260818,LVA,ATL,2026,1022600266516,19960,validated,,0,matched,playbyplayv2,1611661330,203833|1628932|1629488|1629498|1642769,complete,playbyplay_inferred,1628277|1628886|1631009|1631044|1642291,complete,playbyplay_inferred
Shot Chart Detail,1022600270,202,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,7,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,-69,314,1,0,20260820,LVA,CON,2026,1022600270202,7230,validated,,0,matched,playbyplayv2,1611661323,203833|203855|204323|1629488|1642769,complete,playbyplay_inferred,1629568|1631135|1642809|1643437|1643449,complete,playbyplay_inferred
Shot Chart Detail,1022600270,436,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,0,51,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,20,1,0,20260820,LVA,CON,2026,1022600270436,17490,validated,,0,matched,playbyplayv2,1611661323,204319|204323|1628932|1629498|1642769,complete,playbyplay_inferred,1629568|1631135|1642809|1643429|1643449,complete,playbyplay_inferred
Shot Chart Detail,1022600270,459,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,0,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-111,226,1,0,20260820,LVA,CON,2026,1022600270459,17820,validated,,0,matched,playbyplayv2,1611661323,204319|204323|1629498|1631019|1642769,complete,playbyplay_inferred,1631135|1641649|1642809|1643437|1643449,complete,playbyplay_inferred
Shot Chart Detail,1022600270,486,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,8,52,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,36,1,1,20260820,LVA,CON,2026,1022600270486,18680,validated,,0,matched,playbyplayv2,1611661323,203833|203855|204319|1629488|1642769,complete,playbyplay_inferred,1631135|1641649|1642809|1643437|1643449,complete,playbyplay_inferred
Shot Chart Detail,1022600270,489,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,8,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-182,213,1,1,20260820,LVA,CON,2026,1022600270489,18890,validated,203833,1,matched,playbyplayv2,1611661323,203833|203855|204319|1629488|1642769,complete,playbyplay_inferred,1631135|1641649|1642809|1643437|1643449,complete,playbyplay_inferred
Shot Chart Detail,1022600270,550,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,3,28,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,30,1,1,20260820,LVA,CON,2026,1022600270550,21920,validated,,0,matched,playbyplayv2,1611661323,204319|204323|1631006|1642769|1643495,complete,playbyplay_inferred,1642809|1643437|1643441|1643448|1643449,complete,playbyplay_inferred
Shot Chart Detail,1022600281,98,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,1,32,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,27,1,0,20260823,TOR,LVA,2026,102260028198,5080,validated,,0,matched,playbyplayv2,1611661332,204319|204323|1629498|1631019|1642769,complete,playbyplay_inferred,204330|1628915|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600281,109,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,0,42,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,6,1,1,20260823,TOR,LVA,2026,1022600281109,5580,validated,1629498,1,matched,playbyplayv2,1611661332,204319|204323|1629498|1631019|1642769,complete,playbyplay_inferred,204330|1628915|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600281,131,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,9,42,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,47,88,1,1,20260823,TOR,LVA,2026,1022600281131,6180,validated,,0,matched,playbyplayv2,1611661332,203833|204319|204323|1631019|1642769,complete,playbyplay_inferred,204330|1628915|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600281,363,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,2,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,174,1,0,20260823,TOR,LVA,2026,1022600281363,16280,validated,,0,matched,playbyplayv2,1611661332,204319|204323|1628932|1629498|1642769,complete,playbyplay_inferred,1627701|1643420|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600281,375,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,1,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,116,226,1,0,20260823,TOR,LVA,2026,1022600281375,17200,validated,,0,matched,playbyplayv2,1611661332,204319|204323|1628932|1629498|1642769,complete,playbyplay_inferred,1627701|1643420|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600281,434,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,7,52,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,-15,1,0,20260823,TOR,LVA,2026,1022600281434,19280,validated,,0,matched,playbyplayv2,1611661332,203833|1628932|1629488|1629498|1642769,complete,playbyplay_inferred,204330|1627701|1628915|1643445|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600281,464,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,6,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-96,209,1,1,20260823,TOR,LVA,2026,1022600281464,20360,validated,1628932,1,matched,playbyplayv2,1611661332,203833|204319|1628932|1629498|1642769,complete,playbyplay_inferred,1628915|1643420|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600293,87,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,3,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-7,1,0,20260828,LVA,TOR,2026,102260029387,3940,validated,,0,matched,playbyplayv2,1611661332,204319|204323|1628932|1629498|1642769,complete,playbyplay_inferred,204330|1630461|1643445|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600293,121,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,1,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,24,257,1,1,20260828,LVA,TOR,2026,1022600293121,5320,validated,204319,1,matched,playbyplayv2,1611661332,204319|204323|1629488|1629498|1642769,complete,playbyplay_inferred,1627701|1630461|1643420|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600293,126,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,0,32,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,5,77,1,0,20260828,LVA,TOR,2026,1022600293126,5680,validated,,0,matched,playbyplayv2,1611661332,204319|204323|1629488|1629498|1642769,complete,playbyplay_inferred,1627701|1630461|1643420|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600293,160,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,117,238,1,0,20260828,LVA,TOR,2026,1022600293160,6770,validated,,0,matched,playbyplayv2,1611661332,203833|204323|1629488|1630389|1642769,complete,playbyplay_inferred,204330|1628915|1643420|1643445|1643457,complete,playbyplay_inferred
Shot Chart Detail,1022600293,182,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,7,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,237,1,0,20260828,LVA,TOR,2026,1022600293182,7540,validated,,0,matched,playbyplayv2,1611661332,203833|203855|1628932|1630389|1642769,complete,playbyplay_inferred,204330|1628915|1643420|1643445|1643457,complete,playbyplay_inferred
Shot Chart Detail,1022600293,530,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,2,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,73,246,1,0,20260828,LVA,TOR,2026,1022600293530,22730,validated,,0,matched,playbyplayv2,1611661332,204323|1630389|1631006|1642769|1643495,complete,playbyplay_inferred,1628915|1630461|1642791|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600293,532,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,2,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-74,301,1,0,20260828,LVA,TOR,2026,1022600293532,22800,validated,,0,matched,playbyplayv2,1611661332,204323|1630389|1631006|1642769|1643495,complete,playbyplay_inferred,1628915|1630461|1642791|1643457|1643706,complete,playbyplay_inferred
Shot Chart Detail,1022600305,477,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,8,50,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,253,1,0,20260917,SEA,LVA,2026,1022600305477,18700,validated,,0,matched,playbyplayv3,1611661328,203833|203855|1629480|1630389|1642769,complete,playbyplay_v3_inferred,1629567|1642320|1642798|1642814|1643443,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600305,546,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,3,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-60,154,1,0,20260917,SEA,LVA,2026,1022600305546,21890,validated,,0,matched,playbyplayv3,1611661328,204319|204323|1629488|1630389|1642769,complete,playbyplay_v3_inferred,203828|1629567|1642320|1643428|1643443,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600316,87,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,1,3,25,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-12,1,1,20260920,LVA,SEA,2026,102260031687,3950,validated,1629498,1,matched_name_resolved,playbyplayv3,1611661328,204319|204323|1628932|1629498|1642769,complete,playbyplay_v3_inferred,203828|1629567|1631141|1641651|1643443,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600316,164,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,7,54,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,168,1,0,20260920,LVA,SEA,2026,1022600316164,7260,validated,,0,matched,playbyplayv3,1611661328,203833|1628932|1629480|1630389|1642769,complete,playbyplay_v3_inferred,1629567|1642307|1642798|1642814|1643428,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600316,404,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,3,2,35,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-10,43,1,0,20260920,LVA,SEA,2026,1022600316404,16450,validated,,0,matched,playbyplayv3,1611661328,204319|204323|1628932|1629498|1642769,complete,playbyplay_v3_inferred,203828|1629567|1631141|1642307|1642814,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600316,456,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,9,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,146,1,1,20260920,LVA,SEA,2026,1022600316456,18220,validated,203833,1,matched_name_resolved,playbyplayv3,1611661328,203833|204319|204323|1629488|1642769,complete,playbyplay_v3_inferred,1629567|1642798|1642814|1643428|1643443,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600316,481,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,7,9,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,65,1,1,20260920,LVA,SEA,2026,1022600316481,19710,validated,,0,matched,playbyplayv3,1611661328,203833|204319|204323|1629488|1642769,complete,playbyplay_v3_inferred,203828|1629567|1642798|1642814|1643428,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600316,513,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,4,5,13,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,144,212,1,0,20260920,LVA,SEA,2026,1022600316513,20870,validated,,0,matched,playbyplayv3,1611661328,203833|1628932|1629488|1629498|1642769,complete,playbyplay_v3_inferred,1629567|1631141|1642307|1642798|1643428,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600322,144,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,9,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-39,256,1,0,20260922,LVA,LAS,2026,1022600322144,6130,validated,,0,matched,playbyplayv3,1611661320,203833|204323|1629488|1630389|1642769,complete,playbyplay_v3_inferred,1628878|1630148|1642777|1643462|1643479,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600322,151,1642769,Mai Yamamoto,1611661319,Las Vegas Aces,2,9,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-134,243,1,0,20260922,LVA,LAS,2026,1022600322151,6540,validated,,0,matched,playbyplayv3,1611661320,203833|204323|1629488|1630389|1642769,complete,playbyplay_v3_inferred,1628878|1630148|1642777|1643462|1643479,complete,playbyplay_v3_inferred
