GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022600286,579,1643440,Darianna Littlepage-Buggs,1611661322,Washington Mystics,4,0,41,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,102,115,1,0,20260825,PHX,WAS,2026,1022600286579,23590,validated,,0,matched,playbyplayv2,1611661317,1642802|1643440|1643450|1643455|1643467,complete,playbyplay_inferred,204468|1631118|1642768|1642818|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600302,610,1643440,Darianna Littlepage-Buggs,1611661322,Washington Mystics,4,1,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,7,1,1,20260917,CHI,WAS,2026,1022600302610,23050,validated,1643450,1,matched_name_resolved,playbyplayv3,1611661329,1642802|1643427|1643440|1643450|1643455,complete,playbyplay_v3_inferred,204322|1627671|1642292|1642786|1643447,complete,playbyplay_v3_inferred
Shot Chart Detail,1022600302,614,1643440,Darianna Littlepage-Buggs,1611661322,Washington Mystics,4,1,12,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,12,1,1,20260917,CHI,WAS,2026,1022600302614,23280,validated,1643450,1,matched_name_resolved,playbyplayv3,1611661329,1642802|1643427|1643440|1643450|1643455,complete,playbyplay_v3_inferred,204322|1627671|1642292|1642786|1643447,complete,playbyplay_v3_inferred
