GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022600002,106,1643445,Kiki Rice,1611661332,Toronto Tempo,1,2,50,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,-23,1,0,20260508,TOR,WAS,2026,1022600002106,4300,validated,,0,matched,playbyplayv2,1611661322,1627700|1628915|1629576|1631055|1643445,complete,playbyplay_inferred,1642775|1642802|1643427|1643450|1643455,complete,playbyplay_inferred
Shot Chart Detail,1022600002,306,1643445,Kiki Rice,1611661332,Toronto Tempo,2,0,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,140,192,1,0,20260508,TOR,WAS,2026,1022600002306,11580,validated,,0,matched,playbyplayv2,1611661322,1627700|1629497|1631055|1643445|1643457,complete,playbyplay_inferred,1631022|1642775|1642781|1642785|1642792,complete,playbyplay_inferred
Shot Chart Detail,1022600002,493,1643445,Kiki Rice,1611661332,Toronto Tempo,4,8,47,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,27,1,0,20260508,TOR,WAS,2026,1022600002493,18730,validated,,0,matched,playbyplayv2,1611661322,1628279|1628915|1631055|1643420|1643445,complete,playbyplay_inferred,1631022|1642781|1642785|1642792|1643467,complete,playbyplay_inferred
Shot Chart Detail,1022600015,109,1643445,Kiki Rice,1611661332,Toronto Tempo,1,2,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,11,1,1,20260513,TOR,SEA,2026,1022600015109,4580,validated,,0,matched,playbyplayv2,1611661328,1627700|1628915|1629576|1643445|1643457,complete,playbyplay_inferred,203828|1628882|1631141|1641660|1642307,complete,playbyplay_inferred
Shot Chart Detail,1022600015,117,1643445,Kiki Rice,1611661332,Toronto Tempo,1,1,43,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,9,1,1,20260513,TOR,SEA,2026,1022600015117,4970,validated,1627700,1,matched,playbyplayv2,1611661328,1627700|1628915|1629576|1643445|1643457,complete,playbyplay_inferred,203828|1628882|1631141|1641660|1642307,complete,playbyplay_inferred
Shot Chart Detail,1022600015,135,1643445,Kiki Rice,1611661332,Toronto Tempo,1,0,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,7,1,0,20260513,TOR,SEA,2026,1022600015135,5520,validated,,0,matched,playbyplayv2,1611661328,1627700|1628915|1629576|1643445|1643457,complete,playbyplay_inferred,203828|1628882|1631141|1641651|1641660,complete,playbyplay_inferred
Shot Chart Detail,1022600015,170,1643445,Kiki Rice,1611661332,Toronto Tempo,2,8,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,12,1,1,20260513,TOR,SEA,2026,1022600015170,6690,validated,,0,matched,playbyplayv2,1611661328,1627700|1629497|1629576|1643445|1643457,complete,playbyplay_inferred,203828|1631141|1641651|1641660|1643453,complete,playbyplay_inferred
Shot Chart Detail,1022600015,180,1643445,Kiki Rice,1611661332,Toronto Tempo,2,7,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,11,1,1,20260513,TOR,SEA,2026,1022600015180,7250,validated,1631055,1,matched,playbyplayv2,1611661328,1627700|1629497|1629576|1631055|1643445,complete,playbyplay_inferred,203828|1631141|1641651|1641660|1643453,complete,playbyplay_inferred
Shot Chart Detail,1022600015,280,1643445,Kiki Rice,1611661332,Toronto Tempo,2,1,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,139,199,1,0,20260513,TOR,SEA,2026,1022600015280,11250,validated,,0,matched,playbyplayv2,1611661328,1628279|1628915|1629576|1631263|1643445,complete,playbyplay_inferred,203828|1629567|1631141|1642798|1643428,complete,playbyplay_inferred
Shot Chart Detail,1022600015,417,1643445,Kiki Rice,1611661332,Toronto Tempo,3,1,38,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,66,32,1,0,20260513,TOR,SEA,2026,1022600015417,17020,validated,,0,matched,playbyplayv2,1611661328,1627700|1629576|1631055|1631118|1643445,complete,playbyplay_inferred,1628882|1631141|1641660|1642798|1643453,complete,playbyplay_inferred
Shot Chart Detail,1022600015,479,1643445,Kiki Rice,1611661332,Toronto Tempo,4,8,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,9,1,1,20260513,TOR,SEA,2026,1022600015479,18970,validated,1628279,1,matched,playbyplayv2,1611661328,1627700|1628279|1631263|1643420|1643445,complete,playbyplay_inferred,1631141|1641651|1641660|1642798|1643428,complete,playbyplay_inferred
Shot Chart Detail,1022600015,496,1643445,Kiki Rice,1611661332,Toronto Tempo,4,6,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-166,171,1,0,20260513,TOR,SEA,2026,1022600015496,19880,validated,,0,matched,playbyplayv2,1611661328,1628279|1629497|1631263|1643420|1643445,complete,playbyplay_inferred,1631141|1641651|1641660|1642798|1643428,complete,playbyplay_inferred
Shot Chart Detail,1022600023,69,1643445,Kiki Rice,1611661332,Toronto Tempo,1,4,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,189,1,1,20260515,LAS,TOR,2026,102260002369,3150,validated,1628279,1,matched,playbyplayv2,1611661320,1627700|1628279|1629576|1643445|1643457,complete,playbyplay_inferred,203014|204365|1628276|1642287|1643462,complete,playbyplay_inferred
Shot Chart Detail,1022600023,98,1643445,Kiki Rice,1611661332,Toronto Tempo,1,3,2,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-22,63,1,0,20260515,LAS,TOR,2026,102260002398,4180,validated,,0,matched,playbyplayv2,1611661320,1628279|1629576|1631118|1643445|1643457,complete,playbyplay_inferred,204324|1628276|1630996|1642287|1643462,complete,playbyplay_inferred
Shot Chart Detail,1022600023,251,1643445,Kiki Rice,1611661332,Toronto Tempo,2,2,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-232,60,1,1,20260515,LAS,TOR,2026,1022600023251,10310,validated,,0,matched,playbyplayv2,1611661320,1627700|1628279|1629576|1631055|1643445,complete,playbyplay_inferred,204324|1628276|1630996|1642287|1643462,complete,playbyplay_inferred
Shot Chart Detail,1022600023,262,1643445,Kiki Rice,1611661332,Toronto Tempo,2,1,27,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,62,42,1,0,20260515,LAS,TOR,2026,1022600023262,11130,validated,,0,matched,playbyplayv2,1611661320,1627700|1628279|1629576|1631055|1643445,complete,playbyplay_inferred,204324|1628276|1630996|1642287|1643462,complete,playbyplay_inferred
Shot Chart Detail,1022600023,360,1643445,Kiki Rice,1611661332,Toronto Tempo,3,5,30,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,23,1,1,20260515,LAS,TOR,2026,1022600023360,14700,validated,1643420,1,matched,playbyplayv2,1611661320,1627700|1629497|1631055|1643420|1643445,complete,playbyplay_inferred,203014|204324|204365|1628276|1630996,complete,playbyplay_inferred
Shot Chart Detail,1022600023,374,1643445,Kiki Rice,1611661332,Toronto Tempo,3,4,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,23,1,1,20260515,LAS,TOR,2026,1022600023374,15520,validated,1643420,1,matched,playbyplayv2,1611661320,1627700|1629497|1631055|1643420|1643445,complete,playbyplay_inferred,204324|204365|1628276|1630996|1642287,complete,playbyplay_inferred
Shot Chart Detail,1022600023,410,1643445,Kiki Rice,1611661332,Toronto Tempo,3,1,38,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,135,238,1,0,20260515,LAS,TOR,2026,1022600023410,17020,validated,,0,matched,playbyplayv2,1611661320,1628279|1629497|1643420|1643445|1643457,complete,playbyplay_inferred,203014|204365|1642287|1642324|1643462,complete,playbyplay_inferred
