GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022600169,424,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,9,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-187,206,1,1,20260711,LVA,PHX,2026,1022600169424,18570,validated,1631006,1,matched,playbyplayv2,1611661317,203855|204319|1629488|1631006|1643495,complete,playbyplay_inferred,203826|204468|1627674|1628244|1642777,complete,playbyplay_inferred
Shot Chart Detail,1022600169,435,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,8,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,9,1,1,20260711,LVA,PHX,2026,1022600169435,18970,validated,1631006,1,matched,playbyplayv2,1611661317,203855|204319|1629488|1631006|1643495,complete,playbyplay_inferred,204468|1628244|1631118|1642777|1643438,complete,playbyplay_inferred
Shot Chart Detail,1022600169,444,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,7,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,196,147,1,1,20260711,LVA,PHX,2026,1022600169444,19350,validated,204319,1,matched,playbyplayv2,1611661317,203855|204319|1629488|1631006|1643495,complete,playbyplay_inferred,204468|1628244|1631118|1642777|1643438,complete,playbyplay_inferred
Shot Chart Detail,1022600169,448,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,7,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-160,211,1,1,20260711,LVA,PHX,2026,1022600169448,19610,validated,204319,1,matched,playbyplayv2,1611661317,203855|204319|1629488|1631006|1643495,complete,playbyplay_inferred,204468|1628244|1631118|1642777|1643438,complete,playbyplay_inferred
Shot Chart Detail,1022600169,467,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,5,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-193,185,1,0,20260711,LVA,PHX,2026,1022600169467,20520,validated,,0,matched,playbyplayv2,1611661317,203855|204319|204323|1631006|1643495,complete,playbyplay_inferred,204468|1631118|1642777|1643438|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600169,496,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,3,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-96,270,1,1,20260711,LVA,PHX,2026,1022600169496,21740,validated,1631006,1,matched,playbyplayv2,1611661317,203855|204319|204323|1631006|1643495,complete,playbyplay_inferred,204468|1631118|1642777|1643438|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600169,510,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,1,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-139,205,1,1,20260711,LVA,PHX,2026,1022600169510,23010,validated,1631006,1,matched,playbyplayv2,1611661317,203855|204319|204323|1631006|1643495,complete,playbyplay_inferred,204468|1631118|1642777|1643438|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600174,128,1643495,Justine Pissott,1611661319,Las Vegas Aces,2,9,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,113,254,1,0,20260712,LVA,IND,2026,1022600174128,6140,validated,,0,matched,playbyplayv2,1611661325,204319|1629488|1629498|1630389|1643495,complete,playbyplay_inferred,1628881|1629482|1630112|1642286|1642815,complete,playbyplay_inferred
Shot Chart Detail,1022600174,489,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,4,23,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,13,1,1,20260712,LVA,IND,2026,1022600174489,21370,validated,204319,1,matched,playbyplayv2,1611661325,203855|204319|1629488|1630389|1643495,complete,playbyplay_inferred,1628909|1629482|1631086|1642286|1642815,complete,playbyplay_inferred
Shot Chart Detail,1022600174,513,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,2,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-173,250,1,0,20260712,LVA,IND,2026,1022600174513,22360,validated,,0,matched,playbyplayv2,1611661325,203855|204319|1629488|1630389|1643495,complete,playbyplay_inferred,1628909|1629482|1630112|1631086|1642815,complete,playbyplay_inferred
Shot Chart Detail,1022600174,532,1643495,Justine Pissott,1611661319,Las Vegas Aces,4,1,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-106,137,1,0,20260712,LVA,IND,2026,1022600174532,23080,validated,,0,matched,playbyplayv2,1611661325,203855|204319|1629488|1630389|1643495,complete,playbyplay_inferred,203024|1630112|1631086|1643433|1643453,complete,playbyplay_inferred
