GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022600012,199,1642302,Isobel Borlase,1611661330,Atlanta Dream,2,5,47,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,198,1,1,20260512,DAL,ATL,2026,1022600012199,8530,validated,1628886,1,matched,playbyplayv2,1611661321,1628277|1628886|1631044|1642302|1643431,complete,playbyplay_inferred,203824|1629481|1629491|1629501|1642784,complete,playbyplay_inferred
Shot Chart Detail,1022600012,413,1642302,Isobel Borlase,1611661330,Atlanta Dream,3,0,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,18,81,1,0,20260512,DAL,ATL,2026,1022600012413,17670,validated,,0,matched,playbyplayv2,1611661321,1628886|1631009|1631044|1642291|1642302,complete,playbyplay_inferred,202252|203824|1629481|1629491|1630386,complete,playbyplay_inferred
Shot Chart Detail,1022600038,565,1642302,Isobel Borlase,1611661330,Atlanta Dream,4,0,51,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-47,38,1,1,20260522,ATL,DAL,2026,1022600038565,23490,validated,1642804,1,matched,playbyplayv2,1611661321,1631021|1642302|1642801|1642804|1643469,complete,playbyplay_inferred,202252|203824|1629574|1641652|1642793,complete,playbyplay_inferred
Shot Chart Detail,1022600044,112,1642302,Isobel Borlase,1611661330,Atlanta Dream,1,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-117,215,1,0,20260524,ATL,PHX,2026,1022600044112,4080,validated,,0,matched,playbyplayv2,1611661317,1628886|1631009|1642291|1642302|1643431,complete,playbyplay_inferred,201886|203826|1630461|1642768|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600044,128,1642302,Isobel Borlase,1611661330,Atlanta Dream,1,2,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,16,1,1,20260524,ATL,PHX,2026,1022600044128,4600,validated,1628886,1,matched,playbyplayv2,1611661317,1628277|1628886|1631044|1642291|1642302,complete,playbyplay_inferred,201886|203826|1630461|1642768|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600044,257,1642302,Isobel Borlase,1611661330,Atlanta Dream,2,4,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,12,1,0,20260524,ATL,PHX,2026,1022600044257,9490,validated,,0,matched,playbyplayv2,1611661317,1628277|1631044|1642291|1642302|1642804,complete,playbyplay_inferred,201886|203826|1627674|1643438|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600044,282,1642302,Isobel Borlase,1611661330,Atlanta Dream,2,2,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,20,1,0,20260524,ATL,PHX,2026,1022600044282,10390,validated,,0,matched,playbyplayv2,1611661317,1628277|1628886|1631009|1631044|1642302,complete,playbyplay_inferred,203826|1630461|1643438|1643493|1643505,complete,playbyplay_inferred
Shot Chart Detail,1022600044,311,1642302,Isobel Borlase,1611661330,Atlanta Dream,2,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-164,183,1,0,20260524,ATL,PHX,2026,1022600044311,11960,validated,,0,matched,playbyplayv2,1611661317,1628277|1628886|1642291|1642302|1643469,complete,playbyplay_inferred,203826|1627674|1643438|1643493|1643505,complete,playbyplay_inferred
Shot Chart Detail,1022600044,380,1642302,Isobel Borlase,1611661330,Atlanta Dream,3,4,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-70,233,1,0,20260524,ATL,PHX,2026,1022600044380,15450,validated,,0,matched,playbyplayv2,1611661317,1628886|1631009|1631021|1642291|1642302,complete,playbyplay_inferred,201886|203826|1630461|1642768|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600044,556,1642302,Isobel Borlase,1611661330,Atlanta Dream,4,1,30,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-159,184,1,1,20260524,ATL,PHX,2026,1022600044556,23100,validated,1628886,1,matched,playbyplayv2,1611661317,1628277|1628886|1631009|1642291|1642302,complete,playbyplay_inferred,201886|203826|1627674|1630461|1643493,complete,playbyplay_inferred
Shot Chart Detail,1022600051,319,1642302,Isobel Borlase,1611661330,Atlanta Dream,3,3,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,24,1,1,20260527,MIN,ATL,2026,1022600051319,15630,validated,1631009,1,matched,playbyplayv2,1611661324,1628277|1631009|1642291|1642302|1642804,complete,playbyplay_inferred,203825|203827|1627675|1628269|1630471,complete,playbyplay_inferred
