GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Center(C),24+ ft.,154,49,0.318,2024-25
League Averages,Above the Break 3,Center(C),16-24 ft.,28,11,0.393,2024-25
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,262,88,0.336,2024-25
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,21,6,0.286,2024-25
League Averages,Above the Break 3,Left Side(L),16-24 ft.,28,11,0.393,2024-25
League Averages,Above the Break 3,Left Side(L),24+ ft.,35,17,0.486,2024-25
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,263,95,0.361,2024-25
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,29,5,0.172,2024-25
League Averages,Above the Break 3,Right Side(R),16-24 ft.,20,5,0.25,2024-25
League Averages,Above the Break 3,Right Side(R),24+ ft.,46,19,0.413,2024-25
League Averages,Backcourt,Back Court(BC),Back Court Shot,6,0,0.0,2024-25
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,168,70,0.417,2024-25
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,577,254,0.44,2024-25
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,38,7,0.184,2024-25
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,34,13,0.382,2024-25
League Averages,Left Corner 3,Left Side(L),24+ ft.,71,26,0.366,2024-25
League Averages,Mid-Range,Center(C),8-16 ft.,46,19,0.413,2024-25
League Averages,Mid-Range,Center(C),16-24 ft.,82,36,0.439,2024-25
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,60,26,0.433,2024-25
League Averages,Mid-Range,Left Side(L),16-24 ft.,36,8,0.222,2024-25
League Averages,Mid-Range,Left Side(L),8-16 ft.,91,31,0.341,2024-25
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,59,16,0.271,2024-25
League Averages,Mid-Range,Right Side(R),8-16 ft.,68,26,0.382,2024-25
League Averages,Mid-Range,Right Side(R),16-24 ft.,27,9,0.333,2024-25
League Averages,Restricted Area,Center(C),Less Than 8 ft.,711,463,0.651,2024-25
League Averages,Right Corner 3,Right Side(R),24+ ft.,50,20,0.4,2024-25
