GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,1,0,0.0,2003-04
League Averages,Above the Break 3,Center(C),16-24 ft.,84,30,0.357,2003-04
League Averages,Above the Break 3,Center(C),24+ ft.,1,1,1.0,2003-04
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,111,32,0.288,2003-04
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,5,2,0.4,2003-04
League Averages,Above the Break 3,Left Side(L),16-24 ft.,58,21,0.362,2003-04
League Averages,Above the Break 3,Left Side(L),24+ ft.,1,0,0.0,2003-04
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,5,0,0.0,2003-04
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,112,43,0.384,2003-04
League Averages,Above the Break 3,Right Side(R),16-24 ft.,54,12,0.222,2003-04
League Averages,Backcourt,Back Court(BC),Back Court Shot,2,0,0.0,2003-04
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,91,37,0.407,2003-04
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,285,99,0.347,2003-04
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,48,13,0.271,2003-04
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,38,11,0.289,2003-04
League Averages,Left Corner 3,Left Side(L),24+ ft.,7,4,0.571,2003-04
League Averages,Left Corner 3,Left Side(L),16-24 ft.,28,9,0.321,2003-04
League Averages,Mid-Range,Center(C),8-16 ft.,35,16,0.457,2003-04
League Averages,Mid-Range,Center(C),16-24 ft.,31,11,0.355,2003-04
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,30,17,0.567,2003-04
League Averages,Mid-Range,Left Side(L),16-24 ft.,34,25,0.735,2003-04
League Averages,Mid-Range,Left Side(L),8-16 ft.,221,61,0.276,2003-04
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,36,12,0.333,2003-04
League Averages,Mid-Range,Right Side(R),8-16 ft.,191,73,0.382,2003-04
League Averages,Mid-Range,Right Side(R),16-24 ft.,33,15,0.455,2003-04
League Averages,Restricted Area,Center(C),Less Than 8 ft.,723,392,0.542,2003-04
League Averages,Right Corner 3,Center(C),Less Than 8 ft.,1,1,1.0,2003-04
League Averages,Right Corner 3,Right Side(R),16-24 ft.,19,5,0.263,2003-04
League Averages,Right Corner 3,Right Side(R),24+ ft.,7,1,0.143,2003-04
