GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021800003,500,1628882,Lexie Brown,1611661323,Connecticut Sun,4,9,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,123,223,1,0,20180520,CON,LVA,2018,1021800003500,18360,validated,,0,matched,playbyplayv2,1611661319,203410|1627670|1627671|1627673|1628882,complete,playbyplay_inferred,203402|203830|204324|1628905|1628913,complete,playbyplay_inferred
Shot Chart Detail,1021800003,533,1628882,Lexie Brown,1611661323,Connecticut Sun,4,6,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,199,1,1,20180520,CON,LVA,2018,1021800003533,19820,validated,1627671,1,matched,playbyplayv2,1611661319,203410|1627670|1627671|1627673|1628882,complete,playbyplay_inferred,202670|203830|204324|1628263|1628269,complete,playbyplay_inferred
Shot Chart Detail,1021800029,520,1628882,Lexie Brown,1611661323,Connecticut Sun,4,5,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,100,217,1,0,20180601,CHI,CON,2018,1021800029520,20510,validated,,0,matched,playbyplayv2,1611661329,203410|1627670|1627671|1627673|1628882,complete,playbyplay_inferred,202664|203838|203857|1627674|1628931,complete,playbyplay_inferred
Shot Chart Detail,1021800029,550,1628882,Lexie Brown,1611661323,Connecticut Sun,4,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,23,64,226,1,0,20180601,CHI,CON,2018,1021800029550,21780,validated,,0,matched,playbyplayv2,1611661329,203410|1627670|1627671|1628280|1628882,complete,playbyplay_inferred,203838|203857|1627674|1628890|1628931,complete,playbyplay_inferred
Shot Chart Detail,1021800029,566,1628882,Lexie Brown,1611661323,Connecticut Sun,4,2,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,142,184,1,1,20180601,CHI,CON,2018,1021800029566,22480,validated,203410,1,matched,playbyplayv2,1611661329,203410|1627670|1627671|1628280|1628882,complete,playbyplay_inferred,203838|203857|1627674|1628268|1628890,complete,playbyplay_inferred
Shot Chart Detail,1021800034,472,1628882,Lexie Brown,1611661323,Connecticut Sun,4,5,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-230,65,1,0,20180603,WAS,CON,2018,1021800034472,20520,validated,,0,matched,playbyplayv2,1611661322,202662|203410|203826|1627673|1628882,complete,playbyplay_inferred,202663|203403|204333|1628278|1628878,complete,playbyplay_inferred
Shot Chart Detail,1021800034,489,1628882,Lexie Brown,1611661323,Connecticut Sun,4,4,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,169,71,1,0,20180603,WAS,CON,2018,1021800034489,21190,validated,,0,matched,playbyplayv2,1611661322,202662|203410|203826|1627673|1628882,complete,playbyplay_inferred,202663|203403|204333|1628278|1628878,complete,playbyplay_inferred
Shot Chart Detail,1021800034,517,1628882,Lexie Brown,1611661323,Connecticut Sun,4,2,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-65,173,1,0,20180603,WAS,CON,2018,1021800034517,22370,validated,,0,matched,playbyplayv2,1611661322,203410|204335|1627670|1627673|1628882,complete,playbyplay_inferred,203403|204333|1628278|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1021800034,523,1628882,Lexie Brown,1611661323,Connecticut Sun,4,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-224,91,1,1,20180603,WAS,CON,2018,1021800034523,22690,validated,204335,1,matched,playbyplayv2,1611661322,203410|204335|1627670|1627673|1628882,complete,playbyplay_inferred,203403|204333|1628278|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1021800034,531,1628882,Lexie Brown,1611661323,Connecticut Sun,4,1,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,190,210,1,0,20180603,WAS,CON,2018,1021800034531,23180,validated,,0,matched,playbyplayv2,1611661322,203410|204335|1627670|1628280|1628882,complete,playbyplay_inferred,203403|204333|1628278|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1021800039,149,1628882,Lexie Brown,1611661323,Connecticut Sun,2,9,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,203,127,1,1,20180607,NYL,CON,2018,1021800039149,6510,validated,1627671,1,matched,playbyplayv2,1611661313,203015|1627670|1627671|1628280|1628882,complete,playbyplay_inferred,203411|204296|204320|204327|1628915,complete,playbyplay_inferred
Shot Chart Detail,1021800039,195,1628882,Lexie Brown,1611661323,Connecticut Sun,2,6,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,155,109,1,0,20180607,NYL,CON,2018,1021800039195,7980,validated,,0,matched,playbyplayv2,1611661313,203015|203823|203826|1627671|1628882,complete,playbyplay_inferred,201919|202250|203829|204320|1628915,complete,playbyplay_inferred
Shot Chart Detail,1021800045,575,1628882,Lexie Brown,1611661323,Connecticut Sun,4,0,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,170,226,1,0,20180609,CON,MIN,2018,1021800045575,23600,validated,,0,matched,playbyplayv2,1611661324,204335|1627670|1627671|1628280|1628882,complete,playbyplay_inferred,101030|203041|1628283|1628508|1628866,complete,playbyplay_inferred
Shot Chart Detail,1021800059,132,1628882,Lexie Brown,1611661323,Connecticut Sun,1,0,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,36,310,1,1,20180615,SEA,CON,2018,1021800059132,5990,validated,,0,matched,playbyplayv2,1611661328,203015|203823|1627670|1627675|1628882,complete,playbyplay_inferred,201049|201907|204321|1627668|1628244,complete,playbyplay_inferred
Shot Chart Detail,1021800059,170,1628882,Lexie Brown,1611661323,Connecticut Sun,2,7,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,230,40,1,0,20180615,SEA,CON,2018,1021800059170,7390,validated,,0,matched,playbyplayv2,1611661328,202662|203015|203823|1627673|1628882,complete,playbyplay_inferred,201049|201907|204321|1628244|1628920,complete,playbyplay_inferred
Shot Chart Detail,1021800059,240,1628882,Lexie Brown,1611661323,Connecticut Sun,2,1,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,214,117,1,0,20180615,SEA,CON,2018,1021800059240,10850,validated,,0,matched,playbyplayv2,1611661328,202662|203823|204335|1627673|1628882,complete,playbyplay_inferred,100720|202252|203827|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021800059,381,1628882,Lexie Brown,1611661323,Connecticut Sun,3,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,242,1,0,20180615,SEA,CON,2018,1021800059381,16950,validated,,0,matched,playbyplayv2,1611661328,203823|204335|1627675|1628280|1628882,complete,playbyplay_inferred,201049|201907|204319|204321|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021800059,390,1628882,Lexie Brown,1611661323,Connecticut Sun,3,0,35,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,49,158,1,0,20180615,SEA,CON,2018,1021800059390,17650,validated,,0,matched,playbyplayv2,1611661328,203823|204335|1627675|1628280|1628882,complete,playbyplay_inferred,201049|201907|204319|204321|1627668,complete,playbyplay_inferred
