GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021800123,525,1628297,Alexis Prince,1611661330,Atlanta Dream,4,2,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-69,72,1,1,20180713,ATL,IND,2018,1021800123525,22550,validated,203024,1,matched,playbyplayv2,1611661325,203024|203410|204355|1627677|1628297,complete,playbyplay_inferred,203859|1627676|1628286|1628906|1628909,complete,playbyplay_inferred
Shot Chart Detail,1021800123,542,1628297,Alexis Prince,1611661330,Atlanta Dream,4,0,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-213,-2,1,0,20180713,ATL,IND,2018,1021800123542,23410,validated,,0,matched,playbyplayv2,1611661325,203024|203410|204355|1627677|1628297,complete,playbyplay_inferred,1627676|1628286|1628906|1628909|1628927,complete,playbyplay_inferred
Shot Chart Detail,1021800123,546,1628297,Alexis Prince,1611661330,Atlanta Dream,4,0,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,23,-203,109,1,1,20180713,ATL,IND,2018,1021800123546,23680,validated,204355,1,matched,playbyplayv2,1611661325,203024|203410|204355|1627677|1628297,complete,playbyplay_inferred,1627676|1628286|1628906|1628909|1628927,complete,playbyplay_inferred
Shot Chart Detail,1021800196,578,1628297,Alexis Prince,1611661330,Atlanta Dream,4,0,27,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,5,132,1,0,20180817,PHO,ATL,2018,1021800196578,23730,validated,,0,matched,playbyplayv2,1611661317,204355|1627677|1628297|1628327|1628881,complete,playbyplay_inferred,201067|201507|203389|203855|1628895,complete,playbyplay_inferred
Shot Chart Detail,1021800196,582,1628297,Alexis Prince,1611661330,Atlanta Dream,4,0,21,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,4,1,1,20180817,PHO,ATL,2018,1021800196582,23790,validated,,0,matched,playbyplayv2,1611661317,204355|1627677|1628297|1628327|1628881,complete,playbyplay_inferred,201067|201507|203389|203855|1628895,complete,playbyplay_inferred
