GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,1,0,0.0,2017-18
League Averages,Above the Break 3,Center(C),24+ ft.,49,17,0.347,2017-18
League Averages,Above the Break 3,Center(C),16-24 ft.,76,30,0.395,2017-18
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,70,25,0.357,2017-18
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,88,38,0.432,2017-18
League Averages,Above the Break 3,Left Side(L),16-24 ft.,16,4,0.25,2017-18
League Averages,Above the Break 3,Left Side(L),24+ ft.,12,6,0.5,2017-18
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,92,24,0.261,2017-18
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,56,19,0.339,2017-18
League Averages,Above the Break 3,Right Side(R),16-24 ft.,14,6,0.429,2017-18
League Averages,Above the Break 3,Right Side(R),24+ ft.,12,3,0.25,2017-18
League Averages,Backcourt,Back Court(BC),Back Court Shot,6,0,0.0,2017-18
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,65,25,0.385,2017-18
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,165,66,0.4,2017-18
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,28,13,0.464,2017-18
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,16,7,0.438,2017-18
League Averages,Left Corner 3,Left Side(L),24+ ft.,21,8,0.381,2017-18
League Averages,Mid-Range,Center(C),8-16 ft.,33,13,0.394,2017-18
League Averages,Mid-Range,Center(C),16-24 ft.,74,31,0.419,2017-18
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,73,24,0.329,2017-18
League Averages,Mid-Range,Left Side(L),16-24 ft.,47,15,0.319,2017-18
League Averages,Mid-Range,Left Side(L),8-16 ft.,112,48,0.429,2017-18
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,65,28,0.431,2017-18
League Averages,Mid-Range,Right Side(R),8-16 ft.,109,36,0.33,2017-18
League Averages,Mid-Range,Right Side(R),16-24 ft.,51,19,0.373,2017-18
League Averages,Restricted Area,Center(C),Less Than 8 ft.,643,377,0.586,2017-18
League Averages,Right Corner 3,Right Side(R),24+ ft.,11,1,0.091,2017-18
