GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,SEASON,time,SHOT_DATA_STATUS,RAW_PERIOD,RAW_MINUTES_REMAINING,RAW_SECONDS_REMAINING,SHOT_CLOCK_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1020500009,317,100642,Amanda Lassiter,1611661324,Minnesota Lynx,2,6,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-5,194,1,0,20050522,HOU,MIN,1020500009317,2005,19820,validated,2,6,58,source,,0,matched,playbyplayv2,1611661316,100642|100658|100725|100932|100935,complete,playbyplay_inferred,100072|100075|100363|100413|100729,complete,playbyplay_inferred
Shot Chart Detail,1020500021,101,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,7,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,22,-20,220,1,0,20050529,MIN,SAC,1020500021101,2005,7300,validated,1,7,50,source,,0,matched,playbyplayv2,1611661318,100470|100642|100725|100933|100935,complete,playbyplay_inferred,100234|100419|100533|100731|101040,complete,playbyplay_inferred
Shot Chart Detail,1020500028,131,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,5,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,20,-177,110,1,0,20050603,WAS,MIN,1020500028131,2005,8640,validated,1,5,36,source,,0,matched,playbyplayv2,1611661322,100222|100470|100642|100725|100933,complete,playbyplay_inferred,100371|100396|100433|100690|100949,complete,playbyplay_inferred
Shot Chart Detail,1020500033,280,100642,Amanda Lassiter,1611661324,Minnesota Lynx,2,7,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-174,146,1,0,20050604,MIN,CHA,1020500033280,2005,19280,validated,2,7,52,source,,0,matched,playbyplayv2,1611661314,100642|100658|100725|100933|100935,complete,playbyplay_inferred,100416|100643|100851|100920|101042,complete,playbyplay_inferred
Shot Chart Detail,1020500057,138,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,6,0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),16-24 ft.,21,-215,3,1,0,20050615,SEA,MIN,1020500057138,2005,8400,validated,1,6,0,source,,0,matched,playbyplayv2,1611661328,100222|100404|100642|100725|100932,complete,playbyplay_inferred,100216|100484|100660|100682|101030,complete,playbyplay_inferred
Shot Chart Detail,1020500057,159,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,2,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,22,195,110,1,1,20050615,SEA,MIN,1020500057159,2005,10440,validated,1,2,36,source,100932,1,matched,playbyplayv2,1611661328,100222|100404|100642|100725|100932,complete,playbyplay_inferred,100111|100484|100660|100796|101030,complete,playbyplay_inferred
Shot Chart Detail,1020500057,172,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,0,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,22,197,109,1,0,20050615,SEA,MIN,1020500057172,2005,11590,validated,1,0,41,source,,0,matched,playbyplayv2,1611661328,100222|100404|100642|100725|100932,complete,playbyplay_inferred,100111|100484|100682|100796|101030,complete,playbyplay_inferred
Shot Chart Detail,1020500058,103,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,7,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,21,-207,68,1,0,20050617,SAC,MIN,1020500058103,2005,7380,validated,1,7,42,source,,0,matched,playbyplayv2,1611661318,100470|100642|100658|100725|101078,complete,playbyplay_inferred,100659|100731|100944|101000|101027,complete,playbyplay_inferred
Shot Chart Detail,1020500058,139,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,3,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,21,-207,46,1,1,20050617,SAC,MIN,1020500058139,2005,9780,validated,1,3,42,source,101078,1,matched,playbyplayv2,1611661318,100404|100470|100642|100725|101078,complete,playbyplay_inferred,100234|100419|100919|100944|101040,complete,playbyplay_inferred
Shot Chart Detail,1020500058,169,100642,Amanda Lassiter,1611661324,Minnesota Lynx,1,0,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,21,-169,140,1,1,20050617,SAC,MIN,1020500058169,2005,11460,validated,1,0,54,source,100222,1,matched,playbyplayv2,1611661318,100222|100404|100470|100642|100932,complete,playbyplay_inferred,100419|100874|100919|100944|101040,complete,playbyplay_inferred
