GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,1,0,0.0,2008-09
League Averages,Above the Break 3,Center(C),24+ ft.,12,4,0.333,2008-09
League Averages,Above the Break 3,Center(C),16-24 ft.,89,27,0.303,2008-09
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,146,42,0.288,2008-09
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,17,4,0.235,2008-09
League Averages,Above the Break 3,Left Side(L),16-24 ft.,62,23,0.371,2008-09
League Averages,Above the Break 3,Left Side(L),24+ ft.,11,3,0.273,2008-09
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,20,6,0.3,2008-09
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,138,43,0.312,2008-09
League Averages,Above the Break 3,Right Side(R),16-24 ft.,45,19,0.422,2008-09
League Averages,Above the Break 3,Right Side(R),24+ ft.,12,5,0.417,2008-09
League Averages,Backcourt,Back Court(BC),Back Court Shot,7,0,0.0,2008-09
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,102,41,0.402,2008-09
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,150,51,0.34,2008-09
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,35,18,0.514,2008-09
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,34,12,0.353,2008-09
League Averages,Left Corner 3,Left Side(L),24+ ft.,20,9,0.45,2008-09
League Averages,Left Corner 3,Left Side(L),16-24 ft.,23,14,0.609,2008-09
League Averages,Mid-Range,Center(C),8-16 ft.,38,17,0.447,2008-09
League Averages,Mid-Range,Center(C),16-24 ft.,77,30,0.39,2008-09
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,71,23,0.324,2008-09
League Averages,Mid-Range,Left Side(L),16-24 ft.,65,27,0.415,2008-09
League Averages,Mid-Range,Left Side(L),8-16 ft.,214,75,0.35,2008-09
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,81,31,0.383,2008-09
League Averages,Mid-Range,Right Side(R),8-16 ft.,204,68,0.333,2008-09
League Averages,Mid-Range,Right Side(R),16-24 ft.,76,31,0.408,2008-09
League Averages,Restricted Area,Center(C),Less Than 8 ft.,831,457,0.55,2008-09
League Averages,Right Corner 3,Center(C),Less Than 8 ft.,4,1,0.25,2008-09
League Averages,Right Corner 3,Right Side(R),16-24 ft.,16,7,0.438,2008-09
League Averages,Right Corner 3,Right Side(R),24+ ft.,13,4,0.308,2008-09
