GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1042500132,528,1629480,Kalani Brown,1611661317,Phoenix Mercury,4,1,55,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,24,1,0,20250917,NYL,PHX,2025,1042500132528,22850,validated,,0,matched,playbyplayv2,1611661313,1629480|1629490|1630442|1630461|1631118,complete,playbyplay_inferred,203822|203855|204330|1629546|1631055,complete,playbyplay_inferred
Shot Chart Detail,1042500302,543,1629480,Kalani Brown,1611661317,Phoenix Mercury,4,1,13,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,16,1,0,20251005,LVA,PHX,2025,1042500302543,23270,validated,,0,matched,playbyplayv2,1611661319,1628957|1629480|1629490|1630442|1630461,complete,playbyplay_inferred,204323|1630389|1631006|1631019|1642801,complete,playbyplay_inferred
Shot Chart Detail,1042500304,46,1629480,Kalani Brown,1611661317,Phoenix Mercury,1,5,58,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,33,1,1,20251010,PHX,LVA,2025,104250030446,2420,validated,203826,1,matched,playbyplayv2,1611661319,201886|203826|1627674|1629480|1642777,complete,playbyplay_inferred,203833|1628932|1629498|1631006|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500304,57,1629480,Kalani Brown,1611661317,Phoenix Mercury,1,5,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-119,135,1,0,20251010,PHX,LVA,2025,104250030457,2740,validated,,0,matched,playbyplayv2,1611661319,201886|203826|1627674|1628244|1629480,complete,playbyplay_inferred,203833|204319|1628932|1629498|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500304,286,1629480,Kalani Brown,1611661317,Phoenix Mercury,3,8,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,35,1,1,20251010,PHX,LVA,2025,1042500304286,12920,validated,203826,1,matched,playbyplayv2,1611661319,201886|203826|1627674|1629480|1642777,complete,playbyplay_inferred,203833|1628932|1629498|1631006|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500304,296,1629480,Kalani Brown,1611661317,Phoenix Mercury,3,7,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,8,1,0,20251010,PHX,LVA,2025,1042500304296,13500,validated,,0,matched,playbyplayv2,1611661319,201886|203826|1627674|1629480|1642777,complete,playbyplay_inferred,203833|1628932|1629498|1631006|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500304,339,1629480,Kalani Brown,1611661317,Phoenix Mercury,3,4,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-142,46,1,0,20251010,PHX,LVA,2025,1042500304339,15430,validated,,0,matched,playbyplayv2,1611661319,201886|203826|1627674|1629480|1642777,complete,playbyplay_inferred,203833|204319|1628932|1629498|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500304,451,1629480,Kalani Brown,1611661317,Phoenix Mercury,4,7,58,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,13,1,1,20251010,PHX,LVA,2025,1042500304451,19220,validated,201886,1,matched,playbyplayv2,1611661319,201886|203826|1627674|1629480|1642777,complete,playbyplay_inferred,203833|204319|1628932|1629498|1630389,complete,playbyplay_inferred
