GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1042500111,102,1627676,Tiffany Mitchell,1611661328,Seattle Storm,1,2,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,226,102,1,0,20250914,LVA,SEA,2025,1042500111102,4640,validated,,0,matched,playbyplayv2,1611661319,204365|1627676|1628931|1629496|1642798,complete,playbyplay_inferred,204319|204323|1628932|1629498|1630389,complete,playbyplay_inferred
Shot Chart Detail,1042500111,424,1627676,Tiffany Mitchell,1611661328,Seattle Storm,4,8,43,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,58,1,0,20250914,LVA,SEA,2025,1042500111424,18770,validated,,0,matched,playbyplayv2,1611661319,203014|204365|1627676|1628279|1642798,complete,playbyplay_inferred,203833|204319|204323|1630389|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500111,495,1627676,Tiffany Mitchell,1611661328,Seattle Storm,4,5,46,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,46,67,1,1,20250914,LVA,SEA,2025,1042500111495,20540,validated,,0,matched,playbyplayv2,1611661319,1627676|1628882|1629496|1641660|1642798,complete,playbyplay_inferred,203833|204319|1628932|1630389|1631019,complete,playbyplay_inferred
Shot Chart Detail,1042500111,498,1627676,Tiffany Mitchell,1611661328,Seattle Storm,4,5,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,108,186,1,1,20250914,LVA,SEA,2025,1042500111498,20750,validated,,0,matched,playbyplayv2,1611661319,1627676|1628882|1629496|1641660|1642798,complete,playbyplay_inferred,203833|204319|1628932|1630389|1631019,complete,playbyplay_inferred
