GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022400006,189,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,6,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,39,1,0,20240515,LAS,ATL,2024,1022400006189,8070,validated,,0,matched,playbyplayv2,1611661330,203406|204324|1628915|1629574|1641660,complete,playbyplay_inferred,202250|204323|1627672|1630101|1631009,complete,playbyplay_inferred
Shot Chart Detail,1022400011,454,1629574,Li Yueru,1611661320,Los Angeles Sparks,4,7,49,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-45,22,1,0,20240518,LVA,LAS,2024,1022400011454,19310,validated,,0,matched,playbyplayv2,1611661319,203855|1628882|1628915|1629574|1642288,complete,playbyplay_inferred,204329|1628276|1629484|1629498|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400019,184,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,5,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-151,208,1,0,20240521,LAS,WAS,2024,1022400019184,8870,validated,,0,matched,playbyplayv2,1611661322,204324|1628882|1629574|1641660|1642288,complete,playbyplay_inferred,203828|1628317|1630459|1642210|1642290,complete,playbyplay_inferred
Shot Chart Detail,1022400019,189,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,4,49,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,33,1,0,20240521,LAS,WAS,2024,1022400019189,9110,validated,,0,matched,playbyplayv2,1611661322,204324|1628882|1629574|1641660|1642288,complete,playbyplay_inferred,203828|1628317|1630459|1642210|1642290,complete,playbyplay_inferred
Shot Chart Detail,1022400031,94,1629574,Li Yueru,1611661320,Los Angeles Sparks,1,3,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,6,1,0,20240526,LAS,DAL,2024,102240003194,3900,validated,,0,matched,playbyplayv2,1611661321,203406|1629574|1641660|1642287|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,96,1629574,Li Yueru,1611661320,Los Angeles Sparks,1,3,27,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,2,1,0,20240526,LAS,DAL,2024,102240003196,3930,validated,,0,matched,playbyplayv2,1611661321,203406|1629574|1641660|1642287|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,100,1629574,Li Yueru,1611661320,Los Angeles Sparks,1,3,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,12,1,0,20240526,LAS,DAL,2024,1022400031100,4110,validated,,0,matched,playbyplayv2,1611661321,203406|1629574|1641660|1642287|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,102,1629574,Li Yueru,1611661320,Los Angeles Sparks,1,3,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,11,1,0,20240526,LAS,DAL,2024,1022400031102,4150,validated,,0,matched,playbyplayv2,1611661321,203406|1629574|1641660|1642287|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,178,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,7,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-32,193,1,1,20240526,LAS,DAL,2024,1022400031178,7370,validated,204324,1,matched,playbyplayv2,1611661321,204324|1629574|1630462|1630996|1641660,complete,playbyplay_inferred,1628881|1629479|1629481|1641654|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,261,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,2,41,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,46,16,1,0,20240526,LAS,DAL,2024,1022400031261,10390,validated,,0,matched,playbyplayv2,1611661321,204324|1628882|1628915|1629574|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,291,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,0,55,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20240526,LAS,DAL,2024,1022400031291,11450,validated,,0,matched,playbyplayv2,1611661321,204324|1628882|1628915|1629574|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
Shot Chart Detail,1022400031,301,1629574,Li Yueru,1611661320,Los Angeles Sparks,2,0,28,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,16,1,0,20240526,LAS,DAL,2024,1022400031301,11720,validated,,0,matched,playbyplayv2,1611661321,204324|1628915|1629574|1630462|1642288,complete,playbyplay_inferred,1628881|1629480|1629481|1641652|1642244,complete,playbyplay_inferred
