GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022400006,169,1641660,Zia Cooke,1611661320,Los Angeles Sparks,2,7,35,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,68,60,1,0,20240515,LAS,ATL,2024,1022400006169,7450,validated,,0,matched,playbyplayv2,1611661330,203855|204324|1629574|1630462|1641660,complete,playbyplay_inferred,202250|204323|1627672|1628269|1630101,complete,playbyplay_inferred
Shot Chart Detail,1022400006,196,1641660,Zia Cooke,1611661320,Los Angeles Sparks,2,6,5,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-18,101,1,0,20240515,LAS,ATL,2024,1022400006196,8350,validated,,0,matched,playbyplayv2,1611661330,203406|204324|1628915|1641660|1642287,complete,playbyplay_inferred,202250|204323|1627672|1630101|1631009,complete,playbyplay_inferred
Shot Chart Detail,1022400006,444,1641660,Zia Cooke,1611661320,Los Angeles Sparks,4,8,11,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,32,1,0,20240515,LAS,ATL,2024,1022400006444,19090,validated,,0,matched,playbyplayv2,1611661330,204324|1630462|1630996|1641660|1642288,complete,playbyplay_inferred,202250|204323|1627672|1630101|1631009,complete,playbyplay_inferred
Shot Chart Detail,1022400011,133,1641660,Zia Cooke,1611661320,Los Angeles Sparks,1,1,16,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,199,1,0,20240518,LVA,LAS,2024,1022400011133,5240,validated,,0,matched,playbyplayv2,1611661319,1628915|1629574|1630462|1641660|1642287,complete,playbyplay_inferred,202641|1628276|1628932|1629484|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400011,217,1641660,Zia Cooke,1611661320,Los Angeles Sparks,2,4,37,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,5,64,1,1,20240518,LVA,LAS,2024,1022400011217,9230,validated,,0,matched,playbyplayv2,1611661319,203406|204324|1628882|1641660|1642287,complete,playbyplay_inferred,202252|204329|1628276|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022400011,230,1641660,Zia Cooke,1611661320,Los Angeles Sparks,2,3,31,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,215,142,1,0,20240518,LVA,LAS,2024,1022400011230,9890,validated,,0,matched,playbyplayv2,1611661319,203406|204324|1628882|1641660|1642287,complete,playbyplay_inferred,202252|1628276|1628932|1629498|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400011,401,1641660,Zia Cooke,1611661320,Los Angeles Sparks,3,3,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,68,1,0,20240518,LVA,LAS,2024,1022400011401,16100,validated,,0,matched,playbyplayv2,1611661319,203855|204324|1628882|1641660|1642288,complete,playbyplay_inferred,202252|1628932|1629484|1629498|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400011,405,1641660,Zia Cooke,1611661320,Los Angeles Sparks,3,2,53,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-45,20,1,1,20240518,LVA,LAS,2024,1022400011405,16270,validated,,0,matched,playbyplayv2,1611661319,203855|204324|1628882|1641660|1642288,complete,playbyplay_inferred,202252|1628932|1629484|1629498|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400011,407,1641660,Zia Cooke,1611661320,Los Angeles Sparks,3,2,11,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,27,1,0,20240518,LVA,LAS,2024,1022400011407,16690,validated,,0,matched,playbyplayv2,1611661319,203855|204324|1628882|1641660|1642288,complete,playbyplay_inferred,202252|1628932|1629484|1629498|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400011,434,1641660,Zia Cooke,1611661320,Los Angeles Sparks,3,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,149,72,1,0,20240518,LVA,LAS,2024,1022400011434,18000,validated,,0,matched,playbyplayv2,1611661319,203855|1628882|1629574|1641660|1642288,complete,playbyplay_inferred,204329|1628276|1629484|1629498|1642324,complete,playbyplay_inferred
Shot Chart Detail,1022400019,171,1641660,Zia Cooke,1611661320,Los Angeles Sparks,2,6,28,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-109,45,1,0,20240521,LAS,WAS,2024,1022400019171,8120,validated,,0,matched,playbyplayv2,1611661322,204324|1628882|1641660|1642287|1642288,complete,playbyplay_inferred,203828|1628317|1630459|1642210|1642290,complete,playbyplay_inferred
