GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1041800302,143,201907,Courtney Paris,1611661328,Seattle Storm,2,8,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,15,1,0,20180828,SEA,PHO,2018,1041800302143,6970,validated,,0,matched,playbyplayv2,1611661317,201518|201907|204319|204321|1628886,complete,playbyplay_inferred,201507|201886|201896|202657|203389,complete,playbyplay_inferred
Shot Chart Detail,1041800401,421,201907,Courtney Paris,1611661328,Seattle Storm,4,3,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-8,78,1,0,20180907,SEA,WAS,2018,1041800401421,22010,validated,,0,matched,playbyplayv2,1611661322,201907|204321|1628244|1628886|1628920,complete,playbyplay_inferred,202663|203403|203437|1627672|1628278,complete,playbyplay_inferred
Shot Chart Detail,1041800401,428,201907,Courtney Paris,1611661328,Seattle Storm,4,2,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,33,1,0,20180907,SEA,WAS,2018,1041800401428,22420,validated,,0,matched,playbyplayv2,1611661322,201049|201907|204321|1628244|1628920,complete,playbyplay_inferred,202663|203403|203437|1627672|1628278,complete,playbyplay_inferred
