GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,RAW_PERIOD,RAW_MINUTES_REMAINING,RAW_SECONDS_REMAINING,SHOT_CLOCK_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1040500121,328,101023,Sancho Lyttle,1611661316,Houston Comets,2,7,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050830,HOU,SEA,2005,1040500121328,19630,validated,2,7,17,source,100372,1,matched,playbyplayv2,1611661328,100072|100372|100384|100729|101023,complete,playbyplay_inferred,100484|100660|100682|100720|100796,complete,playbyplay_inferred
Shot Chart Detail,1040500211,108,101023,Sancho Lyttle,1611661316,Houston Comets,1,6,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050908,HOU,SAC,2005,1040500211108,8160,validated,1,6,24,source,100384,1,matched,playbyplayv2,1611661318,100072|100075|100384|100413|101023,complete,playbyplay_inferred,100419|100874|100919|100944|101040,complete,playbyplay_inferred
Shot Chart Detail,1040500212,36,101023,Sancho Lyttle,1611661316,Houston Comets,1,16,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050910,SAC,HOU,2005,104050021236,1860,validated,1,16,54,source,,0,matched,playbyplayv2,1611661318,100072|100076|100372|100384|101023,complete,playbyplay_inferred,100419|100874|100919|100944|101040,complete,playbyplay_inferred
Shot Chart Detail,1040500212,185,101023,Sancho Lyttle,1611661316,Houston Comets,1,0,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20050910,SAC,HOU,2005,1040500212185,11700,validated,1,0,30,source,,0,matched,playbyplayv2,1611661318,100072|100075|100076|100372|101023,complete,playbyplay_inferred,100419|100533|100874|100919|101027,complete,playbyplay_inferred
Shot Chart Detail,1040500212,219,101023,Sancho Lyttle,1611661316,Houston Comets,2,16,26,Made Shot,Finger Roll Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,41,1,1,20050910,SAC,HOU,2005,1040500212219,14140,validated,2,16,26,source,100075,1,matched,playbyplayv2,1611661318,100072|100075|100076|100384|101023,complete,playbyplay_inferred,100419|100874|100919|100944|101040,complete,playbyplay_inferred
