GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021500001,82,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,1,0,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,36.0,0.0,1,1,20150605,CON,WAS,2015,102150000182,5400,validated,204322,1,matched,playbyplayv2,1611661322,201067|203410|203826|203833|204322,complete,playbyplay_inferred,201048|201056|203401|203828|203866,complete,playbyplay_inferred
Shot Chart Detail,1021500013,307,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,1,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,17.0,-8.0,1,0,20150611,CON,CHI,2015,1021500013307,17010,validated,,0,matched,playbyplayv2,1611661329,202662|203402|203410|203826|204322,complete,playbyplay_inferred,200665|203399|203857|203887|204323,complete,playbyplay_inferred
Shot Chart Detail,1021500013,369,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,6,48,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,21.0,28.0,1,0,20150611,CON,CHI,2015,1021500013369,19920,validated,,0,matched,playbyplayv2,1611661329,201067|202662|203402|203410|203826,complete,playbyplay_inferred,200665|203067|203399|203857|204335,complete,playbyplay_inferred
Shot Chart Detail,1021500013,396,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,4,3,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-4.0,71.0,1,1,20150611,CON,CHI,2015,1021500013396,21570,validated,201067,1,matched,playbyplayv2,1611661329,201067|202662|203402|203410|203826,complete,playbyplay_inferred,200665|202664|203067|203399|204335,complete,playbyplay_inferred
Shot Chart Detail,1021500013,399,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,3,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,3.0,1,1,20150611,CON,CHI,2015,1021500013399,22040,validated,,0,matched,playbyplayv2,1611661329,201067|202662|203402|203410|203826,complete,playbyplay_inferred,200665|202664|203067|203399|204335,complete,playbyplay_inferred
Shot Chart Detail,1021500013,411,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,2,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19.0,0.0,197.0,1,0,20150611,CON,CHI,2015,1021500013411,22450,validated,,0,matched,playbyplayv2,1611661329,201067|202662|203402|203410|203826,complete,playbyplay_inferred,200665|202664|203067|203399|204335,complete,playbyplay_inferred
Shot Chart Detail,1021500020,71,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,3,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,-6.0,1,1,20150614,CON,ATL,2015,102150002071,4010,validated,204322,1,matched,playbyplayv2,1611661330,202653|203410|203826|203833|204322,complete,playbyplay_inferred,100396|100812|201492|201881|203026,complete,playbyplay_inferred
Shot Chart Detail,1021500020,76,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,2,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,7.0,-5.0,1,1,20150614,CON,ATL,2015,102150002076,4280,validated,,0,matched,playbyplayv2,1611661330,202653|203410|203826|203833|204322,complete,playbyplay_inferred,100396|101033|201492|201881|202623,complete,playbyplay_inferred
Shot Chart Detail,1021500020,170,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,3,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,9.0,1,0,20150614,CON,ATL,2015,1021500020170,10180,validated,,0,matched,playbyplayv2,1611661330,201067|203015|203402|203826|203833,complete,playbyplay_inferred,101023|101033|201881|202623|203830,complete,playbyplay_inferred
Shot Chart Detail,1021500020,180,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,2,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,7.0,1,0,20150614,CON,ATL,2015,1021500020180,10610,validated,,0,matched,playbyplayv2,1611661330,201067|202662|203015|203402|203826,complete,playbyplay_inferred,101023|101033|201881|203814|203830,complete,playbyplay_inferred
Shot Chart Detail,1021500020,207,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,0,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,24.0,41.0,1,0,20150614,CON,ATL,2015,1021500020207,11410,validated,,0,matched,playbyplayv2,1611661330,201067|202653|202662|203015|203826,complete,playbyplay_inferred,101023|101033|201881|203814|204365,complete,playbyplay_inferred
Shot Chart Detail,1021500020,231,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,9,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,9.0,1,0,20150614,CON,ATL,2015,1021500020231,12330,validated,,0,matched,playbyplayv2,1611661330,201067|202662|203402|203410|203826,complete,playbyplay_inferred,100812|101023|201492|201881|203026,complete,playbyplay_inferred
Shot Chart Detail,1021500020,240,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,8,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,24.0,24.0,1,1,20150614,CON,ATL,2015,1021500020240,13030,validated,202662,1,matched,playbyplayv2,1611661330,201067|202662|203402|203410|203826,complete,playbyplay_inferred,100812|101023|201492|201881|203026,complete,playbyplay_inferred
Shot Chart Detail,1021500020,350,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,6,58,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,8.0,9.0,1,1,20150614,CON,ATL,2015,1021500020350,19820,validated,,0,matched,playbyplayv2,1611661330,202653|202662|203015|203402|203826,complete,playbyplay_inferred,100812|101023|101033|201492|201881,complete,playbyplay_inferred
Shot Chart Detail,1021500027,108,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,7,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,7.0,1,1,20150616,SEA,CON,2015,1021500027108,7340,validated,203833,1,matched,playbyplayv2,1611661328,202653|203410|203826|203833|204322,complete,playbyplay_inferred,100720|201518|201904|202249|202626,complete,playbyplay_inferred
Shot Chart Detail,1021500027,161,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,3,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-43.0,34.0,1,0,20150616,SEA,CON,2015,1021500027161,9930,validated,,0,matched,playbyplayv2,1611661328,201067|202653|202662|203410|203826,complete,playbyplay_inferred,201518|201904|202249|204319|204321,complete,playbyplay_inferred
Shot Chart Detail,1021500027,182,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,1,18,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,9.0,45.0,1,1,20150616,SEA,CON,2015,1021500027182,11220,validated,,0,matched,playbyplayv2,1611661328,201067|202653|202662|203410|203826,complete,playbyplay_inferred,201518|201904|202252|204317|204319,complete,playbyplay_inferred
Shot Chart Detail,1021500027,218,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,8,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,32.0,34.0,1,0,20150616,SEA,CON,2015,1021500027218,12900,validated,,0,matched,playbyplayv2,1611661328,201067|202662|203402|203410|203826,complete,playbyplay_inferred,100720|201518|202249|202252|202626,complete,playbyplay_inferred
Shot Chart Detail,1021500027,235,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,6,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,15.0,1,0,20150616,SEA,CON,2015,1021500027235,13820,validated,,0,matched,playbyplayv2,1611661328,201067|202653|202662|203410|203826,complete,playbyplay_inferred,100720|201518|202249|202252|202626,complete,playbyplay_inferred
Shot Chart Detail,1021500033,101,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,9,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-15.0,64.0,1,0,20150619,PHO,CON,2015,1021500033101,6450,validated,,0,matched,playbyplayv2,1611661317,202653|203402|203410|203826|203833,complete,playbyplay_inferred,200673|200691|201049|204297|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500033,113,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,8,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,0.0,1,1,20150619,PHO,CON,2015,1021500033113,7170,validated,203833,1,matched,playbyplayv2,1611661317,202653|203015|203402|203826|203833,complete,playbyplay_inferred,200673|200691|201049|204297|204298,complete,playbyplay_inferred
Shot Chart Detail,1021500033,234,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,7,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-7.0,1.0,1,1,20150619,PHO,CON,2015,1021500033234,13750,validated,203402,1,matched,playbyplayv2,1611661317,201067|202662|203402|203410|203826,complete,playbyplay_inferred,200673|200676|200691|201507|201886,complete,playbyplay_inferred
Shot Chart Detail,1021500033,289,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,2,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,26.0,9.0,1,1,20150619,PHO,CON,2015,1021500033289,16510,validated,,0,matched,playbyplayv2,1611661317,201067|203402|203410|203826|203833,complete,playbyplay_inferred,200673|200676|201049|201886|204297,complete,playbyplay_inferred
Shot Chart Detail,1021500033,339,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,8,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,6.0,1,1,20150619,PHO,CON,2015,1021500033339,18740,validated,,0,matched,playbyplayv2,1611661317,202653|203015|203826|203833|204322,complete,playbyplay_inferred,200691|201049|201886|204297|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500033,341,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,8,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,21.0,0.0,1,0,20150619,PHO,CON,2015,1021500033341,19080,validated,,0,matched,playbyplayv2,1611661317,202653|203015|203826|203833|204322,complete,playbyplay_inferred,200691|201049|201886|204297|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500033,347,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,8,8,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,29.0,29.0,1,0,20150619,PHO,CON,2015,1021500033347,19120,validated,,0,matched,playbyplayv2,1611661317,202653|203015|203826|203833|204322,complete,playbyplay_inferred,200691|201049|201886|204297|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500033,351,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,7,22,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,13.0,50.0,1,0,20150619,PHO,CON,2015,1021500033351,19580,validated,,0,matched,playbyplayv2,1611661317,202653|203015|203826|203833|204322,complete,playbyplay_inferred,200691|201049|201886|204297|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500033,360,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,7,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-15.0,12.0,1,1,20150619,PHO,CON,2015,1021500033360,19650,validated,,0,matched,playbyplayv2,1611661317,202653|203015|203826|203833|204322,complete,playbyplay_inferred,200676|200691|201049|201886|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500033,415,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,1,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-65.0,39.0,1,0,20150619,PHO,CON,2015,1021500033415,23280,validated,,0,matched,playbyplayv2,1611661317,201067|202662|203402|203410|203826,complete,playbyplay_inferred,200673|200676|200691|201507|201886,complete,playbyplay_inferred
Shot Chart Detail,1021500033,569,203826,Alyssa Thomas,1611661323,Connecticut Sun,6,0,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,13.0,0.0,1,1,20150619,PHO,CON,2015,1021500033569,29710,validated,201067,1,matched,playbyplayv2,1611661317,201067|203402|203410|203826|203833,complete,playbyplay_inferred,200673|200676|201049|204297|204336,complete,playbyplay_inferred
Shot Chart Detail,1021500037,4,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,9,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,21.0,19.0,1,1,20150621,LAS,CON,2015,10215000374,350,validated,201067,1,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,101024|101080|202650|203025|204299,complete,playbyplay_inferred
Shot Chart Detail,1021500037,43,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,5,22,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,21.0,47.0,1,0,20150621,LAS,CON,2015,102150003743,2780,validated,,0,matched,playbyplayv2,1611661320,201067|203402|203410|203826|203833,complete,playbyplay_inferred,101024|101080|202650|203025|204299,complete,playbyplay_inferred
Shot Chart Detail,1021500037,131,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,5,40,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,21.0,31.0,1,0,20150621,LAS,CON,2015,1021500037131,8600,validated,,0,matched,playbyplayv2,1611661320,201067|203015|203402|203826|203833,complete,playbyplay_inferred,101024|101080|202650|203025|204299,complete,playbyplay_inferred
Shot Chart Detail,1021500037,182,203826,Alyssa Thomas,1611661323,Connecticut Sun,2,0,25,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,56.0,26.0,1,0,20150621,LAS,CON,2015,1021500037182,11750,validated,,0,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,101024|101080|202650|203025|204299,complete,playbyplay_inferred
Shot Chart Detail,1021500037,227,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,6,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12.0,125.0,28.0,1,1,20150621,LAS,CON,2015,1021500037227,14000,validated,202662,1,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,101024|101080|202650|204299|204348,complete,playbyplay_inferred
Shot Chart Detail,1021500037,284,203826,Alyssa Thomas,1611661323,Connecticut Sun,3,1,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,-52.0,101.0,1,0,20150621,LAS,CON,2015,1021500037284,17250,validated,,0,matched,playbyplayv2,1611661320,201067|203410|203826|203833|204322,complete,playbyplay_inferred,101024|101080|202650|203025|204299,complete,playbyplay_inferred
Shot Chart Detail,1021500037,369,203826,Alyssa Thomas,1611661323,Connecticut Sun,4,4,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,28.0,15.0,1,0,20150621,LAS,CON,2015,1021500037369,21240,validated,,0,matched,playbyplayv2,1611661320,201067|203402|203410|203826|203833,complete,playbyplay_inferred,101080|202650|203025|204299|204348,complete,playbyplay_inferred
Shot Chart Detail,1021500044,14,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,7,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-27.0,0.0,1,0,20150626,CON,LAS,2015,102150004414,1350,validated,,0,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,101024|202650|203014|204299|204348,complete,playbyplay_inferred
Shot Chart Detail,1021500044,17,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,7,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-68.0,41.0,1,0,20150626,CON,LAS,2015,102150004417,1650,validated,,0,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,101024|202650|203014|204299|204348,complete,playbyplay_inferred
Shot Chart Detail,1021500044,19,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,7,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-7.0,20.0,1,0,20150626,CON,LAS,2015,102150004419,1680,validated,,0,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,101024|202650|203014|204299|204348,complete,playbyplay_inferred
Shot Chart Detail,1021500044,39,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,5,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,97.0,124.0,1,0,20150626,CON,LAS,2015,102150004439,2520,validated,,0,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,202650|203014|203870|204299|204348,complete,playbyplay_inferred
Shot Chart Detail,1021500044,44,203826,Alyssa Thomas,1611661323,Connecticut Sun,1,5,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-146.0,58.0,1,0,20150626,CON,LAS,2015,102150004444,2760,validated,,0,matched,playbyplayv2,1611661320,201067|202662|203402|203410|203826,complete,playbyplay_inferred,202650|203014|203870|204299|204348,complete,playbyplay_inferred
