GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022300006,243,1641652,Maddy Siegrist,1611661321,Dallas Wings,2,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,139,197,1,0,20230520,DAL,ATL,2023,1022300006243,8840,validated,,0,matched,playbyplayv2,1611661330,203827|1629481|1630149|1631007|1641652,complete,playbyplay_inferred,204323|1628269|1628277|1629476|1630462,complete,playbyplay_inferred
Shot Chart Detail,1022300015,362,1641652,Maddy Siegrist,1611661321,Dallas Wings,3,2,51,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-45,52,1,0,20230526,SEA,DAL,2023,1022300015362,16290,validated,,0,matched,playbyplayv2,1611661328,203827|1629481|1630101|1631029|1641652,complete,playbyplay_inferred,204319|1628244|1628915|1629496|1630097,complete,playbyplay_inferred
Shot Chart Detail,1022300019,135,1641652,Maddy Siegrist,1611661321,Dallas Wings,2,9,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-6,243,1,1,20230528,CHI,DAL,2023,1022300019135,6170,validated,1630101,1,matched,playbyplayv2,1611661329,203827|1630101|1630386|1631029|1641652,complete,playbyplay_inferred,1627675|1629485|1629497|1630389|1631021,complete,playbyplay_inferred
Shot Chart Detail,1022300019,492,1641652,Maddy Siegrist,1611661321,Dallas Wings,4,5,54,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-3,1,1,20230528,CHI,DAL,2023,1022300019492,20460,validated,1631007,1,matched,playbyplayv2,1611661329,1629481|1630101|1630149|1631007|1641652,complete,playbyplay_inferred,1627674|1627675|1629501|1630389|1631021,complete,playbyplay_inferred
Shot Chart Detail,1022300026,349,1641652,Maddy Siegrist,1611661321,Dallas Wings,3,5,9,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,6,115,1,1,20230602,WAS,DAL,2023,1022300026349,14910,validated,1631007,1,matched,playbyplayv2,1611661322,203827|1629480|1629481|1631007|1641652,complete,playbyplay_inferred,203399|204333|1628279|1628878|1631022,complete,playbyplay_inferred
Shot Chart Detail,1022300026,358,1641652,Maddy Siegrist,1611661321,Dallas Wings,3,4,41,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,118,56,1,0,20230602,WAS,DAL,2023,1022300026358,15190,validated,,0,matched,playbyplayv2,1611661322,203827|1629480|1629481|1631007|1641652,complete,playbyplay_inferred,203399|204333|1628279|1628878|1631022,complete,playbyplay_inferred
Shot Chart Detail,1022300026,412,1641652,Maddy Siegrist,1611661321,Dallas Wings,3,0,31,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,32,1,1,20230602,WAS,DAL,2023,1022300026412,17690,validated,1630149,1,matched,playbyplayv2,1611661322,203827|1629481|1630149|1631029|1641652,complete,playbyplay_inferred,201911|203403|1628278|1628279|1631022,complete,playbyplay_inferred
Shot Chart Detail,1022300026,464,1641652,Maddy Siegrist,1611661321,Dallas Wings,4,6,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,127,40,1,0,20230602,WAS,DAL,2023,1022300026464,19960,validated,,0,matched,playbyplayv2,1611661322,203827|1629481|1630149|1631007|1641652,complete,playbyplay_inferred,203399|204333|1628878|1631022|1641642,complete,playbyplay_inferred
Shot Chart Detail,1022300032,233,1641652,Maddy Siegrist,1611661321,Dallas Wings,2,3,12,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,107,75,1,0,20230604,CON,DAL,2023,1022300032233,10080,validated,,0,matched,playbyplayv2,1611661323,1630101|1630149|1630386|1631007|1641652,complete,playbyplay_inferred,201886|203026|203826|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022300032,268,1641652,Maddy Siegrist,1611661321,Dallas Wings,2,0,1,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,63,1,0,20230604,CON,DAL,2023,1022300032268,11990,validated,,0,matched,playbyplayv2,1611661323,1629480|1630101|1630149|1631007|1641652,complete,playbyplay_inferred,201886|203026|203826|1628280|1629567,complete,playbyplay_inferred
Shot Chart Detail,1022300032,375,1641652,Maddy Siegrist,1611661321,Dallas Wings,3,0,20,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,101,100,1,0,20230604,CON,DAL,2023,1022300032375,17800,validated,,0,matched,playbyplayv2,1611661323,1629481|1630149|1630386|1631007|1641652,complete,playbyplay_inferred,203826|204296|1628280|1629567|1630096,complete,playbyplay_inferred
