GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022300001,166,1631031,Queen Egbo,1611661325,Indiana Fever,2,9,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,0,20230519,IND,CON,2023,1022300001166,6550,validated,,0,matched,playbyplayv2,1611661323,204365|1628929|1630471|1631031|1631086,complete,gamerotation,201886|203826|204296|1628280|1630112,complete,gamerotation
Shot Chart Detail,1022300001,297,1631031,Queen Egbo,1611661325,Indiana Fever,2,1,10,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,13,1,0,20230519,IND,CON,2023,1022300001297,11300,validated,,0,matched,playbyplayv2,1611661323,1628909|1628929|1630471|1631019|1631031,complete,gamerotation,201886|203826|1629567|1630112|1631135,complete,gamerotation
Shot Chart Detail,1022300001,301,1631031,Queen Egbo,1611661325,Indiana Fever,2,1,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,1,1,0,20230519,IND,CON,2023,1022300001301,11330,validated,,0,matched,playbyplayv2,1611661323,1628909|1628929|1630471|1631019|1631031,complete,gamerotation,201886|203826|1629567|1630112|1631135,complete,gamerotation
Shot Chart Detail,1022300001,316,1631031,Queen Egbo,1611661325,Indiana Fever,2,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,125,133,1,0,20230519,IND,CON,2023,1022300001316,12000,validated,,0,matched,playbyplayv2,1611661323,1628909|1628927|1628929|1630471|1631031,complete,playbyplay_inferred,201886|203826|1629567|1630112|1631135,complete,playbyplay_inferred
Shot Chart Detail,1022300001,630,1631031,Queen Egbo,1611661325,Indiana Fever,4,0,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,1,1,1,20230519,IND,CON,2023,1022300001630,23890,validated,1628909,1,matched,playbyplayv2,1611661323,204365|1628909|1630471|1631019|1631031,complete,gamerotation,201886|203026|203826|1629567|1631135,complete,gamerotation
Shot Chart Detail,1022300008,113,1631031,Queen Egbo,1611661325,Indiana Fever,1,1,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,0,1,0,20230521,NYL,IND,2023,1022300008113,4850,validated,,0,matched,playbyplayv2,1611661313,204365|1628242|1628929|1631031|1631086,complete,playbyplay_inferred,202259|203828|203866|1627668|1629477,complete,playbyplay_inferred
Shot Chart Detail,1022300008,119,1631031,Queen Egbo,1611661325,Indiana Fever,1,1,36,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,0,20230521,NYL,IND,2023,1022300008119,5040,validated,,0,matched,playbyplayv2,1611661313,204365|1628242|1628929|1631031|1631086,complete,playbyplay_inferred,202259|203828|203866|1627668|1629477,complete,playbyplay_inferred
Shot Chart Detail,1022300008,543,1631031,Queen Egbo,1611661325,Indiana Fever,4,3,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-123,74,1,0,20230521,NYL,IND,2023,1022300008543,21710,validated,,0,matched,playbyplayv2,1611661313,1628242|1628909|1628927|1628929|1631031,complete,playbyplay_inferred,202259|1627668|1629477|1629566|1630139,complete,playbyplay_inferred
Shot Chart Detail,1022300008,593,1631031,Queen Egbo,1611661325,Indiana Fever,4,0,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,7,1,1,20230521,NYL,IND,2023,1022300008593,23500,validated,1641658,1,matched,playbyplayv2,1611661313,1628927|1630471|1631031|1641658|1641687,complete,playbyplay_inferred,202664|203866|204335|1629566|1630139,complete,playbyplay_inferred
Shot Chart Detail,1022300008,597,1631031,Queen Egbo,1611661325,Indiana Fever,4,0,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,15,1,0,20230521,NYL,IND,2023,1022300008597,23810,validated,,0,matched,playbyplayv2,1611661313,1628927|1630471|1631031|1641658|1641687,complete,playbyplay_inferred,202664|203866|204335|1629566|1630139,complete,playbyplay_inferred
Shot Chart Detail,1022300018,255,1631031,Queen Egbo,1611661325,Indiana Fever,2,2,50,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,28,1,1,20230528,ATL,IND,2023,1022300018255,10300,validated,,0,matched,playbyplayv2,1611661330,1628909|1628927|1628929|1631031|1631086,complete,playbyplay_inferred,204323|1628269|1628277|1630462|1631009,complete,playbyplay_inferred
Shot Chart Detail,1022300018,266,1631031,Queen Egbo,1611661325,Indiana Fever,2,2,26,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-63,72,1,1,20230528,ATL,IND,2023,1022300018266,10540,validated,,0,matched,playbyplayv2,1611661330,1628909|1628927|1628929|1631031|1631086,complete,playbyplay_inferred,204323|1628269|1628277|1630462|1631009,complete,playbyplay_inferred
