GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022300065,406,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,8,30,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,17,1,1,20230618,LAS,CON,2023,1022300065406,18900,validated,204324,1,matched,playbyplayv2,1611661323,202662|203823|204324|1628317|1631089,complete,playbyplay_inferred,201886|203826|1628280|1630096|1630112,complete,playbyplay_inferred
Shot Chart Detail,1022300075,390,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,3,3,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,34,1,1,20230623,LAS,DAL,2023,1022300075390,16190,validated,,0,matched,playbyplayv2,1611661321,203014|204324|1628886|1630996|1631089,complete,playbyplay_inferred,203827|1629480|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300075,472,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,8,53,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-77,113,1,0,20230623,LAS,DAL,2023,1022300075472,18670,validated,,0,matched,playbyplayv2,1611661321,203014|203823|1628886|1630996|1631089,complete,playbyplay_inferred,203827|1629479|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300075,507,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,6,50,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,35,24,1,0,20230623,LAS,DAL,2023,1022300075507,19900,validated,,0,matched,playbyplayv2,1611661321,203014|203823|1628886|1628922|1631089,complete,playbyplay_inferred,203827|1629479|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300075,530,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,4,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-230,34,1,1,20230623,LAS,DAL,2023,1022300075530,21040,validated,203014,1,matched,playbyplayv2,1611661321,203014|203823|1628886|1628922|1631089,complete,playbyplay_inferred,203827|1629479|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300075,550,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,3,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,178,184,1,0,20230623,LAS,DAL,2023,1022300075550,21690,validated,,0,matched,playbyplayv2,1611661321,203014|203823|1628886|1628922|1631089,complete,playbyplay_inferred,203827|1629480|1629481|1630149|1631007,complete,playbyplay_inferred
Shot Chart Detail,1022300075,590,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,1,14,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,39,120,1,0,20230623,LAS,DAL,2023,1022300075590,23260,validated,,0,matched,playbyplayv2,1611661321,203014|204324|1628886|1628922|1631089,complete,playbyplay_inferred,203827|1629479|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300075,592,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,1,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,13,1,0,20230623,LAS,DAL,2023,1022300075592,23370,validated,,0,matched,playbyplayv2,1611661321,203014|204324|1628886|1628922|1631089,complete,playbyplay_inferred,203827|1629479|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300080,386,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,3,1,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-170,168,1,1,20230625,LAS,DAL,2023,1022300080386,16970,validated,203014,1,matched,playbyplayv2,1611661321,203014|203823|1628317|1628886|1631089,complete,playbyplay_inferred,203827|1629480|1629481|1630101|1630386,complete,playbyplay_inferred
Shot Chart Detail,1022300080,438,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,9,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-155,130,1,0,20230625,LAS,DAL,2023,1022300080438,18220,validated,,0,matched,playbyplayv2,1611661321,203014|204324|1628317|1628886|1631089,complete,playbyplay_inferred,203827|1629479|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300080,457,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,7,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-116,232,1,0,20230625,LAS,DAL,2023,1022300080457,19440,validated,,0,matched,playbyplayv2,1611661321,203014|204324|1628317|1628886|1631089,complete,playbyplay_inferred,203827|1629480|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300080,470,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,6,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,136,27,1,1,20230625,LAS,DAL,2023,1022300080470,20210,validated,1628317,1,matched,playbyplayv2,1611661321,203014|204324|1628317|1628886|1631089,complete,playbyplay_inferred,203827|1629480|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300080,487,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,4,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-230,34,1,0,20230625,LAS,DAL,2023,1022300080487,21310,validated,,0,matched,playbyplayv2,1611661321,203014|204324|1628317|1628886|1631089,complete,playbyplay_inferred,203827|1629480|1629481|1630101|1630149,complete,playbyplay_inferred
Shot Chart Detail,1022300080,501,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,3,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,1,20230625,LAS,DAL,2023,1022300080501,21940,validated,204324,1,matched,playbyplayv2,1611661321,203014|204324|1628317|1628886|1631089,complete,playbyplay_inferred,203827|1629479|1629480|1629481|1630101,complete,playbyplay_inferred
Shot Chart Detail,1022300085,127,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,77,83,775,1,0,20230628,CHI,LAS,2023,1022300085127,6000,validated,,0,matched,playbyplayv2,1611661329,203014|203823|1628317|1631089|1641660,complete,playbyplay_inferred,204322|1627674|1629497|1629571|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022300085,139,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,9,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,5,1,0,20230628,CHI,LAS,2023,1022300085139,6470,validated,,0,matched,playbyplayv2,1611661329,203823|204324|1628317|1631089|1641660,complete,playbyplay_inferred,1629497|1629501|1629571|1630389|1641641,complete,playbyplay_inferred
Shot Chart Detail,1022300091,155,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,6,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,195,0,1,0,20230630,CHI,LAS,2023,1022300091155,8020,validated,,0,matched,playbyplayv2,1611661329,202662|204324|1628317|1628922|1631089,complete,playbyplay_inferred,1627674|1629497|1629501|1629571|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022300091,184,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,3,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,86,289,1,0,20230630,CHI,LAS,2023,1022300091184,9940,validated,,0,matched,playbyplayv2,1611661329,202662|203014|1628317|1628922|1631089,complete,playbyplay_inferred,204322|1627674|1629497|1629571|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022300091,354,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,3,2,58,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,7,33,1,1,20230630,CHI,LAS,2023,1022300091354,16220,validated,,0,matched,playbyplayv2,1611661329,203014|204324|1628317|1631089|1641660,complete,playbyplay_inferred,1627674|1627675|1629501|1629571|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022300091,397,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,3,0,22,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,7,1,0,20230630,CHI,LAS,2023,1022300091397,17780,validated,,0,matched,playbyplayv2,1611661329,204324|1628317|1628922|1631089|1641660,complete,playbyplay_inferred,204322|1627674|1627675|1629501|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022300091,431,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,8,32,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,20,1,0,20230630,CHI,LAS,2023,1022300091431,18880,validated,,0,matched,playbyplayv2,1611661329,204324|1628317|1628922|1631089|1641660,complete,playbyplay_inferred,204322|1627674|1627675|1629501|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022300091,483,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,4,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,221,1,0,20230630,CHI,LAS,2023,1022300091483,21320,validated,,0,matched,playbyplayv2,1611661329,203014|204324|1628922|1631089|1641660,complete,playbyplay_inferred,204322|1629497|1629501|1630389|1641641,complete,playbyplay_inferred
Shot Chart Detail,1022300094,97,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,1,2,38,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-39,79,1,1,20230702,ATL,LAS,2023,102230009497,4420,validated,,0,matched,playbyplayv2,1611661330,203014|204324|1630996|1631089|1641660,complete,playbyplay_inferred,202658|1628277|1628881|1631009|1631044,complete,playbyplay_inferred
Shot Chart Detail,1022300094,144,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,55,-155,536,1,0,20230702,ATL,LAS,2023,1022300094144,6000,validated,,0,matched,playbyplayv2,1611661330,203014|204324|1628317|1630996|1631089,complete,playbyplay_inferred,1628277|1628881|1631009|1641650|1641656,complete,playbyplay_inferred
Shot Chart Detail,1022300094,161,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,8,14,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,2,111,1,0,20230702,ATL,LAS,2023,1022300094161,7060,validated,,0,matched,playbyplayv2,1611661330,203014|1628317|1628922|1630996|1631089,complete,playbyplay_inferred,1628269|1628277|1629476|1641650|1641656,complete,playbyplay_inferred
Shot Chart Detail,1022300094,225,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,4,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,22,221,49,1,0,20230702,ATL,LAS,2023,1022300094225,9310,validated,,0,matched,playbyplayv2,1611661330,203014|1628922|1630996|1631089|1641660,complete,playbyplay_inferred,202658|204323|1628881|1629476|1631009,complete,playbyplay_inferred
Shot Chart Detail,1022300094,244,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,3,40,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,73,141,1,0,20230702,ATL,LAS,2023,1022300094244,9800,validated,,0,matched,playbyplayv2,1611661330,204324|1628922|1630996|1631089|1641660,complete,playbyplay_inferred,202658|204323|1628881|1629476|1631009,complete,playbyplay_inferred
Shot Chart Detail,1022300094,505,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,6,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,24,227,81,1,0,20230702,ATL,LAS,2023,1022300094505,20060,validated,,0,matched,playbyplayv2,1611661330,204324|1628317|1628922|1631089|1641660,complete,playbyplay_inferred,1628277|1628881|1631009|1641650|1641656,complete,playbyplay_inferred
Shot Chart Detail,1022300094,518,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,5,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,109,214,1,0,20230702,ATL,LAS,2023,1022300094518,20480,validated,,0,matched,playbyplayv2,1611661330,204324|1628317|1628922|1631089|1641660,complete,playbyplay_inferred,204323|1628277|1631009|1631044|1641650,complete,playbyplay_inferred
Shot Chart Detail,1022300101,182,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,5,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,1,263,1,0,20230705,LAS,ATL,2023,1022300101182,8490,validated,,0,matched,playbyplayv2,1611661330,203014|1628317|1628886|1628922|1631089,complete,playbyplay_inferred,204323|1629476|1631009|1641650|1641656,complete,playbyplay_inferred
Shot Chart Detail,1022300110,189,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,7,19,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,22,240,1,0,20230709,PHO,LAS,2023,1022300110189,7610,validated,,0,matched,playbyplayv2,1611661317,202662|1628922|1630996|1631089|1641660,complete,playbyplay_inferred,203398|1629482|1630134|1630446|1641690,complete,playbyplay_inferred
Shot Chart Detail,1022300110,474,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,5,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,8,1,0,20230709,PHO,LAS,2023,1022300110474,20520,validated,,0,matched,playbyplayv2,1611661317,202662|203014|1628922|1630996|1631089,complete,playbyplay_inferred,100940|203398|1627669|1629482|1629488,complete,playbyplay_inferred
Shot Chart Detail,1022300110,559,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,0,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-3,1,1,20230709,PHO,LAS,2023,1022300110559,23960,validated,,0,matched,playbyplayv2,1611661317,202662|203014|1628922|1630996|1631089,complete,playbyplay_inferred,100940|203398|1627669|1629482|1629488,complete,playbyplay_inferred
Shot Chart Detail,1022300119,246,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,0,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20230712,LAS,LVA,2023,1022300119246,11730,validated,203014,1,matched,playbyplayv2,1611661319,202662|203014|204324|1628317|1631089,complete,playbyplay_inferred,203833|204329|1628276|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022300119,259,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,2,0,2,Made Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-72,77,1,1,20230712,LAS,LVA,2023,1022300119259,11980,validated,,0,matched,playbyplayv2,1611661319,203014|204324|1628317|1631089|1641660,complete,playbyplay_inferred,202252|203833|1628276|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022300119,380,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,3,0,16,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,76,1,0,20230712,LAS,LVA,2023,1022300119380,17840,validated,,0,matched,playbyplayv2,1611661319,204324|1628317|1628922|1631089|1641660,complete,playbyplay_inferred,202252|1628276|1628932|1629498|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300119,423,1631089,Destanni Henderson,1611661320,Los Angeles Sparks,4,7,53,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,0,20230712,LAS,LVA,2023,1022300119423,19270,validated,,0,matched,playbyplayv2,1611661319,203014|204324|1628922|1631089|1641660,complete,playbyplay_inferred,202252|203833|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300170,277,1631089,Destanni Henderson,1611661317,Phoenix Mercury,2,1,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,73,251,1,0,20230808,PHO,WAS,2023,1022300170277,11070,validated,,0,matched,playbyplayv2,1611661322,1629484|1629488|1630134|1630446|1631089,complete,playbyplay_inferred,204333|1627643|1628278|1628279|1631031,complete,playbyplay_inferred
Shot Chart Detail,1022300170,384,1631089,Destanni Henderson,1611661317,Phoenix Mercury,3,4,50,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,26,1,0,20230808,PHO,WAS,2023,1022300170384,15100,validated,,0,matched,playbyplayv2,1611661322,1627669|1629482|1629484|1631089|1641690,complete,playbyplay_inferred,203403|204333|1627643|1628278|1628279,complete,playbyplay_inferred
Shot Chart Detail,1022300170,412,1631089,Destanni Henderson,1611661317,Phoenix Mercury,3,2,34,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,13,1,1,20230808,PHO,WAS,2023,1022300170412,16460,validated,1629484,1,matched,playbyplayv2,1611661322,1627669|1629484|1630446|1631089|1641690,complete,playbyplay_inferred,203403|204333|1627643|1628279|1641642,complete,playbyplay_inferred
Shot Chart Detail,1022300170,490,1631089,Destanni Henderson,1611661317,Phoenix Mercury,4,6,48,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-190,20,1,0,20230808,PHO,WAS,2023,1022300170490,19920,validated,,0,matched,playbyplayv2,1611661322,100940|203398|1627669|1629488|1631089,complete,playbyplay_inferred,1627643|1628278|1628279|1628899|1641642,complete,playbyplay_inferred
Shot Chart Detail,1022300170,556,1631089,Destanni Henderson,1611661317,Phoenix Mercury,4,2,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,211,125,1,0,20230808,PHO,WAS,2023,1022300170556,22370,validated,,0,matched,playbyplayv2,1611661322,203398|1629482|1629488|1630446|1631089,complete,playbyplay_inferred,203403|204333|1628278|1628897|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022300172,93,1631089,Destanni Henderson,1611661317,Phoenix Mercury,1,2,45,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,4,1,1,20230810,PHO,CON,2023,102230017293,4350,validated,1630134,1,matched,playbyplayv2,1611661323,1629484|1629488|1630134|1630446|1631089,complete,playbyplay_inferred,203026|203826|1629567|1630043|1630096,complete,playbyplay_inferred
Shot Chart Detail,1022300172,210,1631089,Destanni Henderson,1611661317,Phoenix Mercury,2,5,45,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20230810,PHO,CON,2023,1022300172210,8550,validated,,0,matched,playbyplayv2,1611661323,100940|203398|1627669|1631089|1641690,complete,playbyplay_inferred,203026|203826|204296|1629567|1631135,complete,playbyplay_inferred
Shot Chart Detail,1022300179,192,1631089,Destanni Henderson,1611661317,Phoenix Mercury,2,3,17,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,18,1,0,20230813,SEA,PHO,2023,1022300179192,10030,validated,,0,matched,playbyplayv2,1611661328,100940|203398|1629482|1630446|1631089,complete,playbyplay_inferred,204319|1628915|1628920|1629496|1631141,complete,playbyplay_inferred
Shot Chart Detail,1022300186,526,1631089,Destanni Henderson,1611661317,Phoenix Mercury,4,3,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,117,141,1,0,20230818,PHO,NYL,2023,1022300186526,22090,validated,,0,matched,playbyplayv2,1611661313,1630134|1631089|1641653|1641690|1641700,complete,playbyplay_inferred,203828|1629477|1629546|1630139|1631055,complete,playbyplay_inferred
Shot Chart Detail,1022300186,542,1631089,Destanni Henderson,1611661317,Phoenix Mercury,4,2,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-141,197,1,0,20230818,PHO,NYL,2023,1022300186542,22740,validated,,0,matched,playbyplayv2,1611661313,1630134|1631089|1641653|1641690|1641700,complete,playbyplay_inferred,203828|1629477|1629546|1630139|1631055,complete,playbyplay_inferred
