GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022300017,114,1630996,Rae Burrell,1611661320,Los Angeles Sparks,1,1,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,169,183,1,0,20230527,LVA,LAS,2023,1022300017114,5070,validated,,0,matched,playbyplayv2,1611661319,204324|1628882|1630115|1630996|1641660,complete,playbyplay_inferred,201496|202252|204329|1628276|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022300017,461,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,6,58,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,61,53,1,1,20230527,LVA,LAS,2023,1022300017461,19820,validated,1631002,1,matched,playbyplayv2,1611661319,1628317|1630115|1630996|1631002|1641660,complete,playbyplay_inferred,202252|202641|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300017,467,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,6,21,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,21,1,0,20230527,LVA,LAS,2023,1022300017467,20190,validated,,0,matched,playbyplayv2,1611661319,1628317|1630115|1630996|1631002|1641660,complete,playbyplay_inferred,202252|202641|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300017,496,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,3,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,177,1,0,20230527,LVA,LAS,2023,1022300017496,21870,validated,,0,matched,playbyplayv2,1611661319,1628317|1630115|1630996|1631002|1641660,complete,playbyplay_inferred,202252|202641|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300017,503,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,2,55,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-21,54,1,1,20230527,LVA,LAS,2023,1022300017503,22250,validated,1628317,1,matched,playbyplayv2,1611661319,1628317|1630115|1630996|1631002|1641660,complete,playbyplay_inferred,202252|202641|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300017,530,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,1,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-47,31,1,0,20230527,LVA,LAS,2023,1022300017530,23230,validated,,0,matched,playbyplayv2,1611661319,1628317|1630115|1630996|1631002|1641660,complete,playbyplay_inferred,202252|202641|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300017,542,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,0,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-27,252,1,0,20230527,LVA,LAS,2023,1022300017542,23730,validated,,0,matched,playbyplayv2,1611661319,1628317|1630115|1630996|1631002|1641660,complete,playbyplay_inferred,202252|202641|204297|204329|1631006,complete,playbyplay_inferred
Shot Chart Detail,1022300068,181,1630996,Rae Burrell,1611661320,Los Angeles Sparks,2,5,33,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,38,1,1,20230620,LAS,MIN,2023,1022300068181,8670,validated,1628922,1,matched,playbyplayv2,1611661324,202662|203014|1628886|1628922|1630996,complete,playbyplay_inferred,203825|1627671|1627676|1631263|1641657,complete,playbyplay_inferred
Shot Chart Detail,1022300068,190,1630996,Rae Burrell,1611661320,Los Angeles Sparks,2,4,46,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,12,1,1,20230620,LAS,MIN,2023,1022300068190,9140,validated,202662,1,matched,playbyplayv2,1611661324,202662|203014|1628886|1628922|1630996,complete,playbyplay_inferred,203825|1627671|1627676|1631263|1641657,complete,playbyplay_inferred
Shot Chart Detail,1022300068,469,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,3,10,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,44,157,1,0,20230620,LAS,MIN,2023,1022300068469,22100,validated,,0,matched,playbyplayv2,1611661324,203014|203823|1628317|1628886|1630996,complete,playbyplay_inferred,203825|1627676|1628263|1629483|1631263,complete,playbyplay_inferred
Shot Chart Detail,1022300068,473,1630996,Rae Burrell,1611661320,Los Angeles Sparks,4,2,47,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,22,1,1,20230620,LAS,MIN,2023,1022300068473,22330,validated,1628317,1,matched,playbyplayv2,1611661324,203014|203823|1628317|1628886|1630996,complete,playbyplay_inferred,203825|1627676|1628263|1629483|1631263,complete,playbyplay_inferred
