GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1020800002,163,100651,Kiesha Brown,1611661320,Los Angeles Sparks,2,4,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22,118,197,1,0,20080517,PHO,LAS,2008,1020800002163,9370,validated,,0,matched,playbyplayv2,1611661317,100003|100396|100651|201496|201497,complete,playbyplay_inferred,100236|100920|200665|200692|201544,complete,playbyplay_inferred
Shot Chart Detail,1020800018,298,100651,Kiesha Brown,1611661320,Los Angeles Sparks,3,1,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,141,105,1,1,20080525,ATL,LAS,2008,1020800018298,16950,validated,,0,matched,playbyplayv2,1611661330,100199|100396|100651|100930|201496,complete,playbyplay_inferred,100484|100812|101080|201056|201477,complete,playbyplay_inferred
Shot Chart Detail,1020800018,300,100651,Kiesha Brown,1611661320,Los Angeles Sparks,3,1,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,160,1,1,20080525,ATL,LAS,2008,1020800018300,17350,validated,100930,1,matched,playbyplayv2,1611661330,100199|100396|100651|100930|201496,complete,playbyplay_inferred,100484|100812|101080|201056|201477,complete,playbyplay_inferred
Shot Chart Detail,1020800018,332,100651,Kiesha Brown,1611661320,Los Angeles Sparks,4,8,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,184,1,1,20080525,ATL,LAS,2008,1020800018332,18760,validated,,0,matched,playbyplayv2,1611661330,100199|100651|100930|100988|201086,complete,playbyplay_inferred,100484|100812|101080|201056|201477,complete,playbyplay_inferred
Shot Chart Detail,1020800024,286,100651,Kiesha Brown,1611661320,Los Angeles Sparks,3,4,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-113,196,1,1,20080529,IND,LAS,2008,1020800024286,15540,validated,100003,1,matched,playbyplayv2,1611661325,100003|100199|100651|101024|201496,complete,playbyplay_inferred,100284|100628|100666|100928|101020,complete,playbyplay_inferred
Shot Chart Detail,1020800024,310,100651,Kiesha Brown,1611661320,Los Angeles Sparks,3,2,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,21,128,178,1,0,20080529,IND,LAS,2008,1020800024310,16650,validated,,0,matched,playbyplayv2,1611661325,100003|100199|100396|100651|201497,complete,playbyplay_inferred,100284|100628|100666|100928|101020,complete,playbyplay_inferred
Shot Chart Detail,1020800029,95,100651,Kiesha Brown,1611661320,Los Angeles Sparks,1,1,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,31,164,1,0,20080531,WAS,LAS,2008,102080002995,5290,validated,,0,matched,playbyplayv2,1611661322,100003|100651|100988|101042|201496,complete,playbyplay_inferred,100412|100556|100690|100935|201520,complete,playbyplay_inferred
Shot Chart Detail,1020800029,163,100651,Kiesha Brown,1611661320,Los Angeles Sparks,2,4,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-97,143,1,1,20080531,WAS,LAS,2008,1020800029163,9120,validated,,0,matched,playbyplayv2,1611661322,100003|100651|100988|101042|201496,complete,playbyplay_inferred,100412|100949|101084|200673|201518,complete,playbyplay_inferred
Shot Chart Detail,1020800029,166,100651,Kiesha Brown,1611661320,Los Angeles Sparks,2,4,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-77,163,1,0,20080531,WAS,LAS,2008,1020800029166,9400,validated,,0,matched,playbyplayv2,1611661322,100003|100651|100988|101042|201496,complete,playbyplay_inferred,100412|100949|101084|200673|201518,complete,playbyplay_inferred
Shot Chart Detail,1020800029,258,100651,Kiesha Brown,1611661320,Los Angeles Sparks,3,4,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,22,6,225,1,0,20080531,WAS,LAS,2008,1020800029258,15060,validated,,0,matched,playbyplayv2,1611661322,100396|100651|100685|101042|201496,complete,playbyplay_inferred,100412|100935|100949|200673|201051,complete,playbyplay_inferred
Shot Chart Detail,1020800029,307,100651,Kiesha Brown,1611661320,Los Angeles Sparks,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,38,-156,349,1,0,20080531,WAS,LAS,2008,1020800029307,18000,validated,,0,matched,playbyplayv2,1611661322,100003|100651|100988|101042|201496,complete,playbyplay_inferred,100412|100556|100690|100935|100949,complete,playbyplay_inferred
Shot Chart Detail,1020800036,88,100651,Kiesha Brown,1611661320,Los Angeles Sparks,1,1,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-145,43,1,0,20080603,CHI,LAS,2008,102080003688,5230,validated,,0,matched,playbyplayv2,1611661329,100396|100651|100988|101042|201086,complete,playbyplay_inferred,100433|100667|100834|100939|200676,complete,playbyplay_inferred
