GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1020800033,218,201530,Sequoia Holmes,1611661316,Houston Comets,2,0,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,85,61,1,0,20080601,SEA,HOU,2008,1020800033218,11540,validated,,0,matched,playbyplayv2,1611661328,100076|100410|100729|201493|201530,complete,playbyplay_inferred,100682|100720|100721|101030|201052,complete,playbyplay_inferred
Shot Chart Detail,1020800081,285,201530,Sequoia Holmes,1611661316,Houston Comets,3,3,54,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20080621,MIN,HOU,2008,1020800081285,15660,validated,,0,matched,playbyplayv2,1611661324,100076|100410|100729|201492|201530,complete,playbyplay_inferred,100552|200671|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800081,297,201530,Sequoia Holmes,1611661316,Houston Comets,3,2,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,56,1,0,20080621,MIN,HOU,2008,1020800081297,16410,validated,,0,matched,playbyplayv2,1611661324,100076|100410|200691|201492|201530,complete,playbyplay_inferred,100493|100552|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800081,353,201530,Sequoia Holmes,1611661316,Houston Comets,4,7,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,44,23,1,0,20080621,MIN,HOU,2008,1020800081353,19490,validated,,0,matched,playbyplayv2,1611661324,100076|100410|100731|200691|201530,complete,playbyplay_inferred,100552|200671|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800081,355,201530,Sequoia Holmes,1611661316,Houston Comets,4,7,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,98,79,1,0,20080621,MIN,HOU,2008,1020800081355,19530,validated,,0,matched,playbyplayv2,1611661324,100076|100410|100731|200691|201530,complete,playbyplay_inferred,100552|200671|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800081,376,201530,Sequoia Holmes,1611661316,Houston Comets,4,6,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,21,207,61,1,0,20080621,MIN,HOU,2008,1020800081376,20360,validated,,0,matched,playbyplayv2,1611661324,100076|100410|100731|200691|201530,complete,playbyplay_inferred,100552|200671|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800081,379,201530,Sequoia Holmes,1611661316,Houston Comets,4,5,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,84,158,1,1,20080621,MIN,HOU,2008,1020800081379,20740,validated,,0,matched,playbyplayv2,1611661324,100076|100410|100731|200691|201530,complete,playbyplay_inferred,100552|200671|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800081,381,201530,Sequoia Holmes,1611661316,Houston Comets,4,4,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-113,79,1,0,20080621,MIN,HOU,2008,1020800081381,21130,validated,,0,matched,playbyplayv2,1611661324,100076|100410|100731|200691|201530,complete,playbyplay_inferred,100552|200671|201046|201499|201500,complete,playbyplay_inferred
Shot Chart Detail,1020800091,92,201530,Sequoia Holmes,1611661316,Houston Comets,2,9,13,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,72,26,1,1,20080624,SAN,HOU,2008,102080009192,6470,validated,,0,matched,playbyplayv2,1611661319,100729|200691|201492|201493|201530,complete,playbyplay_inferred,100103|100457|101021|200674|201478,complete,playbyplay_inferred
Shot Chart Detail,1020800091,94,201530,Sequoia Holmes,1611661316,Houston Comets,2,8,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-140,20,1,0,20080624,SAN,HOU,2008,102080009194,6890,validated,,0,matched,playbyplayv2,1611661319,100729|200691|201492|201493|201530,complete,playbyplay_inferred,100103|100457|101021|200674|201478,complete,playbyplay_inferred
Shot Chart Detail,1020800091,98,201530,Sequoia Holmes,1611661316,Houston Comets,2,8,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-5,1,0,20080624,SAN,HOU,2008,102080009198,7200,validated,,0,matched,playbyplayv2,1611661319,100729|200691|201492|201493|201530,complete,playbyplay_inferred,100103|100457|101021|200674|201478,complete,playbyplay_inferred
