GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1020800001,34,100888,Plenette Pierson,1611661321,Detroit Shock,1,5,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-99,41,1,0,20080517,DET,HOU,2008,102080000134,2490,validated,,0,matched,playbyplayv2,1611661316,100404|100414|100639|100888|201489,complete,playbyplay_inferred,100008|100012|100076|100410|100729,complete,playbyplay_inferred
Shot Chart Detail,1020800001,67,100888,Plenette Pierson,1611661321,Detroit Shock,1,3,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,128,58,1,0,20080517,DET,HOU,2008,102080000167,3920,validated,,0,matched,playbyplayv2,1611661316,100404|100639|100843|100883|100888,complete,playbyplay_inferred,100012|100410|100729|101023|201492,complete,playbyplay_inferred
Shot Chart Detail,1020800001,110,100888,Plenette Pierson,1611661321,Detroit Shock,2,9,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-146,15,1,1,20080517,DET,HOU,2008,1020800001110,6180,validated,201489,1,matched,playbyplayv2,1611661316,100404|100416|100639|100888|201489,complete,playbyplay_inferred,100076|100410|100731|200691|201492,complete,playbyplay_inferred
Shot Chart Detail,1020800001,113,100888,Plenette Pierson,1611661321,Detroit Shock,2,9,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20080517,DET,HOU,2008,1020800001113,6420,validated,,0,matched,playbyplayv2,1611661316,100404|100416|100639|100888|201489,complete,playbyplay_inferred,100076|100410|100731|200691|201492,complete,playbyplay_inferred
Shot Chart Detail,1020800001,123,100888,Plenette Pierson,1611661321,Detroit Shock,2,7,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20080517,DET,HOU,2008,1020800001123,7210,validated,100639,1,matched,playbyplayv2,1611661316,100414|100416|100639|100843|100888,complete,playbyplay_inferred,100076|100731|200691|201492|201493,complete,playbyplay_inferred
Shot Chart Detail,1020800001,132,100888,Plenette Pierson,1611661321,Detroit Shock,2,6,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20080517,DET,HOU,2008,1020800001132,8110,validated,100414,1,matched,playbyplayv2,1611661316,100414|100416|100639|100843|100888,complete,playbyplay_inferred,100008|100076|200691|201492|201493,complete,playbyplay_inferred
Shot Chart Detail,1020800001,140,100888,Plenette Pierson,1611661321,Detroit Shock,2,5,28,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,0,86,1,0,20080517,DET,HOU,2008,1020800001140,8720,validated,,0,matched,playbyplayv2,1611661316,100404|100414|100639|100843|100888,complete,playbyplay_inferred,100008|100076|200691|201492|201493,complete,playbyplay_inferred
Shot Chart Detail,1020800001,142,100888,Plenette Pierson,1611661321,Detroit Shock,2,5,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-2,123,1,0,20080517,DET,HOU,2008,1020800001142,8770,validated,,0,matched,playbyplayv2,1611661316,100404|100414|100639|100843|100888,complete,playbyplay_inferred,100008|100076|200691|201492|201493,complete,playbyplay_inferred
Shot Chart Detail,1020800001,162,100888,Plenette Pierson,1611661321,Detroit Shock,2,3,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20080517,DET,HOU,2008,1020800001162,9980,validated,,0,matched,playbyplayv2,1611661316,100404|100414|100639|100888|101025,complete,playbyplay_inferred,100008|100076|101023|201492|201493,complete,playbyplay_inferred
Shot Chart Detail,1020800001,277,100888,Plenette Pierson,1611661321,Detroit Shock,3,3,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,13,1,0,20080517,DET,HOU,2008,1020800001277,16030,validated,,0,matched,playbyplayv2,1611661316,100404|100843|100883|100888|201487,complete,playbyplay_inferred,100012|100076|100410|101023|201492,complete,playbyplay_inferred
Shot Chart Detail,1020800001,334,100888,Plenette Pierson,1611661321,Detroit Shock,4,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,26,153,1,0,20080517,DET,HOU,2008,1020800001334,18410,validated,,0,matched,playbyplayv2,1611661316,100414|100416|100888|101025|201487,complete,playbyplay_inferred,100008|100076|100410|201492|201531,complete,playbyplay_inferred
Shot Chart Detail,1020800001,358,100888,Plenette Pierson,1611661321,Detroit Shock,4,7,33,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20080517,DET,HOU,2008,1020800001358,19470,validated,,0,matched,playbyplayv2,1611661316,100414|100416|100888|101025|201487,complete,playbyplay_inferred,100012|100076|100410|100729|201492,complete,playbyplay_inferred
Shot Chart Detail,1020800001,361,100888,Plenette Pierson,1611661321,Detroit Shock,4,7,1,Made Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,94,26,1,1,20080517,DET,HOU,2008,1020800001361,19790,validated,101025,1,matched,playbyplayv2,1611661316,100414|100416|100888|101025|201487,complete,playbyplay_inferred,100012|100076|100410|100729|201492,complete,playbyplay_inferred
Shot Chart Detail,1020800008,57,100888,Plenette Pierson,1611661321,Detroit Shock,1,3,37,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20080518,MIN,DET,2008,102080000857,3830,validated,,0,matched,playbyplayv2,1611661324,100404|100416|100639|100843|100888,complete,playbyplay_inferred,100932|100933|200671|201077|201499,complete,playbyplay_inferred
Shot Chart Detail,1020800008,66,100888,Plenette Pierson,1611661321,Detroit Shock,1,2,37,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-135,38,1,1,20080518,MIN,DET,2008,102080000866,4430,validated,100416,1,matched,playbyplayv2,1611661324,100414|100416|100639|100843|100888,complete,playbyplay_inferred,100933|200671|201077|201499|201501,complete,playbyplay_inferred
