GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,14,2,0.143,2001-02
League Averages,Above the Break 3,Center(C),24+ ft.,98,25,0.255,2001-02
League Averages,Above the Break 3,Center(C),16-24 ft.,1114,387,0.347,2001-02
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,177,52,0.294,2001-02
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,1363,459,0.337,2001-02
League Averages,Above the Break 3,Left Side(L),16-24 ft.,635,199,0.313,2001-02
League Averages,Above the Break 3,Left Side(L),24+ ft.,71,25,0.352,2001-02
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,139,40,0.288,2001-02
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,1322,459,0.347,2001-02
League Averages,Above the Break 3,Right Side(R),8-16 ft.,1,0,0.0,2001-02
League Averages,Above the Break 3,Right Side(R),16-24 ft.,566,180,0.318,2001-02
League Averages,Above the Break 3,Right Side(R),24+ ft.,21,3,0.143,2001-02
League Averages,Backcourt,Back Court(BC),Back Court Shot,14,0,0.0,2001-02
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1691,643,0.38,2001-02
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4195,1430,0.341,2001-02
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,433,150,0.346,2001-02
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,468,149,0.318,2001-02
League Averages,Left Corner 3,Left Side(L),24+ ft.,248,92,0.371,2001-02
League Averages,Left Corner 3,Left Side(L),16-24 ft.,407,140,0.344,2001-02
League Averages,Mid-Range,Center(C),8-16 ft.,526,197,0.375,2001-02
League Averages,Mid-Range,Center(C),16-24 ft.,463,169,0.365,2001-02
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,399,154,0.386,2001-02
League Averages,Mid-Range,Left Side(L),16-24 ft.,507,210,0.414,2001-02
League Averages,Mid-Range,Left Side(L),8-16 ft.,2654,839,0.316,2001-02
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,373,141,0.378,2001-02
League Averages,Mid-Range,Right Side(R),8-16 ft.,2541,856,0.337,2001-02
League Averages,Mid-Range,Right Side(R),16-24 ft.,330,114,0.345,2001-02
League Averages,Restricted Area,Center(C),Less Than 8 ft.,8752,5039,0.576,2001-02
League Averages,Right Corner 3,Center(C),Less Than 8 ft.,1,0,0.0,2001-02
League Averages,Right Corner 3,Right Side(R),16-24 ft.,350,127,0.363,2001-02
League Averages,Right Corner 3,Right Side(R),24+ ft.,72,29,0.403,2001-02
