GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1020600005,71,100372,Dawn Staley,1611661316,Houston Comets,1,2,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,86,1,0,20060521,HOU,SAN,2006,102060000571,4590,validated,,0,matched,playbyplayv2,1611661319,100072|100076|100372|100384|100413,complete,playbyplay_inferred,100410|100873|100883|101022|101032,complete,playbyplay_inferred
Shot Chart Detail,1020600005,201,100372,Dawn Staley,1611661316,Houston Comets,3,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,22,-2,224,1,0,20060521,HOU,SAN,2006,1020600005201,12860,validated,,0,matched,playbyplayv2,1611661319,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100103|100410|101026|200674|200686,complete,playbyplay_inferred
Shot Chart Detail,1020600012,22,100372,Dawn Staley,1611661316,Houston Comets,1,7,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-186,63,1,1,20060523,SEA,HOU,2006,102060001222,1560,validated,100384,1,matched,playbyplayv2,1611661328,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100046|100484|100682|100720|100796,complete,playbyplay_inferred
Shot Chart Detail,1020600012,152,100372,Dawn Staley,1611661316,Houston Comets,2,3,24,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,62,122,1,1,20060523,SEA,HOU,2006,1020600012152,9960,validated,,0,matched,playbyplayv2,1611661328,100072|100076|100372|100384|100759,complete,playbyplay_inferred,100046|100484|100682|100720|100796,complete,playbyplay_inferred
Shot Chart Detail,1020600012,250,100372,Dawn Staley,1611661316,Houston Comets,3,3,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,23,-195,130,1,0,20060523,SEA,HOU,2006,1020600012250,16110,validated,,0,matched,playbyplayv2,1611661328,100372|100384|100759|101033|200691,complete,playbyplay_inferred,100046|100233|100720|100728|101030,complete,playbyplay_inferred
Shot Chart Detail,1020600012,252,100372,Dawn Staley,1611661316,Houston Comets,3,3,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060523,SEA,HOU,2006,1020600012252,16150,validated,,0,matched,playbyplayv2,1611661328,100372|100384|100759|101033|200691,complete,playbyplay_inferred,100046|100233|100720|100728|101030,complete,playbyplay_inferred
Shot Chart Detail,1020600012,265,100372,Dawn Staley,1611661316,Houston Comets,3,1,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,141,-14,1,0,20060523,SEA,HOU,2006,1020600012265,16820,validated,,0,matched,playbyplayv2,1611661328,100076|100372|100384|101033|200691,complete,playbyplay_inferred,100233|100682|100720|100728|101030,complete,playbyplay_inferred
Shot Chart Detail,1020600017,29,100372,Dawn Staley,1611661316,Houston Comets,1,5,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,21,-120,181,1,0,20060525,SAC,HOU,2006,102060001729,2580,validated,,0,matched,playbyplayv2,1611661318,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100234|100419|100731|100919|200684,complete,playbyplay_inferred
Shot Chart Detail,1020600017,157,100372,Dawn Staley,1611661316,Houston Comets,2,3,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,21,212,41,1,1,20060525,SAC,HOU,2006,1020600017157,9860,validated,100076,1,matched,playbyplayv2,1611661318,100072|100076|100372|100384|100759,complete,playbyplay_inferred,100234|100419|100919|100944|200684,complete,playbyplay_inferred
Shot Chart Detail,1020600017,159,100372,Dawn Staley,1611661316,Houston Comets,2,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,20,-107,179,1,1,20060525,SAC,HOU,2006,1020600017159,10270,validated,100384,1,matched,playbyplayv2,1611661318,100072|100076|100372|100384|100759,complete,playbyplay_inferred,100234|100419|100919|100944|200684,complete,playbyplay_inferred
Shot Chart Detail,1020600025,40,100372,Dawn Staley,1611661316,Houston Comets,1,5,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,20,199,56,1,0,20060531,HOU,IND,2006,102060002540,2630,validated,,0,matched,playbyplayv2,1611661325,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100284|100347|100493|100928|101020,complete,playbyplay_inferred
Shot Chart Detail,1020600025,58,100372,Dawn Staley,1611661316,Houston Comets,1,3,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,98,54,1,1,20060531,HOU,IND,2006,102060002558,3860,validated,,0,matched,playbyplayv2,1611661325,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100284|100347|100928|101020|200679,complete,playbyplay_inferred
Shot Chart Detail,1020600025,208,100372,Dawn Staley,1611661316,Houston Comets,3,9,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,20,171,120,1,0,20060531,HOU,IND,2006,1020600025208,12400,validated,,0,matched,playbyplayv2,1611661325,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100284|100347|100493|100928|200679,complete,playbyplay_inferred
Shot Chart Detail,1020600025,244,100372,Dawn Staley,1611661316,Houston Comets,3,5,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060531,HOU,IND,2006,1020600025244,14470,validated,,0,matched,playbyplayv2,1611661325,100072|100372|100384|100729|100759,complete,playbyplay_inferred,100284|100347|100493|100928|200679,complete,playbyplay_inferred
Shot Chart Detail,1020600025,278,100372,Dawn Staley,1611661316,Houston Comets,3,2,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,-5,1,0,20060531,HOU,IND,2006,1020600025278,16230,validated,,0,matched,playbyplayv2,1611661325,100072|100076|100372|100759|101033,complete,playbyplay_inferred,100284|100746|100928|101020|200679,complete,playbyplay_inferred
Shot Chart Detail,1020600030,8,100372,Dawn Staley,1611661316,Houston Comets,1,9,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,21,-25,214,1,0,20060602,HOU,CHI,2006,10206000308,460,validated,,0,matched,playbyplayv2,1611661329,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100642|100667|100722|100942|100952,complete,playbyplay_inferred
Shot Chart Detail,1020600030,44,100372,Dawn Staley,1611661316,Houston Comets,1,6,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060602,HOU,CHI,2006,102060003044,2280,validated,100072,1,matched,playbyplayv2,1611661329,100072|100076|100372|100384|100729,complete,playbyplay_inferred,100642|100667|100722|100942|100952,complete,playbyplay_inferred
Shot Chart Detail,1020600030,74,100372,Dawn Staley,1611661316,Houston Comets,1,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,21,133,163,1,0,20060602,HOU,CHI,2006,102060003074,4200,validated,,0,matched,playbyplayv2,1611661329,100076|100372|100384|100759|101033,complete,playbyplay_inferred,100470|100642|100722|100952|200676,complete,playbyplay_inferred
