GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1020600138,126,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,2,5,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,7,1,1,20060714,CHI,HOU,2006,1020600138126,8520,validated,,0,matched,playbyplayv2,1611661329,100008|100372|100387|101033|200691,complete,playbyplay_inferred,100414|100470|100727|100952|200688,complete,playbyplay_inferred
Shot Chart Detail,1020600158,361,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,4,1,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060720,HOU,MIN,2006,1020600158361,23000,validated,101023,1,matched,playbyplayv2,1611661324,100387|100413|100786|101023|101033,complete,playbyplay_inferred,100526|100658|100933|200677|200701,complete,playbyplay_inferred
Shot Chart Detail,1020600177,154,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,2,4,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20060727,HOU,PHO,2006,1020600177154,9430,validated,,0,matched,playbyplayv2,1611661317,100072|100372|100387|100729|101033,complete,playbyplay_inferred,100627|100759|100940|200665|200702,complete,playbyplay_inferred
Shot Chart Detail,1020600177,174,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,2,2,29,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,74,133,1,1,20060727,HOU,PHO,2006,1020600177174,10510,validated,101033,1,matched,playbyplayv2,1611661317,100072|100372|100387|100786|101033,complete,playbyplay_inferred,100627|100759|100940|200665|200702,complete,playbyplay_inferred
Shot Chart Detail,1020600177,184,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,2,1,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,66,109,1,0,20060727,HOU,PHO,2006,1020600177184,11390,validated,,0,matched,playbyplayv2,1611661317,100072|100372|100387|100729|101033,complete,playbyplay_inferred,100627|100759|100940|200665|200702,complete,playbyplay_inferred
Shot Chart Detail,1020600177,252,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,3,6,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060727,HOU,PHO,2006,1020600177252,14350,validated,100072,1,matched,playbyplayv2,1611661317,100072|100372|100387|100413|101033,complete,playbyplay_inferred,100552|100627|100696|100940|101080,complete,playbyplay_inferred
Shot Chart Detail,1020600188,67,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,1,2,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-115,22,1,1,20060730,PHO,HOU,2006,102060018867,4260,validated,,0,matched,playbyplayv2,1611661317,100008|100072|100372|100387|100413,complete,playbyplay_inferred,100552|100627|100634|100940|200665,complete,playbyplay_inferred
Shot Chart Detail,1020600188,115,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,2,7,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-74,99,1,1,20060730,PHO,HOU,2006,1020600188115,7500,validated,100072,1,matched,playbyplayv2,1611661317,100072|100387|100413|100786|101033,complete,playbyplay_inferred,100544|100634|100940|100975|200665,complete,playbyplay_inferred
Shot Chart Detail,1020600188,228,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,3,6,16,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,68,1,1,20060730,PHO,HOU,2006,1020600188228,14240,validated,,0,matched,playbyplayv2,1611661317,100008|100072|100387|100729|100786,complete,playbyplay_inferred,100552|100627|100634|100940|200665,complete,playbyplay_inferred
Shot Chart Detail,1020600188,260,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,3,1,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060730,PHO,HOU,2006,1020600188260,17150,validated,,0,matched,playbyplayv2,1611661317,100008|100072|100372|100387|100413,complete,playbyplay_inferred,100634|100759|100940|100975|200665,complete,playbyplay_inferred
Shot Chart Detail,1020600188,329,100387,Astou Ndiaye-Diatta,1611661316,Houston Comets,4,5,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20060730,PHO,HOU,2006,1020600188329,20980,validated,,0,matched,playbyplayv2,1611661317,100008|100072|100372|100387|100413,complete,playbyplay_inferred,100552|100627|100634|100940|200665,complete,playbyplay_inferred
