GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,11,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,2510,832,0.331
League Averages,Above the Break 3,Center(C),16-24 ft.,312,112,0.359
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,471,156,0.331
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,4545,1518,0.334
League Averages,Above the Break 3,Left Side(L),16-24 ft.,363,129,0.355
League Averages,Above the Break 3,Left Side(L),24+ ft.,684,218,0.319
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,4158,1440,0.346
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,321,111,0.346
League Averages,Above the Break 3,Right Side(R),24+ ft.,613,234,0.382
League Averages,Above the Break 3,Right Side(R),16-24 ft.,327,116,0.355
League Averages,Backcourt,Back Court(BC),Back Court Shot,109,1,0.009
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,2311,940,0.407
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6579,2809,0.427
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,355,123,0.346
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,367,149,0.406
League Averages,Left Corner 3,Left Side(L),24+ ft.,1271,476,0.375
League Averages,Left Corner 3,Left Side(L),16-24 ft.,9,4,0.444
League Averages,Mid-Range,Center(C),16-24 ft.,823,304,0.369
League Averages,Mid-Range,Center(C),8-16 ft.,441,190,0.431
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,662,252,0.381
League Averages,Mid-Range,Left Side(L),8-16 ft.,1044,407,0.39
League Averages,Mid-Range,Left Side(L),16-24 ft.,252,94,0.373
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,618,245,0.396
League Averages,Mid-Range,Right Side(R),8-16 ft.,1020,375,0.368
League Averages,Mid-Range,Right Side(R),16-24 ft.,237,78,0.329
League Averages,Restricted Area,Center(C),Less Than 8 ft.,13285,8545,0.643
League Averages,Right Corner 3,Right Side(R),24+ ft.,872,302,0.346
League Averages,Right Corner 3,Right Side(R),16-24 ft.,5,2,0.4
