GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,14,2,0.143,2010-11
League Averages,Above the Break 3,Center(C),24+ ft.,139,32,0.23,2010-11
League Averages,Above the Break 3,Center(C),16-24 ft.,823,260,0.316,2010-11
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,182,49,0.269,2010-11
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,1421,509,0.358,2010-11
League Averages,Above the Break 3,Left Side(L),16-24 ft.,665,238,0.358,2010-11
League Averages,Above the Break 3,Left Side(L),24+ ft.,69,25,0.362,2010-11
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,217,65,0.3,2010-11
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,1553,551,0.355,2010-11
League Averages,Above the Break 3,Right Side(R),16-24 ft.,552,204,0.37,2010-11
League Averages,Above the Break 3,Right Side(R),24+ ft.,94,36,0.383,2010-11
League Averages,Backcourt,Back Court(BC),Back Court Shot,46,1,0.022,2010-11
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,923,376,0.407,2010-11
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,2569,985,0.383,2010-11
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,287,99,0.345,2010-11
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,325,125,0.385,2010-11
League Averages,Left Corner 3,Left Side(L),24+ ft.,223,70,0.314,2010-11
League Averages,Left Corner 3,Left Side(L),16-24 ft.,404,157,0.389,2010-11
League Averages,Mid-Range,Center(C),8-16 ft.,404,156,0.386,2010-11
League Averages,Mid-Range,Center(C),16-24 ft.,737,289,0.392,2010-11
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,705,281,0.399,2010-11
League Averages,Mid-Range,Left Side(L),16-24 ft.,604,224,0.371,2010-11
League Averages,Mid-Range,Left Side(L),8-16 ft.,1791,658,0.367,2010-11
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,884,359,0.406,2010-11
League Averages,Mid-Range,Right Side(R),8-16 ft.,1673,635,0.38,2010-11
League Averages,Mid-Range,Right Side(R),16-24 ft.,684,273,0.399,2010-11
League Averages,Restricted Area,Center(C),Less Than 8 ft.,8659,5092,0.588,2010-11
League Averages,Right Corner 3,Right Side(R),16-24 ft.,135,53,0.393,2010-11
League Averages,Right Corner 3,Right Side(R),24+ ft.,313,136,0.435,2010-11
