GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,7,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,52,12,0.231
League Averages,Above the Break 3,Center(C),16-24 ft.,696,261,0.375
League Averages,Above the Break 3,Center(C),Less Than 8 ft.,1,0,0.0
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,1055,339,0.321
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,161,45,0.28
League Averages,Above the Break 3,Left Side(L),16-24 ft.,562,174,0.31
League Averages,Above the Break 3,Left Side(L),24+ ft.,75,20,0.267
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,170,45,0.265
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,1028,363,0.353
League Averages,Above the Break 3,Right Side(R),24+ ft.,49,16,0.327
League Averages,Above the Break 3,Right Side(R),16-24 ft.,517,174,0.337
League Averages,Backcourt,Back Court(BC),Back Court Shot,25,0,0.0
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1057,412,0.39
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,2744,988,0.36
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,374,133,0.356
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,363,121,0.333
League Averages,Left Corner 3,Left Side(L),24+ ft.,277,98,0.354
League Averages,Left Corner 3,Left Side(L),16-24 ft.,204,75,0.368
League Averages,Mid-Range,Center(C),16-24 ft.,518,205,0.396
League Averages,Mid-Range,Center(C),8-16 ft.,478,187,0.391
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,668,248,0.371
League Averages,Mid-Range,Left Side(L),8-16 ft.,2073,740,0.357
League Averages,Mid-Range,Left Side(L),16-24 ft.,607,210,0.346
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,623,252,0.404
League Averages,Mid-Range,Right Side(R),8-16 ft.,1971,690,0.35
League Averages,Mid-Range,Right Side(R),16-24 ft.,412,158,0.383
League Averages,Restricted Area,Center(C),Less Than 8 ft.,8435,4750,0.563
League Averages,Right Corner 3,Center(C),Less Than 8 ft.,2,0,0.0
League Averages,Right Corner 3,Right Side(R),24+ ft.,190,66,0.347
League Averages,Right Corner 3,Right Side(R),16-24 ft.,174,78,0.448
