GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Center(C),24+ ft.,12,6,0.5,2012-13
League Averages,Above the Break 3,Center(C),16-24 ft.,92,25,0.272,2012-13
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,18,4,0.222,2012-13
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,141,50,0.355,2012-13
League Averages,Above the Break 3,Left Side(L),16-24 ft.,53,19,0.358,2012-13
League Averages,Above the Break 3,Left Side(L),24+ ft.,8,3,0.375,2012-13
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,25,7,0.28,2012-13
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,145,55,0.379,2012-13
League Averages,Above the Break 3,Right Side(R),16-24 ft.,37,10,0.27,2012-13
League Averages,Above the Break 3,Right Side(R),24+ ft.,6,0,0.0,2012-13
League Averages,Backcourt,Back Court(BC),Back Court Shot,5,0,0.0,2012-13
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,106,43,0.406,2012-13
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,215,76,0.353,2012-13
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,25,11,0.44,2012-13
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,25,9,0.36,2012-13
League Averages,Left Corner 3,Left Side(L),24+ ft.,24,8,0.333,2012-13
League Averages,Left Corner 3,Left Side(L),16-24 ft.,22,9,0.409,2012-13
League Averages,Mid-Range,Center(C),8-16 ft.,42,20,0.476,2012-13
League Averages,Mid-Range,Center(C),16-24 ft.,83,33,0.398,2012-13
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,72,34,0.472,2012-13
League Averages,Mid-Range,Left Side(L),16-24 ft.,48,22,0.458,2012-13
League Averages,Mid-Range,Left Side(L),8-16 ft.,161,58,0.36,2012-13
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,92,31,0.337,2012-13
League Averages,Mid-Range,Right Side(R),8-16 ft.,145,56,0.386,2012-13
League Averages,Mid-Range,Right Side(R),16-24 ft.,55,18,0.327,2012-13
League Averages,Restricted Area,Center(C),Less Than 8 ft.,856,477,0.557,2012-13
League Averages,Right Corner 3,Right Side(R),16-24 ft.,15,7,0.467,2012-13
League Averages,Right Corner 3,Right Side(R),24+ ft.,20,8,0.4,2012-13
