GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021000103,105,201056,Ivory Latta,1611661321,Tulsa Shock,1,0,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,176,156,1,0,20100708,IND,TUL,2010,1021000103105,5460,validated,,0,matched,playbyplayv2,1611661325,100887|101080|201050|201056|201483,complete,playbyplay_inferred,100666|101042|201047|201896|201919,complete,playbyplay_inferred
Shot Chart Detail,1021000103,177,201056,Ivory Latta,1611661321,Tulsa Shock,2,5,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,21,-209,47,1,0,20100708,IND,TUL,2010,1021000103177,8690,validated,,0,matched,playbyplayv2,1611661325,100651|101025|101080|201056|201483,complete,playbyplay_inferred,100628|100646|100928|201896|202265,complete,playbyplay_inferred
Shot Chart Detail,1021000103,204,201056,Ivory Latta,1611661321,Tulsa Shock,2,3,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22,103,195,1,1,20100708,IND,TUL,2010,1021000103204,10200,validated,101080,1,matched,playbyplayv2,1611661325,101080|200686|201050|201056|201483,complete,playbyplay_inferred,100628|100646|100666|100928|201896,complete,playbyplay_inferred
Shot Chart Detail,1021000103,273,201056,Ivory Latta,1611661321,Tulsa Shock,3,5,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-87,151,1,0,20100708,IND,TUL,2010,1021000103273,14660,validated,,0,matched,playbyplayv2,1611661325,101080|200684|201050|201056|201884,complete,playbyplay_inferred,100284|100628|100646|100666|100928,complete,playbyplay_inferred
Shot Chart Detail,1021000103,368,201056,Ivory Latta,1611661321,Tulsa Shock,4,8,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,122,115,1,0,20100708,IND,TUL,2010,1021000103368,18790,validated,,0,matched,playbyplayv2,1611661325,100651|100887|101025|201050|201056,complete,playbyplay_inferred,101042|201047|201896|201919|202265,complete,playbyplay_inferred
Shot Chart Detail,1021000103,401,201056,Ivory Latta,1611661321,Tulsa Shock,4,6,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-177,157,1,1,20100708,IND,TUL,2010,1021000103401,20090,validated,201884,1,matched,playbyplayv2,1611661325,200686|201050|201056|201483|201884,complete,playbyplay_inferred,101042|201047|201896|201919|202265,complete,playbyplay_inferred
Shot Chart Detail,1021000103,440,201056,Ivory Latta,1611661321,Tulsa Shock,4,1,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,3,1,0,20100708,IND,TUL,2010,1021000103440,22810,validated,,0,matched,playbyplayv2,1611661325,100887|101080|201056|201483|201884,complete,playbyplay_inferred,101042|201047|201896|201919|202265,complete,playbyplay_inferred
Shot Chart Detail,1021000103,452,201056,Ivory Latta,1611661321,Tulsa Shock,4,1,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,1,239,1,0,20100708,IND,TUL,2010,1021000103452,23360,validated,,0,matched,playbyplayv2,1611661325,100887|101080|201056|201483|201884,complete,playbyplay_inferred,101042|201047|201896|201919|202265,complete,playbyplay_inferred
Shot Chart Detail,1021000106,70,201056,Ivory Latta,1611661321,Tulsa Shock,1,2,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-15,50,1,0,20100713,TUL,LAS,2010,102100010670,4440,validated,,0,matched,playbyplayv2,1611661320,101025|200686|201050|201056|201483,complete,playbyplay_inferred,100234|100396|201049|201911|201918,complete,playbyplay_inferred
Shot Chart Detail,1021000106,106,201056,Ivory Latta,1611661321,Tulsa Shock,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,127,192,1,0,20100713,TUL,LAS,2010,1021000106106,6000,validated,,0,matched,playbyplayv2,1611661320,101025|101080|200684|201056|201483,complete,playbyplay_inferred,100076|201049|201911|201918|202315,complete,playbyplay_inferred
Shot Chart Detail,1021000106,111,201056,Ivory Latta,1611661321,Tulsa Shock,2,9,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,81,162,1,0,20100713,TUL,LAS,2010,1021000106111,6220,validated,,0,matched,playbyplayv2,1611661320,101025|101080|200684|201056|201483,complete,playbyplay_inferred,100076|201049|201911|201918|202315,complete,playbyplay_inferred
