GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021000006,99,201050,Tiffany Jackson,1611661313,New York Liberty,2,8,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20100516,NYL,CHI,2010,102100000699,6730,validated,,0,matched,playbyplayv2,1611661329,200665|201050|201502|201913|202253,complete,playbyplay_inferred,100835|100937|200691|202259|202278,complete,playbyplay_inferred
Shot Chart Detail,1021000006,178,201050,Tiffany Jackson,1611661313,New York Liberty,2,1,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,42,1,0,20100516,NYL,CHI,2010,1021000006178,10820,validated,,0,matched,playbyplayv2,1611661329,100412|100919|200665|201050|201507,complete,playbyplay_inferred,100384|100937|100952|101049|201480,complete,playbyplay_inferred
Shot Chart Detail,1021000012,101,201050,Tiffany Jackson,1611661313,New York Liberty,2,9,16,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,62,4,1,0,20100521,WAS,NYL,2010,1021000012101,6440,validated,,0,matched,playbyplayv2,1611661322,201050|201502|201507|201913|202253,complete,playbyplay_inferred,100404|100556|200673|201492|202262,complete,playbyplay_inferred
Shot Chart Detail,1021000012,256,201050,Tiffany Jackson,1611661313,New York Liberty,3,3,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,149,72,1,1,20100521,WAS,NYL,2010,1021000012256,16100,validated,,0,matched,playbyplayv2,1611661322,100919|200665|200689|201050|201913,complete,playbyplay_inferred,200673|201046|201492|201518|202261,complete,playbyplay_inferred
Shot Chart Detail,1021000012,258,201050,Tiffany Jackson,1611661313,New York Liberty,3,2,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,3,1,1,20100521,WAS,NYL,2010,1021000012258,16370,validated,200689,1,matched,playbyplayv2,1611661322,100919|200665|200689|201050|201913,complete,playbyplay_inferred,200673|201046|201492|201518|202261,complete,playbyplay_inferred
Shot Chart Detail,1021000012,281,201050,Tiffany Jackson,1611661313,New York Liberty,3,0,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,34,1,0,20100521,WAS,NYL,2010,1021000012281,17890,validated,,0,matched,playbyplayv2,1611661322,100919|201050|201507|201913|202253,complete,playbyplay_inferred,100404|100556|200673|201046|201518,complete,playbyplay_inferred
Shot Chart Detail,1021000018,59,201050,Tiffany Jackson,1611661313,New York Liberty,1,2,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20100523,NYL,ATL,2010,102100001859,4270,validated,200665,1,matched,playbyplayv2,1611661330,100919|200665|201050|201502|201913,complete,playbyplay_inferred,100627|100812|101023|201048|201881,complete,playbyplay_inferred
Shot Chart Detail,1021000018,117,201050,Tiffany Jackson,1611661313,New York Liberty,2,8,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,0,20100523,NYL,ATL,2010,1021000018117,6740,validated,,0,matched,playbyplayv2,1611661330,101019|200665|201050|201502|201507,complete,playbyplay_inferred,100627|100796|101023|201054|201881,complete,playbyplay_inferred
Shot Chart Detail,1021000018,354,201050,Tiffany Jackson,1611661313,New York Liberty,3,0,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20100523,NYL,ATL,2010,1021000018354,17480,validated,,0,matched,playbyplayv2,1611661330,100412|100919|200665|201050|201507,complete,playbyplay_inferred,100812|201048|201054|201898|202283,complete,playbyplay_inferred
Shot Chart Detail,1021000025,93,201050,Tiffany Jackson,1611661313,New York Liberty,1,0,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-109,4,1,0,20100528,SAN,NYL,2010,102100002593,5930,validated,,0,matched,playbyplayv2,1611661319,100919|200689|201050|201502|201913,complete,playbyplay_inferred,100457|100656|101033|200674|201892,complete,playbyplay_inferred
Shot Chart Detail,1021000037,86,201050,Tiffany Jackson,1611661313,New York Liberty,1,0,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,6,1,1,20100604,CON,NYL,2010,102100003786,5490,validated,,0,matched,playbyplayv2,1611661323,100919|200665|201050|201913|202253,complete,playbyplay_inferred,100533|101020|200704|201904|202254,complete,playbyplay_inferred
