GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,9,0,0.0,2002-03
League Averages,Above the Break 3,Center(C),24+ ft.,97,37,0.381,2002-03
League Averages,Above the Break 3,Center(C),16-24 ft.,1157,404,0.349,2002-03
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,127,32,0.252,2002-03
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,1343,459,0.342,2002-03
League Averages,Above the Break 3,Left Side(L),16-24 ft.,687,258,0.376,2002-03
League Averages,Above the Break 3,Left Side(L),24+ ft.,47,13,0.277,2002-03
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,146,37,0.253,2002-03
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,1417,492,0.347,2002-03
League Averages,Above the Break 3,Right Side(R),16-24 ft.,577,182,0.315,2002-03
League Averages,Above the Break 3,Right Side(R),24+ ft.,42,8,0.19,2002-03
League Averages,Backcourt,Back Court(BC),Back Court Shot,28,1,0.036,2002-03
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1592,614,0.386,2002-03
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3361,1190,0.354,2002-03
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,418,170,0.407,2002-03
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,401,153,0.382,2002-03
League Averages,Left Corner 3,Left Side(L),24+ ft.,186,61,0.328,2002-03
League Averages,Left Corner 3,Left Side(L),16-24 ft.,414,149,0.36,2002-03
League Averages,Mid-Range,Center(C),8-16 ft.,579,227,0.392,2002-03
League Averages,Mid-Range,Center(C),16-24 ft.,475,194,0.408,2002-03
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,387,153,0.395,2002-03
League Averages,Mid-Range,Left Side(L),16-24 ft.,442,176,0.398,2002-03
League Averages,Mid-Range,Left Side(L),8-16 ft.,2557,876,0.343,2002-03
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,402,136,0.338,2002-03
League Averages,Mid-Range,Right Side(R),8-16 ft.,2617,877,0.335,2002-03
League Averages,Mid-Range,Right Side(R),16-24 ft.,335,131,0.391,2002-03
League Averages,Restricted Area,Center(C),Less Than 8 ft.,9674,5410,0.559,2002-03
League Averages,Right Corner 3,Center(C),Less Than 8 ft.,3,2,0.667,2002-03
League Averages,Right Corner 3,Right Side(R),16-24 ft.,331,111,0.335,2002-03
League Averages,Right Corner 3,Right Side(R),24+ ft.,99,36,0.364,2002-03
