GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1041000112,260,201913,Kia Vaughn,1611661313,New York Liberty,3,4,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,-11,1,1,20100829,IND,NYL,2010,1041000112260,15510,validated,,0,matched,playbyplayv2,1611661325,100919|101019|201502|201507|201913,complete,playbyplay_inferred,100284|100628|100646|201047|201919,complete,playbyplay_inferred
Shot Chart Detail,1041000112,280,201913,Kia Vaughn,1611661313,New York Liberty,3,3,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,-2,1,1,20100829,IND,NYL,2010,1041000112280,16200,validated,101019,1,matched,playbyplayv2,1611661325,100919|101019|200665|201502|201913,complete,gamerotation,100628|100646|201047|201896|201919,complete,gamerotation
Shot Chart Detail,1041000112,311,201913,Kia Vaughn,1611661313,New York Liberty,3,0,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,0,1,0,20100829,IND,NYL,2010,1041000112311,17620,validated,,0,matched,playbyplayv2,1611661325,101019|200665|201502|201913|202253,complete,gamerotation,100284|100666|100928|201047|201919,complete,gamerotation
Shot Chart Detail,1041000113,52,201913,Kia Vaughn,1611661313,New York Liberty,1,2,6,Made Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,41,1,1,20100901,NYL,IND,2010,104100011352,4740,validated,,0,matched,playbyplayv2,1611661325,100412|200665|201502|201507|201913,complete,gamerotation,100646|100666|100928|201047|201896,complete,gamerotation
Shot Chart Detail,1041000113,60,201913,Kia Vaughn,1611661313,New York Liberty,1,1,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20100901,NYL,IND,2010,104100011360,5060,validated,,0,matched,playbyplayv2,1611661325,100412|200665|201502|201507|201913,complete,gamerotation,100646|100666|100928|201047|201896,complete,gamerotation
Shot Chart Detail,1041000113,93,201913,Kia Vaughn,1611661313,New York Liberty,2,8,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-131,69,1,1,20100901,NYL,IND,2010,104100011393,7000,validated,200665,1,matched,playbyplayv2,1611661325,100888|200665|201502|201507|201913,complete,gamerotation,100628|100646|201047|201896|201919,complete,gamerotation
Shot Chart Detail,1041000113,102,201913,Kia Vaughn,1611661313,New York Liberty,2,7,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-84,149,1,0,20100901,NYL,IND,2010,1041000113102,7690,validated,,0,matched,playbyplayv2,1611661325,100888|200665|201502|201507|201913,complete,gamerotation,100284|100628|100646|100928|201919,complete,gamerotation
Shot Chart Detail,1041000113,171,201913,Kia Vaughn,1611661313,New York Liberty,2,1,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20100901,NYL,IND,2010,1041000113171,10890,validated,100412,1,matched,playbyplayv2,1611661325,100412|100919|201502|201507|201913,complete,gamerotation,100646|100666|101042|201047|201896,complete,gamerotation
Shot Chart Detail,1041000113,316,201913,Kia Vaughn,1611661313,New York Liberty,4,8,55,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-105,0,1,0,20100901,NYL,IND,2010,1041000113316,18650,validated,,0,matched,playbyplayv2,1611661325,100412|100919|200665|201507|201913,complete,gamerotation,100284|100628|100666|100928|201919,complete,gamerotation
Shot Chart Detail,1041000113,350,201913,Kia Vaughn,1611661313,New York Liberty,4,5,2,Missed Shot,Running Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,48,1,0,20100901,NYL,IND,2010,1041000113350,20980,validated,,0,matched,playbyplayv2,1611661325,100888|100919|200665|201502|201913,complete,gamerotation,100284|100628|100646|100666|100928,complete,gamerotation
Shot Chart Detail,1041000113,367,201913,Kia Vaughn,1611661313,New York Liberty,4,3,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20100901,NYL,IND,2010,1041000113367,22050,validated,100412,1,matched,playbyplayv2,1611661325,100412|200665|201502|201507|201913,complete,gamerotation,100628|100646|100666|100928|201896,complete,gamerotation
