GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021600005,109,201492,Matee Ajavon,1611661330,Atlanta Dream,1,0,20,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,34.0,7.0,1,0,20160514,SAN,ATL,2016,1021600005109,5800,validated,,0,matched,playbyplayv2,1611661319,101023|201492|203406|1627678|1627680,complete,playbyplay_inferred,200673|202641|203405|203863|204324,complete,playbyplay_inferred
Shot Chart Detail,1021600029,232,201492,Matee Ajavon,1611661330,Atlanta Dream,2,1,29,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-62.0,170.0,1,0,20160529,ATL,IND,2016,1021600029232,11110,validated,,0,matched,playbyplayv2,1611661325,101023|201492|201881|203406|204322,complete,playbyplay_inferred,100646|201889|203831|204365|1627676,complete,playbyplay_inferred
Shot Chart Detail,1021600037,105,201492,Matee Ajavon,1611661330,Atlanta Dream,1,0,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,2.0,61.0,1,0,20160603,CON,ATL,2016,1021600037105,5950,validated,,0,matched,playbyplayv2,1611661323,201492|204322|204332|1627635|1627678,complete,playbyplay_inferred,202623|203410|203823|1627670|1627671,complete,playbyplay_inferred
Shot Chart Detail,1021600044,314,201492,Matee Ajavon,1611661330,Atlanta Dream,3,3,12,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-146.0,27.0,1,0,20160605,ATL,WAS,2016,1021600044314,16080,validated,,0,matched,playbyplayv2,1611661322,101023|201492|201881|204322|1627635,complete,playbyplay_inferred,201056|201913|203416|203829|204326,complete,playbyplay_inferred
Shot Chart Detail,1021600044,323,201492,Matee Ajavon,1611661330,Atlanta Dream,3,2,51,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,167.0,94.0,1,1,20160605,ATL,WAS,2016,1021600044323,16290,validated,1627635,1,matched,playbyplayv2,1611661322,101023|201492|201881|204322|1627635,complete,playbyplay_inferred,201056|201913|203416|203829|204326,complete,playbyplay_inferred
Shot Chart Detail,1021600044,329,201492,Matee Ajavon,1611661330,Atlanta Dream,3,1,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-134.0,88.0,1,0,20160605,ATL,WAS,2016,1021600044329,16870,validated,,0,matched,playbyplayv2,1611661322,101023|201492|201881|204322|1627635,complete,playbyplay_inferred,201056|201913|203416|203829|204326,complete,playbyplay_inferred
Shot Chart Detail,1021600052,284,201492,Matee Ajavon,1611661330,Atlanta Dream,2,1,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-9.0,5.0,1,0,20160610,ATL,MIN,2016,1021600052284,11320,validated,,0,matched,playbyplayv2,1611661324,201492|203026|203406|204322|1627680,complete,playbyplay_inferred,100915|101019|201904|203034|203827,complete,playbyplay_inferred
Shot Chart Detail,1021600052,470,201492,Matee Ajavon,1611661330,Atlanta Dream,4,5,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,-40.0,244.0,1,0,20160610,ATL,MIN,2016,1021600052470,20470,validated,,0,matched,playbyplayv2,1611661324,201492|203026|204322|1627678|1627680,complete,playbyplay_inferred,100944|100952|201480|201904|202632,complete,playbyplay_inferred
Shot Chart Detail,1021600066,155,201492,Matee Ajavon,1611661330,Atlanta Dream,2,7,10,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,131.0,119.0,1,1,20160617,ATL,CHI,2016,1021600066155,7700,validated,,0,matched,playbyplayv2,1611661329,201492|203026|203406|204322|204334,complete,playbyplay_inferred,201477|201516|202638|202664|1627677,complete,playbyplay_inferred
Shot Chart Detail,1021600066,210,201492,Matee Ajavon,1611661330,Atlanta Dream,2,2,24,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-228.0,10.0,1,1,20160617,ATL,CHI,2016,1021600066210,10560,validated,201881,1,matched,playbyplayv2,1611661329,201492|201881|203026|203406|204322,complete,playbyplay_inferred,100812|200665|201477|203399|203857,complete,playbyplay_inferred
Shot Chart Detail,1021600066,322,201492,Matee Ajavon,1611661330,Atlanta Dream,3,2,37,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,146.0,94.0,1,0,20160617,ATL,CHI,2016,1021600066322,16430,validated,,0,matched,playbyplayv2,1611661329,201492|201881|203026|204322|1627635,complete,playbyplay_inferred,201477|201516|202664|203399|1627677,complete,playbyplay_inferred
Shot Chart Detail,1021600066,336,201492,Matee Ajavon,1611661330,Atlanta Dream,3,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22.0,-141.0,180.0,1,0,20160617,ATL,CHI,2016,1021600066336,16810,validated,,0,matched,playbyplayv2,1611661329,201492|203026|204322|1627635|1627678,complete,playbyplay_inferred,201477|201516|203399|203857|1627677,complete,playbyplay_inferred
Shot Chart Detail,1021600066,355,201492,Matee Ajavon,1611661330,Atlanta Dream,3,0,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,192.0,25.0,1,0,20160617,ATL,CHI,2016,1021600066355,17810,validated,,0,matched,playbyplayv2,1611661329,201492|203848|204322|1627635|1627678,complete,playbyplay_inferred,200665|201516|203399|203857|1627677,complete,playbyplay_inferred
Shot Chart Detail,1021600066,535,201492,Matee Ajavon,1611661330,Atlanta Dream,5,2,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,192.0,20.0,1,1,20160617,ATL,CHI,2016,1021600066535,25350,validated,203026,1,matched,playbyplayv2,1611661329,201492|201881|203026|203406|204322,complete,playbyplay_inferred,200665|201477|202664|203399|1627677,complete,playbyplay_inferred
Shot Chart Detail,1021600066,555,201492,Matee Ajavon,1611661330,Atlanta Dream,5,1,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17.0,-29.0,173.0,1,0,20160617,ATL,CHI,2016,1021600066555,26050,validated,,0,matched,playbyplayv2,1611661329,201492|201881|203026|203406|204322,complete,playbyplay_inferred,100812|200665|201477|202664|203399,complete,playbyplay_inferred
Shot Chart Detail,1021600069,118,201492,Matee Ajavon,1611661330,Atlanta Dream,2,8,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-226.0,131.0,1,1,20160618,WAS,ATL,2016,1021600069118,6670,validated,1627678,1,matched,playbyplayv2,1611661322,201492|203026|1627635|1627678|1627680,complete,playbyplay_inferred,201056|201913|203403|203829|1627674,complete,playbyplay_inferred
Shot Chart Detail,1021600069,120,201492,Matee Ajavon,1611661330,Atlanta Dream,2,8,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,234.0,94.0,1,1,20160618,WAS,ATL,2016,1021600069120,6980,validated,1627635,1,matched,playbyplayv2,1611661322,201492|203026|1627635|1627678|1627680,complete,playbyplay_inferred,201056|201913|203403|203829|1627674,complete,playbyplay_inferred
Shot Chart Detail,1021600069,124,201492,Matee Ajavon,1611661330,Atlanta Dream,2,7,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,220.0,131.0,1,0,20160618,WAS,ATL,2016,1021600069124,7330,validated,,0,matched,playbyplayv2,1611661322,201492|203026|1627635|1627678|1627680,complete,playbyplay_inferred,201056|201913|203403|203829|1627674,complete,playbyplay_inferred
Shot Chart Detail,1021600069,267,201492,Matee Ajavon,1611661330,Atlanta Dream,3,5,45,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,6.0,20.0,1,0,20160618,WAS,ATL,2016,1021600069267,14550,validated,,0,matched,playbyplayv2,1611661322,201492|201881|203026|203406|204322,complete,playbyplay_inferred,203401|203416|203437|203828|204333,complete,playbyplay_inferred
Shot Chart Detail,1021600069,282,201492,Matee Ajavon,1611661330,Atlanta Dream,3,4,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,88.0,97.0,1,0,20160618,WAS,ATL,2016,1021600069282,15300,validated,,0,matched,playbyplayv2,1611661322,201492|201881|203026|204322|1627635,complete,playbyplay_inferred,201056|201913|203401|203416|203437,complete,playbyplay_inferred
Shot Chart Detail,1021600077,112,201492,Matee Ajavon,1611661330,Atlanta Dream,1,0,1,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,157.0,109.0,1,0,20160622,ATL,NYL,2016,1021600077112,5990,validated,,0,matched,playbyplayv2,1611661313,101023|201492|203848|1627635|1627680,complete,playbyplay_inferred,201919|203411|204320|204327|204329,complete,playbyplay_inferred
Shot Chart Detail,1021600089,26,201492,Matee Ajavon,1611661330,Atlanta Dream,1,6,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23.0,165.0,173.0,1,0,20160628,SEA,ATL,2016,102160008926,2370,validated,,0,matched,playbyplayv2,1611661328,201492|201881|203406|204322|1627678,complete,playbyplay_inferred,100720|201518|202252|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,191,201492,Matee Ajavon,1611661330,Atlanta Dream,2,2,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,13.0,0.0,1,1,20160628,SEA,ATL,2016,1021600089191,10550,validated,,0,matched,playbyplayv2,1611661328,201492|201881|203848|204322|1627680,complete,playbyplay_inferred,100720|201518|202626|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,246,201492,Matee Ajavon,1611661330,Atlanta Dream,3,6,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16.0,-43.0,159.0,1,1,20160628,SEA,ATL,2016,1021600089246,14020,validated,201881,1,matched,playbyplayv2,1611661328,201492|201881|204322|1627678|1627680,complete,playbyplay_inferred,100720|201518|202252|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,265,201492,Matee Ajavon,1611661330,Atlanta Dream,3,5,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,154.0,31.0,1,0,20160628,SEA,ATL,2016,1021600089265,14880,validated,,0,matched,playbyplayv2,1611661328,201492|201881|204322|204334|1627678,complete,playbyplay_inferred,100720|201049|202252|202663|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,289,201492,Matee Ajavon,1611661330,Atlanta Dream,3,2,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,7.0,3.0,1,1,20160628,SEA,ATL,2016,1021600089289,16460,validated,,0,matched,playbyplayv2,1611661328,201492|201881|204322|1627678|1627680,complete,playbyplay_inferred,100720|201049|202626|202663|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,388,201492,Matee Ajavon,1611661330,Atlanta Dream,4,3,40,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-7.0,53.0,1,1,20160628,SEA,ATL,2016,1021600089388,21800,validated,,0,matched,playbyplayv2,1611661328,201492|201881|204322|1627678|1627680,complete,playbyplay_inferred,100720|201518|202252|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,405,201492,Matee Ajavon,1611661330,Atlanta Dream,4,2,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,233.0,23.0,1,0,20160628,SEA,ATL,2016,1021600089405,22530,validated,,0,matched,playbyplayv2,1611661328,201492|201881|204334|1627678|1627680,complete,playbyplay_inferred,100720|201518|202252|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,413,201492,Matee Ajavon,1611661330,Atlanta Dream,4,1,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14.0,-65.0,126.0,1,0,20160628,SEA,ATL,2016,1021600089413,22990,validated,,0,matched,playbyplayv2,1611661328,201492|201881|204334|1627678|1627680,complete,playbyplay_inferred,100720|201518|202252|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600089,415,201492,Matee Ajavon,1611661330,Atlanta Dream,4,1,38,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-21.0,6.0,1,1,20160628,SEA,ATL,2016,1021600089415,23020,validated,,0,matched,playbyplayv2,1611661328,201492|201881|204334|1627678|1627680,complete,playbyplay_inferred,100720|201518|202252|204319|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600095,23,201492,Matee Ajavon,1611661330,Atlanta Dream,1,7,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14.0,-21.0,148.0,1,1,20160630,LAS,ATL,2016,102160009523,1450,validated,,0,matched,playbyplayv2,1611661320,201492|201881|203026|204322|204334,complete,playbyplay_inferred,100949|201496|201502|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021600095,43,201492,Matee Ajavon,1611661330,Atlanta Dream,1,5,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,124.0,213.0,1,0,20160630,LAS,ATL,2016,102160009543,2500,validated,,0,matched,playbyplayv2,1611661320,201492|201881|203026|204322|204334,complete,playbyplay_inferred,100949|201496|201502|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021600095,325,201492,Matee Ajavon,1611661330,Atlanta Dream,3,2,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,171.0,0.0,1,0,20160630,LAS,ATL,2016,1021600095325,16270,validated,,0,matched,playbyplayv2,1611661320,201492|203406|204322|204334|1627678,complete,playbyplay_inferred,100949|201496|201911|202650|203833,complete,playbyplay_inferred
Shot Chart Detail,1021600095,467,201492,Matee Ajavon,1611661330,Atlanta Dream,4,1,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,206.0,34.0,1,0,20160630,LAS,ATL,2016,1021600095467,23130,validated,,0,matched,playbyplayv2,1611661320,201492|203026|203406|204322|204334,complete,playbyplay_inferred,100949|201496|201502|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021600095,499,201492,Matee Ajavon,1611661330,Atlanta Dream,4,0,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12.0,121.0,36.0,1,0,20160630,LAS,ATL,2016,1021600095499,23940,validated,,0,matched,playbyplayv2,1611661320,201492|203026|203406|204322|204334,complete,playbyplay_inferred,100949|201502|201911|203014|203833,complete,playbyplay_inferred
Shot Chart Detail,1021600103,352,201492,Matee Ajavon,1611661330,Atlanta Dream,4,9,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18.0,176.0,58.0,1,0,20160703,ATL,PHO,2016,1021600103352,18240,validated,,0,matched,playbyplayv2,1611661317,101023|201492|203026|204334|1627635,complete,playbyplay_inferred,200676|200691|201046|201886|201909,complete,playbyplay_inferred
Shot Chart Detail,1021600103,354,201492,Matee Ajavon,1611661330,Atlanta Dream,4,9,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8.0,86.0,17.0,1,1,20160703,ATL,PHO,2016,1021600103354,18280,validated,,0,matched,playbyplayv2,1611661317,101023|201492|203026|204334|1627635,complete,playbyplay_inferred,200676|200691|201046|201886|201909,complete,playbyplay_inferred
Shot Chart Detail,1021600103,401,201492,Matee Ajavon,1611661330,Atlanta Dream,4,5,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18.0,105.0,154.0,1,0,20160703,ATL,PHO,2016,1021600103401,20660,validated,,0,matched,playbyplayv2,1611661317,101023|201492|201881|203406|204322,complete,playbyplay_inferred,100940|200676|201046|201886|203398,complete,playbyplay_inferred
Shot Chart Detail,1021600104,81,201492,Matee Ajavon,1611661330,Atlanta Dream,1,1,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16.0,-108.0,126.0,1,0,20160705,ATL,SEA,2016,102160010481,4910,validated,,0,matched,playbyplayv2,1611661328,201492|203026|203406|203832|204322,complete,playbyplay_inferred,100720|201049|202252|204317|1627668,complete,playbyplay_inferred
Shot Chart Detail,1021600104,105,201492,Matee Ajavon,1611661330,Atlanta Dream,2,9,39,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10.0,55.0,84.0,1,0,20160705,ATL,SEA,2016,1021600104105,6210,validated,,0,matched,playbyplayv2,1611661328,101023|201492|201881|203832|1627635,complete,playbyplay_inferred,100720|201049|202626|202663|204317,complete,playbyplay_inferred
Shot Chart Detail,1021600104,107,201492,Matee Ajavon,1611661330,Atlanta Dream,2,9,37,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-11.0,61.0,1,0,20160705,ATL,SEA,2016,1021600104107,6230,validated,,0,matched,playbyplayv2,1611661328,101023|201492|201881|203832|1627635,complete,playbyplay_inferred,100720|201049|202626|202663|204317,complete,playbyplay_inferred
