GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021600001,90,203016,Devereaux Peters,1611661325,Indiana Fever,1,2,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-127.0,3.0,1,0,20160514,IND,DAL,2016,102160000190,4610,validated,,0,matched,playbyplayv2,1611661321,201503|203016|203843|1627676|1627688,complete,playbyplay_inferred,100888|202640|203835|203849|204331,complete,playbyplay_inferred
Shot Chart Detail,1021600001,105,203016,Devereaux Peters,1611661325,Indiana Fever,1,0,42,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,78.0,11.0,1,0,20160514,IND,DAL,2016,1021600001105,5580,validated,,0,matched,playbyplayv2,1611661321,203016|203018|203041|203843|1627688,complete,playbyplay_inferred,202640|203824|203835|203849|1627672,complete,playbyplay_inferred
Shot Chart Detail,1021600001,212,203016,Devereaux Peters,1611661325,Indiana Fever,2,3,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12.0,-19.0,123.0,1,0,20160514,IND,DAL,2016,1021600001212,9910,validated,,0,matched,playbyplayv2,1611661321,201503|203016|203843|204365|1627676,complete,playbyplay_inferred,101039|202640|203824|203835|203849,complete,playbyplay_inferred
Shot Chart Detail,1021600001,354,203016,Devereaux Peters,1611661325,Indiana Fever,3,2,20,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,-8.0,1,1,20160514,IND,DAL,2016,1021600001354,16600,validated,201503,1,matched,playbyplayv2,1611661321,201503|203016|203843|1627676|1627688,complete,playbyplay_inferred,202640|203824|203835|203849|1627672,complete,playbyplay_inferred
Shot Chart Detail,1021600010,37,203016,Devereaux Peters,1611661325,Indiana Fever,1,5,18,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,-8.0,1,1,20160518,IND,PHO,2016,102160001037,2820,validated,201503,1,matched,playbyplayv2,1611661317,201503|201889|203016|203018|1627676,complete,playbyplay_inferred,100634|100940|200676|201886|203398,complete,playbyplay_inferred
Shot Chart Detail,1021600010,52,203016,Devereaux Peters,1611661325,Indiana Fever,1,4,33,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,9.0,1,1,20160518,IND,PHO,2016,102160001052,3270,validated,203018,1,matched,playbyplayv2,1611661317,201503|201889|203016|203018|1627676,complete,playbyplay_inferred,100940|200676|201886|201909|204330,complete,playbyplay_inferred
Shot Chart Detail,1021600010,67,203016,Devereaux Peters,1611661325,Indiana Fever,1,2,13,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-142.0,-11.0,1,1,20160518,IND,PHO,2016,102160001067,4670,validated,201889,1,matched,playbyplayv2,1611661317,201889|203016|203018|203041|1627676,complete,playbyplay_inferred,100940|200676|201886|201909|204330,complete,playbyplay_inferred
Shot Chart Detail,1021600010,110,203016,Devereaux Peters,1611661325,Indiana Fever,2,9,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,6.0,183.0,1,0,20160518,IND,PHO,2016,1021600010110,6180,validated,,0,matched,playbyplayv2,1611661317,203016|203041|203843|204365|1627676,complete,playbyplay_inferred,100634|200691|201909|203398|1627699,complete,playbyplay_inferred
Shot Chart Detail,1021600010,126,203016,Devereaux Peters,1611661325,Indiana Fever,2,8,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17.0,1.0,173.0,1,1,20160518,IND,PHO,2016,1021600010126,6720,validated,203843,1,matched,playbyplayv2,1611661317,203016|203041|203843|204365|1627676,complete,playbyplay_inferred,100634|200691|201909|203398|1627699,complete,playbyplay_inferred
Shot Chart Detail,1021600010,312,203016,Devereaux Peters,1611661325,Indiana Fever,3,5,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-132.0,95.0,1,0,20160518,IND,PHO,2016,1021600010312,14610,validated,,0,matched,playbyplayv2,1611661317,201503|203016|203843|204365|1627676,complete,playbyplay_inferred,100940|200676|201886|203398|1627675,complete,playbyplay_inferred
Shot Chart Detail,1021600010,329,203016,Devereaux Peters,1611661325,Indiana Fever,3,4,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,7.0,-13.0,1,1,20160518,IND,PHO,2016,1021600010329,15350,validated,203041,1,matched,playbyplayv2,1611661317,203016|203041|203843|204365|1627676,complete,playbyplay_inferred,100940|200676|201886|204330|1627675,complete,playbyplay_inferred
Shot Chart Detail,1021600010,368,203016,Devereaux Peters,1611661325,Indiana Fever,3,1,1,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-40.0,50.0,1,1,20160518,IND,PHO,2016,1021600010368,17390,validated,203018,1,matched,playbyplayv2,1611661317,201889|203016|203018|203041|204365,complete,playbyplay_inferred,100940|200691|201886|201909|204330,complete,playbyplay_inferred
Shot Chart Detail,1021600010,377,203016,Devereaux Peters,1611661325,Indiana Fever,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,46.0,-138.0,441.0,1,0,20160518,IND,PHO,2016,1021600010377,18000,validated,,0,matched,playbyplayv2,1611661317,201889|203016|203018|203041|204365,complete,playbyplay_inferred,100940|200691|201886|201909|203398,complete,playbyplay_inferred
Shot Chart Detail,1021600013,93,203016,Devereaux Peters,1611661325,Indiana Fever,1,1,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-5.0,-10.0,1,1,20160520,IND,ATL,2016,102160001393,5340,validated,1627676,1,matched,playbyplayv2,1611661330,203016|203041|203843|1627676|1627688,complete,playbyplay_inferred,101023|201492|203848|1627678|1627680,complete,playbyplay_inferred
Shot Chart Detail,1021600013,129,203016,Devereaux Peters,1611661325,Indiana Fever,2,8,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9.0,-89.0,36.0,1,0,20160520,IND,ATL,2016,1021600013129,7050,validated,,0,matched,playbyplayv2,1611661330,203016|203041|203843|1627676|1627688,complete,playbyplay_inferred,101023|201881|203406|203848|1627678,complete,playbyplay_inferred
Shot Chart Detail,1021600013,131,203016,Devereaux Peters,1611661325,Indiana Fever,2,8,9,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-18.0,7.0,1,0,20160520,IND,ATL,2016,1021600013131,7110,validated,,0,matched,playbyplayv2,1611661330,203016|203041|203843|1627676|1627688,complete,playbyplay_inferred,101023|201881|203406|203848|1627678,complete,playbyplay_inferred
Shot Chart Detail,1021600013,309,203016,Devereaux Peters,1611661325,Indiana Fever,3,3,46,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,0.0,1,1,20160520,IND,ATL,2016,1021600013309,15740,validated,1627688,1,matched,playbyplayv2,1611661330,203016|203018|203831|1627676|1627688,complete,playbyplay_inferred,201881|203406|203848|1627678|1627680,complete,playbyplay_inferred
