GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021600001,102,203041,Lynetta Kizer,1611661325,Indiana Fever,1,1,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,48.0,175.0,1,0,20160514,IND,DAL,2016,1021600001102,5220,validated,,0,matched,playbyplayv2,1611661321,203016|203018|203041|203843|1627688,complete,playbyplay_inferred,202640|203824|203835|203849|1627672,complete,playbyplay_inferred
Shot Chart Detail,1021600010,139,203041,Lynetta Kizer,1611661325,Indiana Fever,2,7,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8.0,73.0,48.0,1,0,20160518,IND,PHO,2016,1021600010139,7230,validated,,0,matched,playbyplayv2,1611661317,203016|203018|203041|203843|204365,complete,playbyplay_inferred,100634|200691|201909|203398|1627699,complete,playbyplay_inferred
Shot Chart Detail,1021600010,347,203041,Lynetta Kizer,1611661325,Indiana Fever,3,2,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-62.0,175.0,1,0,20160518,IND,PHO,2016,1021600010347,16420,validated,,0,matched,playbyplayv2,1611661317,203016|203018|203041|203843|1627676,complete,playbyplay_inferred,100940|200691|201886|201909|204330,complete,playbyplay_inferred
Shot Chart Detail,1021600013,108,203041,Lynetta Kizer,1611661325,Indiana Fever,1,0,0,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,-3.0,1,1,20160520,IND,ATL,2016,1021600013108,6000,validated,,0,matched,playbyplayv2,1611661330,203016|203041|203843|1627676|1627688,complete,playbyplay_inferred,201492|203848|204332|1627678|1627680,complete,playbyplay_inferred
Shot Chart Detail,1021600013,114,203041,Lynetta Kizer,1611661325,Indiana Fever,2,9,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,-2.0,1,1,20160520,IND,ATL,2016,1021600013114,6090,validated,1627688,1,matched,playbyplayv2,1611661330,203016|203041|203843|1627676|1627688,complete,playbyplay_inferred,201492|201881|203848|1627678|1627680,complete,playbyplay_inferred
Shot Chart Detail,1021600013,124,203041,Lynetta Kizer,1611661325,Indiana Fever,2,9,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14.0,32.0,143.0,1,1,20160520,IND,ATL,2016,1021600013124,6480,validated,1627688,1,matched,playbyplayv2,1611661330,203016|203041|203843|1627676|1627688,complete,playbyplay_inferred,101023|201881|203406|203848|1627678,complete,playbyplay_inferred
Shot Chart Detail,1021600013,266,203041,Lynetta Kizer,1611661325,Indiana Fever,3,7,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-68.0,164.0,1,0,20160520,IND,ATL,2016,1021600013266,13670,validated,,0,matched,playbyplayv2,1611661330,100646|201889|203018|203041|204365,complete,playbyplay_inferred,101023|201881|203026|203406|204322,complete,playbyplay_inferred
Shot Chart Detail,1021600013,270,203041,Lynetta Kizer,1611661325,Indiana Fever,3,6,43,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,-6.0,1,1,20160520,IND,ATL,2016,1021600013270,13970,validated,201889,1,matched,playbyplayv2,1611661330,100646|201889|203018|203041|204365,complete,playbyplay_inferred,101023|201881|203026|203406|204322,complete,playbyplay_inferred
Shot Chart Detail,1021600013,487,203041,Lynetta Kizer,1611661325,Indiana Fever,4,2,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,6.0,22.0,1,0,20160520,IND,ATL,2016,1021600013487,22780,validated,,0,matched,playbyplayv2,1611661330,100646|201889|203018|203041|1627676,complete,playbyplay_inferred,101023|201492|203026|203406|204334,complete,playbyplay_inferred
Shot Chart Detail,1021600025,79,203041,Lynetta Kizer,1611661325,Indiana Fever,1,3,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-8.0,7.0,1,0,20160527,MIN,IND,2016,102160002579,4180,validated,,0,matched,playbyplayv2,1611661324,201889|203016|203041|203843|1627688,complete,playbyplay_inferred,100952|101019|200671|201904|203827,complete,playbyplay_inferred
Shot Chart Detail,1021600025,89,203041,Lynetta Kizer,1611661325,Indiana Fever,1,2,0,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-93.0,91.0,1,0,20160527,MIN,IND,2016,102160002589,4800,validated,,0,matched,playbyplayv2,1611661324,201889|203016|203041|203843|1627688,complete,playbyplay_inferred,100952|101019|201904|202632|203827,complete,playbyplay_inferred
