GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,7,1,0.143,2021-22
League Averages,Above the Break 3,Center(C),24+ ft.,1184,359,0.303,2021-22
League Averages,Above the Break 3,Center(C),16-24 ft.,216,82,0.38,2021-22
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,2263,769,0.34,2021-22
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,295,107,0.363,2021-22
League Averages,Above the Break 3,Left Side(L),16-24 ft.,213,77,0.362,2021-22
League Averages,Above the Break 3,Left Side(L),24+ ft.,331,115,0.347,2021-22
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,2127,730,0.343,2021-22
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,226,104,0.46,2021-22
League Averages,Above the Break 3,Right Side(R),16-24 ft.,170,57,0.335,2021-22
League Averages,Above the Break 3,Right Side(R),24+ ft.,337,114,0.338,2021-22
League Averages,Backcourt,Back Court(BC),Back Court Shot,57,0,0.0,2021-22
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1440,578,0.401,2021-22
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3317,1362,0.411,2021-22
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,273,99,0.363,2021-22
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,243,77,0.317,2021-22
League Averages,Left Corner 3,Left Side(L),24+ ft.,430,160,0.372,2021-22
League Averages,Left Corner 3,Left Side(L),16-24 ft.,2,0,0.0,2021-22
League Averages,Mid-Range,Center(C),8-16 ft.,366,133,0.363,2021-22
League Averages,Mid-Range,Center(C),16-24 ft.,921,365,0.396,2021-22
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,834,301,0.361,2021-22
League Averages,Mid-Range,Left Side(L),16-24 ft.,321,128,0.399,2021-22
League Averages,Mid-Range,Left Side(L),8-16 ft.,995,352,0.354,2021-22
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,857,307,0.358,2021-22
League Averages,Mid-Range,Right Side(R),8-16 ft.,825,306,0.371,2021-22
League Averages,Mid-Range,Right Side(R),16-24 ft.,353,110,0.312,2021-22
League Averages,Restricted Area,Center(C),Less Than 8 ft.,7397,4505,0.609,2021-22
League Averages,Right Corner 3,Right Side(R),24+ ft.,267,114,0.427,2021-22
League Averages,Right Corner 3,Right Side(R),16-24 ft.,2,1,0.5,2021-22
